Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Jun 05 '98,,R,L,,DET,10-7,0,2,0,5,0,5,0,1,26,31,19983,C. Osgood,L. Murphy
Jun 03 '98,,H,W,OT,DET,10-6,3,2,0,3,1,3,0,0,36,20,16928,E. Belfour,J. Langenbrunner
May 31 '98,,R,L,,DET,9-6,2,3,1,5,1,6,0,1,30,23,19983,C. Osgood,V. Kozlov
May 29 '98,,R,L,,DET,9-5,3,5,0,7,1,5,0,0,34,20,19983,C. Osgood,J. Macoun
May 26 '98,,H,W,,DET,9-4,3,1,0,5,0,6,0,0,23,28,16928,E. Belfour,G. Adams
May 24 '98,,H,L,,DET,8-4,0,2,0,5,1,6,0,0,14,23,16928,C. Osgood,V. Kozlov
May 16 '98,,H,W,,EDM,8-3,2,1,1,8,0,5,0,0,26,19,16928,E. Belfour,G. Adams
May 13 '98,,R,W,,EDM,7-3,3,1,0,6,0,6,0,0,36,24,17099,E. Belfour,B. Hogue
May 11 '98,,R,W,OT,EDM,6-3,1,0,0,4,0,5,0,0,28,28,17099,E. Belfour,B. Hogue
May 09 '98,,H,L,,EDM,5-3,0,2,0,6,1,4,0,0,15,21,16928,C. Joseph,D. Weight
May 07 '98,,H,W,,EDM,5-2,3,1,1,8,0,6,0,0,14,32,16928,E. Belfour,S. Zubov
May 02 '98,,R,W,OT,SJS,4-2,3,2,0,2,1,3,1,0,28,21,17483,E. Belfour,M. Keane
Apr 30 '98,,H,W,,SJS,3-2,3,2,1,6,1,4,0,0,26,20,16928,E. Belfour,M. Modano
Apr 28 '98,,R,L,OT,SJS,2-2,0,1,0,1,0,3,0,0,26,23,17483,M. Vernon,A. Zyuzin
Apr 26 '98,,R,L,,SJS,2-1,1,4,1,5,3,14,0,0,14,25,17483,M. Vernon,O. Nolan
Apr 24 '98,,H,W,,SJS,2-0,5,2,4,15,0,5,0,0,20,20,16928,E. Belfour,P. Verbeek
Apr 22 '98,,H,W,,SJS,1-0,4,1,1,9,1,7,0,0,31,22,16928,E. Belfour,J. Lind
