Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 13 '14,video,R,W,,STL,39-28-15,3,0,0,4,0,3,0,0,21,23,18430,P. Mrazek,J. Abdelkader
Apr 11 '14,video,H,L,,CAR,38-28-15,1,2,1,2,1,2,0,0,29,19,20066,C. Ward,J. Tlusty
Apr 09 '14,video,R,O,SO,PIT,38-27-15,3,3,0,2,2,4,0,0,37,24,18620,M. Fleury,J. Jokinen
Apr 08 '14,video,R,W,,BUF,38-27-14,4,2,0,5,0,3,0,0,37,27,18710,J. Howard,D. Legwand
Apr 05 '14,video,R,L,,MTL,37-27-14,3,5,2,5,0,3,0,0,37,26,21273,C. Price,B. Gionta
Apr 04 '14,video,H,W,,BUF,37-26-14,3,2,1,3,1,3,0,0,31,23,20066,J. Howard,D. Alfredsson
Apr 02 '14,video,H,W,,BOS,36-26-14,3,2,0,2,1,4,0,0,20,35,20066,J. Howard,G. Nyquist
Mar 30 '14,video,H,W,,TBL,35-26-14,3,2,1,3,0,4,0,0,30,28,20066,J. Gustavsson,D. Legwand
Mar 29 '14,video,R,W,,TOR,34-26-14,4,2,0,3,0,2,1,0,28,27,20270,J. Howard,D. Helm
Mar 27 '14,video,H,L,,MTL,33-26-14,4,5,0,2,0,3,0,0,30,29,20066,C. Price,T. Vanek
Mar 25 '14,video,R,L,,CBJ,33-25-14,2,4,0,2,2,4,0,0,33,28,15103,C. McElhinney,C. Atkinson
Mar 23 '14,video,H,O,OT,MIN,33-24-14,3,4,1,2,1,3,0,0,16,25,20066,I. Bryzgalov,M. Moulson
Mar 22 '14,video,R,W,,MIN,33-24-13,3,2,2,2,1,3,0,0,30,30,19176,J. Howard,G. Nyquist
Mar 20 '14,video,H,W,OT,PIT,32-24-13,5,4,1,6,1,5,0,0,30,43,20066,J. Howard,D. Alfredsson
Mar 18 '14,video,H,W,,TOR,31-24-13,3,2,0,4,1,4,0,0,31,33,20066,J. Howard,D. Alfredsson
Mar 16 '14,video,R,L,,CHI,30-24-13,1,4,1,4,1,3,0,1,20,30,22128,C. Crawford,B. Smith
Mar 14 '14,video,H,W,SO,EDM,30-23-13,1,1,0,4,0,2,0,0,23,22,20066,J. Howard,T. Tatar
Mar 11 '14,video,R,L,,CBJ,29-23-13,1,4,0,4,0,3,0,0,40,37,14330,S. Bobrovsky,B. Jenner
Mar 09 '14,video,R,L,,NYR,29-22-13,0,3,0,3,0,3,0,0,30,31,18006,H. Lundqvist,B. Boyle
Mar 07 '14,video,H,W,,NJD,29-21-13,7,4,1,3,0,3,0,1,33,25,20066,J. Gustavsson,K. Quincey
Mar 06 '14,video,H,O,OT,COL,28-21-13,2,3,1,2,0,2,0,0,37,25,20066,J. Giguere,A. Benoit
Mar 04 '14,video,R,L,,NJD,28-21-12,3,4,2,4,1,3,0,0,23,29,16592,M. Brodeur,S. Gionta
Feb 27 '14,video,R,W,,OTT,28-20-12,6,1,1,4,0,6,0,0,26,38,18931,J. Gustavsson,J. Franzen
Feb 26 '14,video,R,W,OT,MTL,27-20-12,2,1,1,1,0,2,0,0,30,20,21273,J. Howard,G. Nyquist
Feb 08 '14,video,R,L,,TBL,26-20-12,2,4,0,3,1,2,0,0,33,28,19204,B. Bishop,A. Killorn
Feb 06 '14,video,R,W,,FLA,26-19-12,3,1,1,7,0,3,0,0,33,24,15623,J. Howard,G. Nyquist
Feb 03 '14,video,H,W,,VAN,25-19-12,2,0,1,3,0,5,0,0,30,24,20066,J. Howard,J. Abdelkader
Feb 02 '14,video,R,O,OT,WSH,24-19-12,5,6,2,3,3,6,0,0,30,28,18506,M. Neuvirth,A. Ovechkin
Jan 31 '14,video,H,W,SO,WSH,24-19-11,3,3,0,5,1,2,0,0,45,29,20066,J. Howard,P. Eaves
Jan 28 '14,video,R,L,,PHI,23-19-11,0,5,0,4,1,2,0,0,33,28,19987,S. Mason,S. Hartnell
Jan 26 '14,video,H,O,SO,FLA,23-18-11,4,4,1,4,0,4,0,1,30,37,20066,T. Thomas,N. Bjugstad
Jan 24 '14,video,H,W,,MTL,23-18-10,4,1,1,6,1,4,0,0,26,31,20066,J. Gustavsson,R. Sheahan
Jan 22 '14,video,H,W,SO,CHI,22-18-10,4,4,0,4,1,4,0,0,31,35,20066,J. Gustavsson,D. Helm
Jan 20 '14,video,H,L,,STL,21-18-10,1,4,1,6,1,5,0,0,23,39,20066,J. Halak,B. Jackman
