Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 06 '08,,H,W,SO,PHX,47-27-8,2,2,0,0,1,2,0,0,43,34,17269,J. Hiller,R. Getzlaf
Apr 05 '08,,R,W,,LAK,46-27-8,4,3,0,2,0,3,0,0,26,31,18118,J. Giguere,T. Selanne
Mar 30 '08,,H,W,SO,DAL,45-27-8,2,2,1,7,0,5,0,0,32,25,17174,J. Giguere,C. Kunitz
Mar 28 '08,,H,L,,SJS,44-27-8,1,3,1,3,1,3,0,0,24,27,17334,B. Boucher,J. Roenick
Mar 26 '08,,H,W,SO,LAK,44-26-8,1,1,1,5,1,2,0,0,40,32,17331,J. Hiller,M. Schneider
Mar 22 '08,,R,W,,PHX,43-26-8,2,1,1,6,1,5,0,0,15,31,17645,J. Hiller,T. Selanne
Mar 21 '08,,R,L,,SJS,42-26-8,1,2,0,2,1,7,0,0,13,43,17496,E. Nabokov,J. Roenick
Mar 19 '08,,R,W,,DAL,42-25-8,2,1,2,5,0,7,0,1,17,21,18584,J. Giguere,T. Bertuzzi
Mar 15 '08,,H,W,,STL,41-25-8,5,2,1,5,0,1,0,0,33,40,17174,J. Giguere,R. Niedermayer
Mar 12 '08,,H,W,,VAN,40-25-8,4,1,1,4,1,6,1,0,31,31,17174,J. Hiller,T. Moen
Mar 11 '08,,R,O,SO,PHX,39-25-8,2,2,0,3,1,4,0,0,37,39,14683,I. Bryzgalov,R. Vrbata
Mar 09 '08,,H,W,,MTL,39-25-7,3,1,0,8,0,4,1,0,37,21,17174,J. Giguere,C. Kunitz
Mar 06 '08,,R,L,,COL,38-25-7,0,1,0,3,0,6,0,0,27,30,18007,J. Theodore,W. Wolski
Mar 05 '08,,R,L,,CHI,38-24-7,0,3,0,3,2,9,0,0,19,28,16666,C. Crawford,D. Byfuglien
Mar 03 '08,,H,W,,OTT,38-23-7,3,1,2,6,0,4,0,0,31,25,17174,J. Giguere,C. Perry
Feb 29 '08,,H,W,,CGY,37-23-7,3,1,2,7,1,5,0,0,25,23,17174,J. Giguere,S. Niedermayer
Feb 24 '08,,H,W,,CHI,36-23-7,6,3,2,9,0,6,0,0,28,32,17174,J. Hiller,K. Huskins
Feb 22 '08,,H,W,OT,STL,35-23-7,2,1,0,3,0,4,0,0,29,17,17174,J. Giguere,S. Pahlsson
Feb 20 '08,,H,W,SO,COL,34-23-7,2,2,1,6,0,4,0,0,22,28,17174,J. Giguere,C. Perry
Feb 17 '08,,H,W,,CGY,33-23-7,4,2,2,6,1,3,0,0,36,25,17174,J. Giguere,S. Niedermayer
Feb 15 '08,,H,L,,DAL,32-23-7,2,4,0,4,3,6,0,0,22,21,17323,M. Turco,S. Robidas
Feb 12 '08,,R,W,,COL,32-22-7,2,1,1,3,0,4,0,0,29,33,16257,J. Giguere,S. Pahlsson
Feb 10 '08,,R,W,,DET,31-22-7,3,2,0,2,2,8,0,0,19,29,20066,J. Giguere,K. Huskins
Feb 08 '08,,R,W,,NJD,30-22-7,2,1,0,2,0,5,0,0,24,35,15332,J. Hiller,R. Carter
Feb 07 '08,,R,W,,NYR,29-22-7,4,1,1,2,0,4,0,0,19,33,18200,J. Giguere,C. Perry
Feb 05 '08,,R,W,,NYI,28-22-7,3,0,1,6,0,1,0,0,26,25,9649,J. Giguere,S. Niedermayer
Feb 02 '08,,R,L,,PHI,27-22-7,0,3,0,3,1,3,0,0,27,25,19822,M. Biron,M. Knuble
Feb 01 '08,,R,O,SO,STL,27-21-7,0,0,0,4,0,3,0,0,30,20,19150,M. Legace,A. McDonald
Jan 30 '08,,R,L,,MIN,27-21-6,1,5,0,4,0,4,0,0,21,23,18568,N. Backstrom,M. Gaborik
Jan 24 '08,,R,L,,LAK,27-20-6,1,3,0,5,1,6,0,0,32,31,18118,J. LaBarbera,D. Armstrong
Jan 23 '08,,H,L,,DET,27-19-6,1,2,1,5,1,6,0,0,25,33,17355,D. Hasek,V. Filppula
Jan 20 '08,,R,L,,DAL,27-18-6,2,5,1,5,1,5,0,1,20,27,18461,M. Turco,N. Hagman
Jan 18 '08,,R,W,,MIN,27-17-6,4,2,1,4,0,2,0,0,27,27,18568,J. Hiller,C. Pronger
Jan 17 '08,,R,W,,NSH,26-17-6,2,1,1,7,1,7,0,0,16,34,14193,J. Giguere,C. Perry
Jan 15 '08,,H,W,,DAL,25-17-6,4,2,2,5,0,3,0,0,36,24,17174,J. Giguere,R. Getzlaf
Jan 13 '08,,H,W,OT,SJS,24-17-6,4,3,0,5,1,3,0,1,29,29,17174,J. Giguere,F. Beauchemin
Jan 09 '08,,H,W,,TOR,23-17-6,5,0,2,4,0,6,0,0,24,28,17174,J. Giguere,T. Bertuzzi
Jan 07 '08,,H,W,,NSH,22-17-6,5,2,2,3,2,4,0,0,37,22,17174,J. Giguere,C. Pronger
Jan 05 '08,,R,O,SO,PHX,21-17-6,2,2,0,3,1,4,0,0,31,34,16159,I. Bryzgalov,P. Mueller
Jan 04 '08,,H,W,,CHI,21-17-5,2,1,1,7,0,4,0,0,32,21,17174,J. Hiller,C. Kunitz
Jan 02 '08,,H,W,,CBJ,20-17-5,2,1,1,5,0,5,0,0,34,27,17174,J. Giguere,C. Pronger
