Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 18 '06,,H,W,OT,ATL,37-34-11,2,1,1,4,0,5,0,0,30,40,17228,R. Luongo,M. Van Ryn
Apr 15 '06,,H,O,SO,WSH,36-34-11,1,1,0,3,0,6,0,0,48,49,17842,B. Johnson,
Apr 13 '06,,R,W,OT,OTT,36-34-10,5,4,2,6,1,9,0,1,35,50,19173,R. Luongo,J. Nieuwendyk
Apr 11 '06,,R,O,OT,TOR,35-34-10,5,6,1,5,5,9,0,0,26,53,19371,J. Aubin,T. Kaberle
Apr 09 '06,,H,W,,TBL,35-34-9,6,3,1,3,2,5,0,0,48,32,13046,J. McLennan,
Apr 07 '06,,H,L,,PIT,34-34-9,1,5,0,7,2,6,0,2,37,27,14776,S. Caron,
Apr 05 '06,,H,L,,ATL,34-33-9,2,5,1,5,2,7,0,1,40,34,13207,K. Lehtonen,
Apr 03 '06,,R,L,,TBL,34-32-9,1,4,0,5,1,5,0,0,30,30,19802,S. Burke,
Apr 01 '06,,H,W,,TBL,34-31-9,4,2,1,3,2,7,0,0,35,44,18109,R. Luongo,
Mar 31 '06,,R,L,,CAR,33-31-9,2,3,0,5,1,9,0,1,23,30,17693,M. Gerber,
Mar 29 '06,,R,W,,PIT,33-30-9,5,3,0,3,1,6,0,0,26,34,14024,R. Luongo,
Mar 27 '06,,R,W,SO,BOS,32-30-9,3,3,2,4,1,5,0,0,48,37,13665,R. Luongo,
Mar 24 '06,,H,W,SO,NYR,31-30-9,2,2,1,5,1,3,0,0,42,28,18851,R. Luongo,
Mar 22 '06,,H,W,,WSH,30-30-9,3,2,3,10,1,10,0,0,40,30,14802,R. Luongo,
Mar 20 '06,,H,W,OT,TBL,29-30-9,6,5,1,3,1,5,0,0,38,34,13071,R. Luongo,O. Jokinen
Mar 18 '06,,R,W,SO,WSH,28-30-9,3,3,0,6,0,5,0,0,44,40,15042,R. Luongo,
Mar 17 '06,,H,W,,NYI,27-30-9,4,2,1,2,1,3,0,0,44,26,16444,J. McLennan,
Mar 15 '06,,H,L,,PHI,26-30-9,0,4,0,4,0,2,0,0,27,34,15614,R. Esche,
Mar 11 '06,,H,W,OT,CAR,26-29-9,4,3,0,7,1,9,0,0,30,42,16862,R. Luongo,J. Kwiatkowski
Mar 10 '06,,H,W,,CAR,25-29-9,5,3,0,2,0,5,0,0,39,27,13941,R. Luongo,
Mar 08 '06,,H,W,,OTT,24-29-9,6,2,0,5,0,4,1,0,38,35,15196,R. Luongo,
Mar 06 '06,,R,O,SO,ATL,23-29-9,3,3,0,2,0,2,0,1,40,34,12702,K. Lehtonen,
Mar 03 '06,,R,L,,CAR,23-29-8,2,5,1,7,1,7,0,0,39,38,18094,M. Gerber,
Mar 02 '06,,H,L,,MTL,23-28-8,0,1,0,7,0,6,0,0,24,27,16701,C. Huet,
Feb 28 '06,,R,W,,TBL,23-27-8,8,2,3,8,2,8,0,0,22,34,19805,R. Luongo,
Feb 11 '06,,R,L,,BUF,22-27-8,3,5,0,4,1,6,0,0,32,35,18690,R. Miller,
Feb 07 '06,,R,W,,WSH,22-26-8,5,0,1,3,0,1,0,0,40,44,15852,R. Luongo,
Feb 04 '06,,R,L,,ATL,21-26-8,4,6,1,3,2,5,0,0,32,27,18652,K. Lehtonen,
Feb 03 '06,,H,W,,ATL,21-25-8,5,2,2,7,1,11,1,0,37,39,17146,R. Luongo,
Jan 30 '06,,H,L,,TOR,20-25-8,2,4,1,8,3,10,0,0,35,32,16802,E. Belfour,
Jan 27 '06,,H,W,,NJD,20-24-8,4,0,1,4,0,5,0,0,40,22,18506,R. Luongo,
Jan 25 '06,,H,O,SO,CAR,19-24-8,3,3,0,4,2,8,0,0,35,27,12517,M. Gerber,
Jan 24 '06,,R,W,OT,TBL,19-24-7,3,2,0,3,0,6,0,0,26,50,19900,R. Luongo,O. Jokinen
Jan 21 '06,,R,L,,ANA,18-24-7,0,1,0,7,0,7,0,0,30,31,17011,J. Giguere,
Jan 19 '06,,R,L,,PHX,18-23-7,3,6,1,7,5,8,0,0,29,35,13195,C. Joseph,
Jan 14 '06,,H,O,OT,CBJ,18-22-7,4,5,1,7,1,8,0,0,52,23,17991,P. Leclaire,D. Vyborny
Jan 12 '06,,H,W,,STL,18-22-6,3,1,0,3,1,7,0,0,33,36,15081,R. Luongo,
Jan 08 '06,,R,W,SO,WSH,17-22-6,3,3,2,7,2,9,0,0,42,36,11407,R. Luongo,
Jan 07 '06,,R,L,,NYR,16-22-6,0,4,0,5,1,4,0,0,38,25,18200,H. Lundqvist,
Jan 04 '06,,R,O,OT,NYI,16-21-6,3,4,2,5,0,3,0,0,42,38,10285,W. Dubielewicz,M. Parrish
Jan 03 '06,,R,L,,NJD,16-21-5,0,3,0,3,0,3,0,0,16,25,10039,M. Brodeur,
Jan 01 '06,,R,W,,BUF,16-20-5,2,1,1,6,0,7,0,0,20,29,18690,R. Luongo,
Dec 30 '05,,H,W,,MTL,15-20-5,2,1,1,3,0,4,0,0,30,28,19250,R. Luongo,
Dec 28 '05,,H,W,,BOS,14-20-5,6,4,0,4,1,7,0,1,27,39,18904,R. Luongo,
Dec 26 '05,,H,O,SO,PHI,13-20-5,2,2,0,5,0,6,0,0,36,44,18791,A. Niittymaki,
Dec 23 '05,,R,L,,CAR,13-20-4,3,4,1,7,1,15,0,0,25,39,15444,M. Gerber,
