Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 03 '18,video,R,W,,WPG,6-4,2,1,1,2,1,2,0,0,29,33,15321,P. Rinne,P. Subban
May 01 '18,video,R,L,,WPG,5-4,4,7,2,4,1,5,0,0,30,45,15321,C. Hellebuyck,B. Wheeler
Apr 29 '18,video,H,W,OT,WPG,5-3,5,4,1,4,1,4,0,0,41,50,17274,P. Rinne,K. Fiala
Apr 27 '18,video,H,L,,WPG,4-3,1,4,0,3,0,0,0,0,48,19,17307,C. Hellebuyck,P. Stastny
Apr 22 '18,video,R,W,,COL,4-2,5,0,0,3,0,0,0,0,37,22,18087,P. Rinne,M. Ekholm
Apr 20 '18,video,H,L,,COL,3-2,1,2,0,3,0,2,0,0,45,27,17504,A. Hammond,S. Andrighetto
Apr 18 '18,video,R,W,,COL,3-1,3,2,0,3,1,5,0,0,34,33,18087,P. Rinne,C. Smith
Apr 16 '18,video,R,L,,COL,2-1,3,5,1,3,0,5,0,0,32,33,18087,J. Bernier,N. MacKinnon
Apr 14 '18,video,H,W,,COL,2-0,5,4,1,5,1,5,0,0,33,30,17369,P. Rinne,R. Hartman
Apr 12 '18,video,H,W,,COL,1-0,5,2,1,2,0,3,0,0,31,27,17301,P. Rinne,F. Forsberg
