Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 09 '17,video,R,L,,NYR,50-21-11,2,3,0,0,1,1,0,0,24,25,18006,M. Hellberg,J. Vesey
Apr 08 '17,video,R,L,,TOR,50-20-11,3,5,1,2,1,3,0,0,18,30,19561,C. McElhinney,C. Brown
Apr 06 '17,video,R,W,,NJD,50-19-11,7,4,2,3,1,3,1,0,28,38,14012,M. Murray,P. Hornqvist
Apr 04 '17,video,H,W,,CBJ,49-19-11,4,1,0,3,0,1,0,1,27,39,18632,M. Murray,P. Hornqvist
Apr 02 '17,video,H,W,,CAR,48-19-11,3,2,2,2,1,3,0,0,26,35,18631,M. Murray,C. Sheary
Mar 31 '17,video,R,W,SO,NYR,47-19-11,3,3,0,3,1,2,0,0,35,33,18006,M. Murray,P. Kessel
Mar 29 '17,video,H,L,,CHI,46-19-11,1,5,0,2,0,4,0,0,32,36,18657,C. Crawford,R. Panik
Mar 26 '17,video,H,L,,PHI,46-18-11,2,6,1,2,0,1,0,0,27,33,18654,S. Mason,D. Weise
Mar 24 '17,video,H,O,SO,NYI,46-17-11,3,3,0,1,0,1,0,0,40,46,18659,J. Halak,J. Tavares
Mar 23 '17,video,R,O,SO,OTT,46-17-10,1,1,1,3,1,2,0,0,35,30,18102,M. Condon,K. Turris
Mar 21 '17,video,R,W,,BUF,46-17-9,3,1,1,4,0,1,0,0,34,30,18313,M. Murray,N. Bonino
Mar 19 '17,video,H,W,,FLA,45-17-9,4,0,0,4,0,4,0,0,28,21,18653,M. Fleury,P. Hornqvist
Mar 17 '17,video,H,W,,NJD,44-17-9,6,4,1,4,1,4,0,0,43,36,18651,M. Murray,C. Rowney
Mar 15 '17,video,R,L,,PHI,43-17-9,0,4,0,2,1,4,0,0,23,28,19514,S. Mason,S. Couturier
Mar 13 '17,video,R,O,SO,CGY,43-16-9,3,3,1,4,1,3,0,0,35,30,19289,B. Elliott,K. Versteeg
Mar 11 '17,video,R,W,,VAN,43-16-8,3,0,0,3,0,1,0,0,48,27,18865,M. Murray,I. Cole
Mar 10 '17,video,R,W,SO,EDM,42-16-8,2,2,0,2,1,2,0,0,30,42,18347,M. Fleury,P. Kessel
Mar 08 '17,video,R,W,,WPG,41-16-8,7,4,3,5,0,5,0,0,32,35,15294,M. Murray,E. Malkin
Mar 05 '17,video,H,W,,BUF,40-16-8,4,3,1,4,1,5,0,0,45,49,18653,M. Fleury,C. Sheary
Mar 03 '17,video,H,W,,TBL,39-16-8,5,2,2,3,1,3,0,0,35,29,18640,M. Murray,M. Streit
Mar 01 '17,video,R,L,,CHI,38-16-8,1,4,0,0,0,1,0,0,37,29,22012,S. Darling,R. Panik
Feb 28 '17,video,R,L,,DAL,38-15-8,2,3,0,1,0,1,0,0,20,32,18235,A. Niemi,A. Roussel
Feb 25 '17,video,H,W,,PHI,38-14-8,4,2,1,5,1,4,0,0,29,38,67318,M. Murray,M. Cullen
Feb 21 '17,video,R,W,,CAR,37-14-8,3,1,1,4,1,5,0,0,22,30,12145,M. Murray,S. Crosby
Feb 19 '17,video,H,L,,DET,36-14-8,2,5,0,4,0,4,1,0,26,24,18664,P. Mrazek,T. Tatar
Feb 17 '17,video,R,O,OT,CBJ,36-13-8,1,2,0,1,0,3,0,0,39,39,19188,S. Bobrovsky,B. Dubinsky
Feb 16 '17,video,H,W,OT,WPG,36-13-7,4,3,1,2,0,4,0,0,39,47,18638,M. Fleury,S. Crosby
Feb 14 '17,video,H,W,,VAN,35-13-7,4,0,0,2,0,1,0,0,42,29,18653,M. Murray,E. Malkin
Feb 11 '17,video,R,O,OT,ARI,34-13-7,3,4,0,4,1,4,1,0,31,25,15879,M. Smith,C. Murphy
Feb 09 '17,video,R,W,,COL,34-13-6,4,1,1,3,1,3,0,0,30,28,16777,M. Murray,P. Hornqvist
Feb 07 '17,video,H,O,SO,CGY,33-13-6,2,2,0,2,0,4,0,0,33,30,18556,C. Johnson,K. Versteeg
Feb 04 '17,video,R,W,,STL,33-13-5,4,1,0,5,0,2,0,0,31,23,19496,M. Fleury,K. Letang
Feb 03 '17,video,H,W,OT,CBJ,32-13-5,4,3,1,1,0,0,0,0,33,31,18649,M. Murray,P. Kessel
Jan 31 '17,video,H,W,,NSH,31-13-5,4,2,1,3,1,2,0,0,38,39,18455,M. Murray,P. Hornqvist
Jan 26 '17,video,R,L,,BOS,30-13-5,3,4,1,5,1,5,0,1,22,37,17565,T. Rask,P. Bergeron
Jan 24 '17,video,H,L,,STL,30-12-5,0,3,0,6,1,2,0,0,34,28,18563,C. Hutton,C. Parayko
Jan 22 '17,video,H,W,,BOS,30-11-5,5,1,1,1,0,4,0,0,36,45,18506,M. Murray,C. Sheary
Jan 20 '17,video,R,W,,CAR,29-11-5,7,1,1,3,0,3,0,1,41,28,17312,M. Murray,C. Hagelin
Jan 18 '17,video,R,W,,MTL,28-11-5,4,1,0,2,0,1,0,0,26,20,21288,M. Murray,E. Fehr
Jan 16 '17,video,H,W,OT,WSH,27-11-5,8,7,1,1,1,4,0,1,37,28,18653,M. Murray,C. Sheary
Jan 14 '17,video,R,L,,DET,26-11-5,3,6,1,4,1,4,0,0,31,34,20027,J. Coreau,A. Athanasiou
Jan 12 '17,video,R,L,,OTT,26-10-5,1,4,0,3,2,5,0,0,30,33,17769,M. Condon,M. Hoffman
Jan 11 '17,video,R,L,,WSH,26-9-5,2,5,2,5,2,4,0,0,32,30,18506,B. Holtby,J. Williams
Jan 08 '17,video,H,W,,TBL,26-8-5,6,2,1,3,1,4,0,0,40,30,18633,M. Fleury,C. Kunitz
Dec 31 '16,video,H,W,OT,MTL,25-8-5,4,3,1,5,0,2,0,0,41,40,18633,M. Fleury,E. Malkin
Dec 28 '16,video,H,W,,CAR,24-8-5,3,2,0,0,0,0,0,0,26,46,18653,M. Fleury,C. Hagelin
Dec 27 '16,video,R,W,,NJD,23-8-5,5,2,1,3,1,7,0,0,29,23,16514,M. Fleury,J. Schultz
Dec 23 '16,video,H,W,,NJD,22-8-5,4,1,1,2,0,2,0,0,39,24,18625,M. Fleury,E. Fehr
Dec 22 '16,video,R,L,,CBJ,21-8-5,1,7,0,3,1,4,0,0,26,28,19115,S. Bobrovsky,W. Karlsson
Dec 20 '16,video,H,W,,NYR,21-7-5,7,2,3,5,0,3,0,0,47,28,18541,M. Murray,P. Kessel
