Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Jun 06 '07,,H,W,,OTT,16-5,6,2,2,6,0,3,0,1,18,13,17372,J. Giguere,
Jun 04 '07,,R,W,,OTT,15-5,3,2,0,3,1,4,0,0,21,23,20500,J. Giguere,
Jun 02 '07,,R,L,,OTT,14-5,3,5,1,3,1,7,0,0,22,29,20500,R. Emery,
May 30 '07,,H,W,,OTT,14-4,1,0,0,4,0,4,0,0,31,16,17258,J. Giguere,
May 28 '07,,H,W,,OTT,13-4,3,2,0,4,2,7,0,0,32,20,17274,J. Giguere,
May 22 '07,,H,W,,DET,12-4,4,3,1,4,2,7,1,0,29,29,17380,J. Giguere,
May 20 '07,,R,W,OT,DET,11-4,2,1,1,5,0,7,0,0,26,37,20003,J. Giguere,T. Selanne
May 17 '07,,H,W,,DET,10-4,5,3,2,5,2,6,0,0,23,39,17375,J. Giguere,
May 15 '07,,H,L,,DET,9-4,0,5,0,4,1,9,0,0,29,28,17358,D. Hasek,
May 13 '07,,R,W,OT,DET,9-3,4,3,0,5,2,7,0,1,33,27,19620,J. Giguere,S. Niedermayer
May 11 '07,,R,L,,DET,8-3,1,2,0,7,2,4,0,0,32,19,19939,D. Hasek,
May 03 '07,,H,W,OT,VAN,8-2,2,1,0,7,0,6,0,0,63,27,17407,J. Giguere,S. Niedermayer
May 01 '07,,R,W,OT,VAN,7-2,3,2,0,8,0,3,0,0,30,26,18630,J. Giguere,T. Moen
Apr 29 '07,,R,W,,VAN,6-2,3,2,2,5,1,8,0,0,24,26,18630,J. Giguere,
Apr 27 '07,,H,L,OT,VAN,5-2,1,2,0,7,0,5,0,0,44,49,17392,R. Luongo,J. Cowan
Apr 25 '07,,H,W,,VAN,5-1,5,1,2,9,0,7,0,0,37,27,17250,J. Giguere,
Apr 19 '07,,H,W,,MIN,4-1,4,1,1,4,0,5,0,1,39,27,17318,J. Giguere,
Apr 17 '07,,R,L,,MIN,3-1,1,4,1,4,1,7,0,0,29,40,19174,N. Backstrom,
Apr 15 '07,,R,W,,MIN,3-0,2,1,1,4,1,5,0,0,19,20,19224,I. Bryzgalov,
Apr 13 '07,,H,W,,MIN,2-0,3,2,2,4,0,6,1,0,25,32,17324,I. Bryzgalov,
Apr 11 '07,,H,W,,MIN,1-0,2,1,0,3,0,4,0,0,34,25,17180,I. Bryzgalov,
