Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
15 Jun '11,video,H,L,,BOS,15-10,0,4,0,2,0,1,0,1,37,21,18860,T. Thomas,P. Bergeron
13 Jun '11,video,R,L,,BOS,15-9,2,5,1,6,2,5,0,0,38,40,17565,T. Thomas,A. Ference
10 Jun '11,video,H,W,,BOS,15-8,1,0,0,3,0,4,0,0,25,31,18860,R. Luongo,M. Lapierre
08 Jun '11,video,R,L,,BOS,14-8,0,4,0,6,0,4,0,0,38,29,17565,T. Thomas,R. Peverley
06 Jun '11,video,R,L,,BOS,14-7,1,8,0,8,2,4,0,2,41,38,17565,T. Thomas,M. Recchi
04 Jun '11,video,H,W,OT,BOS,14-6,3,2,1,2,1,3,0,0,33,30,18860,R. Luongo,A. Burrows
01 Jun '11,video,H,W,,BOS,13-6,1,0,0,6,0,6,0,0,34,36,18860,R. Luongo,R. Torres
24 May '11,video,H,W,OT,SJS,12-6,3,2,0,1,1,4,0,0,34,56,18860,R. Luongo,K. Bieksa
22 May '11,video,R,W,,SJS,11-6,4,2,3,5,0,5,0,0,13,35,17562,R. Luongo,S. Salo
20 May '11,video,R,L,,SJS,10-6,3,4,2,7,3,10,0,0,30,38,17562,A. Niemi,D. Boyle
18 May '11,video,H,W,,SJS,10-5,7,3,3,7,2,2,0,0,38,31,18860,R. Luongo,C. Higgins
15 May '11,video,H,W,,SJS,9-5,3,2,1,4,1,1,0,0,38,29,18860,R. Luongo,H. Sedin
09 May '11,video,R,W,,NSH,8-5,2,1,1,3,0,5,0,0,19,24,17113,R. Luongo,D. Sedin
07 May '11,video,H,L,,NSH,7-5,3,4,0,2,0,1,0,1,34,23,18860,P. Rinne,J. Ward
05 May '11,video,R,W,,NSH,7-4,4,2,1,3,1,3,0,0,28,21,17113,R. Luongo,R. Kesler
03 May '11,video,R,W,OT,NSH,6-4,3,2,2,4,0,3,0,1,47,30,17113,R. Luongo,R. Kesler
30 Apr '11,video,H,L,OT,NSH,5-4,1,2,0,1,0,4,1,0,33,46,18860,P. Rinne,M. Halischuk
28 Apr '11,video,H,W,,NSH,5-3,1,0,0,5,0,5,0,0,30,20,18860,R. Luongo,C. Higgins
26 Apr '11,video,H,W,OT,CHI,4-3,2,1,0,2,0,2,0,1,38,32,18860,R. Luongo,A. Burrows
24 Apr '11,video,R,L,OT,CHI,3-3,3,4,0,2,0,4,0,0,35,33,22014,C. Crawford,B. Smith
21 Apr '11,video,H,L,,CHI,3-2,0,5,0,4,2,5,0,0,36,26,18860,C. Crawford,M. Hossa
19 Apr '11,video,R,L,,CHI,3-1,2,7,2,4,2,6,0,0,23,35,21757,C. Crawford,D. Keith
17 Apr '11,video,R,W,,CHI,3-0,3,2,1,2,2,7,0,0,26,32,21743,R. Luongo,M. Samuelsson
15 Apr '11,video,H,W,,CHI,2-0,4,3,1,2,0,2,0,0,27,26,18860,R. Luongo,D. Sedin
13 Apr '11,video,H,W,,CHI,1-0,2,0,0,2,0,3,0,0,33,32,18860,R. Luongo,C. Higgins
