Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
29 May '14,video,R,L,,NYR,10-7,0,1,0,2,0,4,0,0,18,32,18006,H. Lundqvist,D. Moore
27 May '14,video,H,W,,NYR,10-6,7,4,1,4,1,7,0,0,28,27,21273,D. Tokarski,R. Bourque
25 May '14,video,R,L,OT,NYR,9-6,2,3,1,8,0,3,0,1,29,29,18006,H. Lundqvist,M. St. Louis
22 May '14,video,R,W,OT,NYR,9-5,3,2,0,2,0,2,0,0,25,37,18006,D. Tokarski,A. Galchenyuk
19 May '14,video,H,L,,NYR,8-5,1,3,0,4,1,3,0,0,41,30,21273,H. Lundqvist,R. Nash
17 May '14,video,H,L,,NYR,8-4,2,7,0,3,3,7,1,0,22,28,21273,H. Lundqvist,C. Kreider
14 May '14,video,R,W,,BOS,8-3,3,1,1,5,1,3,0,0,18,30,17565,C. Price,M. Pacioretty
12 May '14,video,H,W,,BOS,7-3,4,0,1,4,0,3,0,0,28,26,21273,C. Price,L. Eller
10 May '14,video,R,L,,BOS,6-3,2,4,2,5,2,4,0,0,31,30,17565,T. Rask,J. Iginla
08 May '14,video,H,L,OT,BOS,6-2,0,1,0,1,0,2,0,0,33,35,21273,T. Rask,M. Fraser
06 May '14,video,H,W,,BOS,6-1,4,2,0,1,0,1,0,0,26,28,21273,C. Price,D. Weise
03 May '14,video,R,L,,BOS,5-1,3,5,2,6,0,3,0,0,28,35,17565,T. Rask,R. Smith
01 May '14,video,R,W,OT,BOS,5-0,4,3,2,3,0,2,0,0,33,51,17565,C. Price,P. Subban
22 Apr '14,video,H,W,,TBL,4-0,4,3,1,2,0,1,0,1,37,23,21273,C. Price,M. Pacioretty
20 Apr '14,video,H,W,,TBL,3-0,3,2,0,5,1,2,0,0,31,29,21273,C. Price,T. Plekanec
18 Apr '14,video,R,W,,TBL,2-0,4,1,1,4,1,2,0,0,26,27,19204,C. Price,R. Bourque
16 Apr '14,video,R,W,OT,TBL,1-0,5,4,0,2,0,2,1,0,44,25,19204,C. Price,D. Weise
