Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
10 May '17,video,R,L,,ANA,7-6,1,2,0,1,0,1,0,0,24,30,17407,J. Gibson,N. Ritchie
07 May '17,video,H,W,,ANA,7-5,7,1,2,7,0,3,0,0,35,35,18347,C. Talbot,L. Draisaitl
05 May '17,video,R,L,OT,ANA,6-5,3,4,1,3,0,4,0,0,38,64,17358,J. Gibson,C. Perry
03 May '17,video,H,L,OT,ANA,6-4,3,4,1,3,0,4,0,0,32,39,18347,J. Gibson,J. Silfverberg
30 Apr '17,video,H,L,,ANA,6-3,3,6,0,3,0,4,0,0,27,28,18347,J. Gibson,C. Wagner
28 Apr '17,video,R,W,,ANA,6-2,2,1,1,4,1,4,0,0,23,40,17174,C. Talbot,P. Maroon
26 Apr '17,video,R,W,,ANA,5-2,5,3,2,5,1,3,0,0,32,36,17174,C. Talbot,A. Larsson
22 Apr '17,video,R,W,,SJS,4-2,3,1,0,1,0,3,0,0,21,28,17562,C. Talbot,A. Slepyshev
20 Apr '17,video,H,W,OT,SJS,3-2,4,3,1,3,0,1,0,0,48,30,18347,C. Talbot,D. Desharnais
18 Apr '17,video,R,L,,SJS,2-2,0,7,0,4,4,8,0,0,23,32,17562,M. Jones,J. Pavelski
16 Apr '17,video,R,W,,SJS,2-1,1,0,0,1,0,2,0,0,22,23,17562,C. Talbot,Z. Kassian
14 Apr '17,video,H,W,,SJS,1-1,2,0,0,4,0,6,2,0,36,16,18347,C. Talbot,Z. Kassian
12 Apr '17,video,H,L,OT,SJS,0-1,2,3,1,3,1,6,0,0,19,44,18347,M. Jones,M. Karlsson
