Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 07 '07,,H,L,,OTT,35-41-6,3,6,1,6,1,4,0,0,32,28,17565,R. Emery,
Apr 05 '07,,R,L,,BUF,35-40-6,2,4,1,6,1,6,0,0,22,33,18690,R. Miller,
Apr 03 '07,,R,L,,MTL,35-39-6,0,2,0,3,1,6,0,0,29,30,21273,J. Halak,
Apr 01 '07,,R,L,,NJD,35-38-6,1,3,1,3,1,5,0,0,18,24,14378,M. Brodeur,
Mar 31 '07,,H,L,,ATL,35-37-6,2,3,1,3,0,7,0,0,27,40,16218,K. Lehtonen,
Mar 29 '07,,H,L,,PIT,35-36-6,2,4,0,3,1,5,0,0,33,26,17095,M. Fleury,
Mar 27 '07,,R,W,,OTT,35-35-6,3,2,1,5,1,7,0,0,17,34,19786,J. MacDonald,
Mar 25 '07,,R,L,,PIT,34-35-6,0,5,0,5,3,6,0,1,29,28,17132,M. Fleury,
Mar 24 '07,,H,O,SO,NYR,34-34-6,1,1,0,8,0,5,0,0,41,36,17565,H. Lundqvist,
Mar 22 '07,,H,L,,MTL,34-34-5,3,6,0,4,3,7,0,0,35,30,17026,J. Halak,
Mar 20 '07,,R,L,,MTL,34-33-5,0,1,0,1,0,4,0,0,30,32,21273,J. Halak,
Mar 17 '07,,R,L,,NYR,34-32-5,0,7,0,6,4,7,0,0,30,39,18200,H. Lundqvist,
Mar 15 '07,,H,W,SO,WSH,34-31-5,3,3,3,9,1,6,0,1,39,34,15091,T. Thomas,
Mar 11 '07,,R,W,,DET,33-31-5,6,3,2,5,1,3,0,0,25,38,20066,T. Thomas,
Mar 10 '07,,R,L,,PHI,32-31-5,1,4,0,5,0,4,0,1,27,29,19550,M. Biron,
Mar 08 '07,,H,L,,MIN,32-30-5,1,2,0,3,0,6,0,0,30,32,13709,N. Backstrom,
Mar 06 '07,,H,L,,COL,32-29-5,0,2,0,5,0,4,0,0,21,30,11707,P. Budaj,
Mar 04 '07,,R,W,,NJD,32-28-5,4,1,0,3,0,4,1,0,30,27,14254,J. MacDonald,
Mar 03 '07,,H,W,,MTL,31-28-5,3,1,0,6,0,5,0,0,36,32,17565,T. Thomas,
Mar 01 '07,,H,O,OT,PHI,30-28-5,3,4,1,5,1,6,0,1,37,55,12294,M. Biron,S. Upshall
Feb 26 '07,,H,L,,ATL,30-28-4,2,3,0,4,2,5,0,0,24,20,16417,K. Lehtonen,
Feb 24 '07,,R,L,,FLA,30-27-4,2,7,2,9,2,6,0,1,27,52,16816,E. Belfour,
Feb 23 '07,,R,W,,TBL,30-26-4,6,2,1,5,1,4,0,0,23,26,21201,T. Thomas,
Feb 20 '07,,R,W,,TOR,29-26-4,3,0,0,5,0,6,1,0,21,44,19578,T. Thomas,
Feb 19 '07,,R,W,,PHI,28-26-4,6,3,1,3,0,4,0,0,18,33,19209,T. Thomas,
Feb 17 '07,,R,W,SO,BUF,27-26-4,3,3,0,4,3,8,1,0,30,25,18690,T. Thomas,
Feb 15 '07,,R,L,,NYI,26-26-4,1,4,1,3,0,2,0,0,25,38,10079,R. DiPietro,
Feb 13 '07,,H,W,,EDM,26-25-4,3,0,2,5,0,7,0,0,23,32,16449,T. Thomas,
Feb 10 '07,,H,W,SO,NYI,25-25-4,3,3,2,8,1,4,0,0,28,34,16854,T. Thomas,
Feb 08 '07,,H,L,,CAR,24-25-4,2,5,0,6,1,6,0,0,36,36,13014,C. Ward,
Feb 06 '07,,R,W,SO,WSH,24-24-4,2,2,1,5,0,3,0,0,24,34,15273,T. Thomas,
Feb 03 '07,,R,W,OT,CAR,23-24-4,4,3,2,8,1,10,0,0,33,37,18665,T. Thomas,Z. Chara
Feb 01 '07,,H,L,,BUF,22-24-4,1,3,0,5,1,7,0,0,34,28,13853,M. Biron,
Jan 30 '07,,R,L,,BUF,22-23-4,1,7,1,6,2,5,0,1,26,35,18690,M. Biron,
Jan 29 '07,,H,L,,NYR,22-22-4,1,6,1,4,1,6,0,2,30,29,13367,H. Lundqvist,
Jan 27 '07,,R,L,,OTT,22-21-4,1,3,0,4,0,5,0,1,30,36,19846,R. Emery,
Jan 20 '07,,H,L,,OTT,22-20-4,0,3,0,6,1,10,0,1,18,39,17565,R. Emery,
Jan 18 '07,,H,W,SO,PIT,22-19-4,4,4,1,3,2,5,0,0,44,35,16468,H. Toivonen,
Jan 17 '07,,R,L,,BUF,21-19-4,3,6,1,5,1,3,0,0,28,32,18690,R. Miller,
Jan 15 '07,,H,W,SO,BUF,21-18-4,2,2,1,4,0,3,0,0,37,36,15585,T. Thomas,
Jan 13 '07,,R,L,,NYR,20-18-4,1,3,0,3,0,5,0,1,25,38,18200,H. Lundqvist,
Jan 11 '07,,H,O,SO,NYI,20-17-4,4,4,1,5,2,3,0,0,42,35,13529,R. DiPietro,
Jan 09 '07,,R,L,,OTT,20-17-3,2,5,0,3,0,5,1,0,25,36,18292,R. Emery,
Jan 06 '07,,H,W,,PHI,20-16-3,4,3,2,5,0,6,0,1,26,32,17565,T. Thomas,
Jan 04 '07,,H,L,,TOR,19-16-3,2,10,1,7,1,5,0,1,31,39,14560,A. Raycroft,
Jan 01 '07,,R,L,,TOR,19-15-3,1,5,1,4,2,6,0,0,28,35,19359,A. Raycroft,
Dec 30 '06,,R,L,,NSH,19-14-3,0,5,0,3,0,3,0,0,38,25,16612,C. Mason,
Dec 29 '06,,R,W,,CHI,19-13-3,5,3,2,8,0,5,1,0,21,40,19315,T. Thomas,
Dec 26 '06,,R,O,OT,CBJ,18-13-3,4,5,1,6,1,6,0,1,26,42,17376,F. Norrena,D. Vyborny
Dec 23 '06,,H,W,,MTL,18-13-2,4,2,1,7,0,3,0,1,31,22,17565,T. Thomas,
Dec 21 '06,,H,W,,VAN,17-13-2,2,0,2,6,0,6,0,0,19,39,12348,T. Thomas,
Dec 19 '06,,R,W,,OTT,16-13-2,7,2,3,10,0,6,0,0,26,37,19153,T. Thomas,
Dec 16 '06,,H,L,,FLA,15-13-2,3,6,1,7,3,7,0,0,21,36,10965,E. Belfour,
Dec 14 '06,,H,W,,NJD,15-12-2,5,3,3,7,1,4,0,0,45,29,11121,T. Thomas,
Dec 12 '06,,R,L,,MTL,14-12-2,3,4,2,4,1,5,0,0,34,40,21273,D. Aebischer,
Dec 09 '06,,H,L,,NJD,14-11-2,1,5,0,0,1,4,0,0,20,42,13476,M. Brodeur,
