Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
17 Apr '99,,H,W,,CGY,33-37-12,3,2,1,4,1,4,1,0,27,33,17100,T. Salo,M. Grier
16 Apr '99,,H,W,,COL,32-37-12,5,1,0,6,0,7,1,0,31,18,17100,T. Salo,T. Marchant
12 Apr '99,,R,W,OT,SJS,31-37-12,5,4,1,7,0,3,0,0,34,20,17483,T. Salo,T. Poti
10 Apr '99,,R,T,OT,VAN,30-37-12,1,1,0,5,1,3,0,0,24,24,16217,T. Salo,D. Weight
09 Apr '99,,R,W,,CGY,30-37-11,4,1,2,6,0,3,0,0,25,27,17104,T. Salo,E. Moreau
07 Apr '99,,H,W,,CGY,29-37-11,4,2,2,4,0,2,0,0,30,25,17100,T. Salo,T. Poti
03 Apr '99,,R,L,,COL,28-37-11,2,5,2,8,1,4,0,0,32,24,16061,P. Roy,S. Ozolinsh
01 Apr '99,,H,L,,TOR,28-36-11,1,5,0,6,3,6,0,0,31,23,17100,C. Joseph,S. Sullivan
30 Mar '99,,H,L,,PHX,28-35-11,4,7,1,3,1,3,0,1,35,25,17100,N. Khabibulin,R. Tocchet
28 Mar '99,,H,W,,SJS,28-34-11,5,2,1,6,2,6,0,0,24,18,16512,T. Salo,B. Guerin
26 Mar '99,,H,W,,STL,27-34-11,2,1,1,4,0,2,0,0,25,22,16318,T. Salo,R. Murray
24 Mar '99,,H,L,,MTL,26-34-11,0,2,0,2,0,3,0,0,32,26,17100,J. Hackett,S. Quintal
22 Mar '99,,H,T,OT,CGY,26-33-11,2,2,1,7,2,5,0,0,32,31,17100,K. Wregget,R. Murray
20 Mar '99,,H,W,,VAN,26-33-10,4,3,1,7,2,6,0,0,37,26,17100,T. Salo,P. Falloon
17 Mar '99,,H,L,,NJD,25-33-10,1,4,0,2,2,5,1,0,22,36,15581,M. Brodeur,B. Morrison
14 Mar '99,,R,L,,NSH,25-32-10,1,3,0,5,1,5,0,0,25,20,16148,M. Dunham,C. Ronning
13 Mar '99,,R,L,,STL,25-31-10,4,6,1,8,1,3,0,1,28,31,18071,G. Fuhr,L. Bartecko
10 Mar '99,,R,L,,DAL,25-30-10,4,7,1,8,2,7,0,1,25,21,16928,E. Belfour,J. Nieuwendyk
06 Mar '99,,R,L,,WSH,25-29-10,3,4,1,4,1,4,0,0,25,36,19740,O. Kolzig,S. Gonchar
05 Mar '99,,R,T,OT,PIT,25-28-10,2,2,1,5,1,7,0,0,21,36,15688,B. Essensa,R. Lang
03 Mar '99,,R,W,,BUF,25-28-9,5,3,1,4,0,5,0,0,26,32,18595,S. Passmore,B. Mironov
01 Mar '99,,R,W,,COL,24-28-9,4,3,2,5,0,6,0,0,29,50,16061,B. Essensa,R. Murray
27 Feb '99,,H,T,OT,CAR,23-28-9,2,2,1,5,0,5,0,0,32,36,17100,A. Irbe,R. Francis
26 Feb '99,,H,W,,BUF,23-28-8,6,3,3,7,0,3,0,0,39,30,17100,B. Essensa,T. Marchant
24 Feb '99,,H,L,,ANA,22-28-8,1,2,0,5,0,2,0,0,33,24,16001,D. Roussel,P. Kariya
21 Feb '99,,H,L,OT,NYR,22-27-8,1,2,0,2,0,2,0,0,40,28,17100,M. Richter,E. Lacroix
18 Feb '99,,R,L,,LAK,22-26-8,2,3,0,2,1,4,0,0,19,27,11287,S. Fiset,S. Duchesne
17 Feb '99,,R,W,,ANA,22-25-8,6,2,0,3,1,7,1,0,31,32,14540,M. Shtalenkov,A. Selivanov
15 Feb '99,,R,L,,DAL,21-25-8,1,4,0,5,2,6,0,0,13,27,16928,E. Belfour,B. Hull
