Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 06 '08,,H,W,,SJS,45-30-7,4,2,0,9,2,8,0,0,22,34,18532,M. Turco,M. Norstrom
Apr 04 '08,,H,L,,PHX,44-30-7,2,4,0,3,1,2,1,0,32,21,18584,M. Tellqvist,M. Hanzal
Apr 03 '08,,R,W,,PHX,44-29-7,4,2,2,5,0,2,0,1,36,23,18340,J. Holmqvist,B. Morrow
Mar 30 '08,,R,O,SO,ANA,43-29-7,2,2,0,5,1,7,0,0,25,32,17174,J. Giguere,C. Kunitz
Mar 29 '08,,R,W,,LAK,43-29-6,7,2,3,7,0,5,0,0,35,14,17849,M. Turco,B. Morrow
Mar 27 '08,,R,O,OT,SJS,42-29-6,2,3,1,5,2,7,0,0,25,27,17496,E. Nabokov,J. Thornton
Mar 22 '08,,H,L,,LAK,42-29-5,2,4,1,3,1,3,0,0,27,30,18532,E. Ersberg,L. Visnovsky
Mar 19 '08,,H,L,,ANA,42-28-5,1,2,0,7,2,5,1,0,21,17,18584,J. Giguere,T. Bertuzzi
Mar 15 '08,,H,L,,VAN,42-27-5,3,4,1,5,1,2,1,0,38,30,18584,R. Luongo,B. Morrison
Mar 13 '08,,R,L,,DET,42-26-5,3,5,1,2,1,6,0,0,19,31,19453,C. Osgood,M. Samuelsson
Mar 09 '08,,H,W,,COL,42-25-5,3,0,0,3,0,4,0,0,26,19,18532,M. Turco,S. Barnes
Mar 08 '08,,R,L,,COL,41-25-5,1,3,1,4,1,5,0,0,26,28,18007,J. Theodore,A. Brunette
Mar 05 '08,,H,L,,PHX,41-24-5,1,2,0,5,0,2,0,0,21,16,17942,I. Bryzgalov,S. Doan
Mar 01 '08,,H,L,,NSH,41-23-5,1,3,0,7,0,6,0,0,25,28,18584,D. Ellis,J. Tootoo
Feb 28 '08,,H,W,,CHI,41-22-5,7,4,1,6,1,3,0,2,25,29,18584,M. Turco,T. Daley
Feb 26 '08,,R,W,,STL,40-22-5,3,1,1,3,1,8,0,0,21,28,19150,M. Turco,J. Lehtinen
Feb 23 '08,,R,W,,NSH,39-22-5,6,3,0,5,2,5,0,0,29,27,17113,M. Smith,M. Ribeiro
Feb 22 '08,,H,W,,EDM,38-22-5,5,2,2,7,1,5,1,0,39,22,18564,M. Turco,B. Morrow
Feb 20 '08,,H,L,,CGY,37-22-5,2,3,1,4,1,4,0,1,31,18,18584,C. Joseph,J. Iginla
Feb 17 '08,,H,W,,DET,37-21-5,1,0,0,4,0,4,0,0,31,28,18584,M. Turco,N. Hagman
Feb 15 '08,,R,W,,ANA,36-21-5,4,2,3,6,0,4,0,0,21,22,17323,M. Turco,S. Robidas
Feb 14 '08,,R,L,,PHX,35-21-5,2,5,0,3,1,6,0,1,34,27,12885,I. Bryzgalov,N. Kapanen
Feb 11 '08,,H,W,,PHX,35-20-5,2,1,1,6,1,3,0,0,44,20,17622,M. Turco,M. Modano
Feb 09 '08,,H,W,,STL,34-20-5,6,2,3,4,0,4,0,0,23,29,18584,M. Smith,M. Ribeiro
Feb 07 '08,,R,W,,MIN,33-20-5,1,0,0,6,0,2,0,0,26,25,18568,M. Smith,N. Hagman
Feb 05 '08,,H,W,SO,VAN,32-20-5,2,2,1,3,1,1,0,0,34,24,17642,M. Turco,B. Morrow
Feb 02 '08,,R,W,,CGY,31-20-5,2,1,0,1,0,7,0,0,24,32,19289,M. Turco,N. Hagman
Feb 01 '08,,R,W,,EDM,30-20-5,4,1,2,7,0,5,0,0,22,33,16839,M. Turco,S. Robidas
Jan 29 '08,,R,W,,VAN,29-20-5,4,3,1,3,0,6,1,0,23,32,18630,M. Turco,S. Ott
Jan 24 '08,,H,L,,BUF,28-20-5,1,2,0,6,0,4,0,0,26,19,18532,R. Miller,D. Roy
Jan 22 '08,,H,L,,CBJ,28-19-5,2,4,0,6,2,6,0,0,33,30,17087,P. Leclaire,K. Russell
Jan 20 '08,,H,W,,ANA,28-18-5,5,2,1,5,1,5,1,0,27,20,18461,M. Turco,N. Hagman
Jan 19 '08,,H,W,,CBJ,27-18-5,3,1,0,3,1,3,0,0,14,30,17811,M. Smith,S. Barnes
Jan 17 '08,,R,W,,SJS,26-18-5,4,2,0,4,0,3,0,0,31,30,17496,M. Turco,M. Modano
Jan 15 '08,,R,L,,ANA,25-18-5,2,4,0,3,2,5,0,0,24,36,17174,J. Giguere,R. Getzlaf
Jan 12 '08,,R,O,SO,LAK,25-17-5,3,3,2,8,1,4,0,0,26,29,16916,J. LaBarbera,P. O'Sullivan
Jan 10 '08,,R,L,,STL,25-17-4,2,4,1,5,0,4,0,0,27,26,16805,M. Legace,K. Tkachuk
Jan 09 '08,,R,W,,CHI,25-16-4,3,1,1,5,1,5,1,0,30,18,15469,M. Turco,S. Barnes
Jan 07 '08,,H,W,,MIN,24-16-4,3,1,0,5,0,4,0,0,30,19,17502,M. Turco,A. Miettinen
Jan 05 '08,,H,L,,DET,23-16-4,0,3,0,2,0,2,0,0,22,23,18584,D. Hasek,B. Rafalski
Jan 03 '08,,R,L,,MIN,23-15-4,3,6,0,3,1,5,0,1,28,21,18568,N. Backstrom,M. Gaborik
Jan 02 '08,,R,L,,DET,23-14-4,1,4,0,3,0,3,0,0,24,26,20066,C. Osgood,J. Franzen
Dec 31 '07,,H,L,,NSH,23-13-4,0,1,0,6,0,5,0,0,22,30,18584,D. Ellis,J. Dumont
Dec 29 '07,,H,W,SO,STL,23-12-4,4,4,0,4,0,2,0,0,26,31,18532,M. Smith,M. Modano
Dec 26 '07,,H,W,,MIN,22-12-4,8,3,2,5,0,4,1,0,33,17,18532,M. Turco,S. Barnes
Dec 23 '07,,H,W,,MTL,21-12-4,4,1,0,5,0,5,0,0,21,18,18585,M. Turco,B. Morrow
Dec 21 '07,,R,W,OT,CGY,20-12-4,3,2,0,3,0,4,0,0,23,24,19289,M. Smith,M. Ribeiro
Dec 20 '07,,R,L,,VAN,19-12-4,2,3,1,5,1,3,0,0,35,30,18630,R. Luongo,D. Sedin
Dec 18 '07,,R,W,SO,EDM,19-11-4,1,1,0,2,1,3,0,0,36,34,16839,M. Turco,S. Zubov
Dec 15 '07,,R,W,,SJS,18-11-4,4,2,2,6,1,5,0,0,22,18,17496,M. Turco,A. Miettinen
Dec 13 '07,,H,W,,LAK,17-11-4,4,1,2,2,1,3,0,0,28,27,17913,M. Turco,B. Morrow
Dec 10 '07,,H,W,OT,EDM,16-11-4,5,4,1,4,0,2,0,0,30,21,17833,M. Turco,B. Morrow
Dec 07 '07,,H,L,,OTT,15-11-4,2,4,1,6,1,5,0,0,25,20,18016,R. Emery,M. Fisher
Dec 05 '07,,H,L,,SJS,15-10-4,2,3,0,2,1,5,0,0,19,28,17318,E. Nabokov,J. Thornton
Dec 03 '07,,R,W,SO,CBJ,15-9-4,1,1,0,5,0,5,0,0,34,26,12233,M. Turco,N. Hagman
Dec 01 '07,,R,W,,PHI,14-9-4,4,1,2,6,0,3,0,0,30,19,19660,M. Turco,J. Jokinen
Nov 30 '07,,R,L,,PIT,13-9-4,1,4,0,3,0,2,0,0,23,28,17132,M. Fleury,T. Kennedy
Nov 28 '07,,R,L,,NJD,13-8-4,2,4,0,3,0,3,1,0,21,26,13665,M. Brodeur,D. Zubrus
Nov 26 '07,,R,W,OT,NYI,13-7-4,3,2,0,5,1,4,0,1,31,25,8161,M. Turco,M. Modano
Nov 25 '07,,R,W,,NYR,12-7-4,3,2,2,3,0,6,0,0,18,41,18200,M. Smith,B. Morrow
Nov 23 '07,,H,W,,TOR,11-7-4,3,1,0,2,0,4,0,0,24,19,18409,M. Turco,A. Miettinen
Nov 21 '07,,H,W,,ANA,10-7-4,2,1,2,6,1,6,0,0,24,18,18584,M. Smith,N. Hagman
Nov 19 '07,,H,W,,LAK,9-7-4,3,0,1,2,0,3,0,0,26,22,17208,M. Smith,S. Ott
