Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 27 '14,video,H,L,OT,ANA,2-4,4,5,1,5,1,4,0,0,24,30,19323,J. Hiller,N. Bonino
Apr 25 '14,video,R,L,,ANA,2-3,2,6,0,7,4,6,1,0,36,23,17334,F. Andersen,M. Perreault
Apr 23 '14,video,H,W,,ANA,2-2,4,2,0,3,0,3,0,0,26,23,18962,K. Lehtonen,C. Eakin
Apr 21 '14,video,H,W,,ANA,1-2,3,0,0,3,0,5,0,0,22,37,19120,K. Lehtonen,J. Benn
Apr 18 '14,video,R,L,,ANA,0-2,2,3,1,6,0,3,0,1,36,19,17426,F. Andersen,A. Cogliano
Apr 16 '14,video,R,L,,ANA,0-1,3,4,1,5,2,5,0,0,35,35,17294,F. Andersen,M. Beleskey
