Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 12 '09,,H,W,,DET,46-24-12,3,0,1,3,0,5,0,0,23,37,22376,N. Khabibulin,A. Ladd
Apr 11 '09,,R,W,,DET,45-24-12,4,2,0,4,1,2,0,0,26,23,20066,C. Huet,D. Byfuglien
Apr 08 '09,,H,O,SO,CBJ,44-24-12,3,3,1,3,0,1,0,0,27,22,21536,S. Mason,F. Tyutin
Apr 07 '09,,R,W,,NSH,44-24-11,4,2,0,1,1,2,0,0,28,24,17113,N. Khabibulin,P. Kane
Apr 05 '09,,R,W,OT,CBJ,43-24-11,1,0,0,3,0,3,0,0,25,20,15957,N. Khabibulin,K. Versteeg
Apr 03 '09,,H,W,,NSH,42-24-11,3,1,0,2,0,1,0,0,32,26,21628,N. Khabibulin,J. Toews
Apr 01 '09,,H,W,,STL,41-24-11,3,1,0,8,1,4,1,0,30,17,21548,N. Khabibulin,S. Pahlsson
Mar 31 '09,,R,L,,MTL,40-24-11,1,4,0,6,2,4,0,0,29,33,21273,C. Price,G. Latendresse
Mar 29 '09,,H,L,,VAN,40-23-11,0,4,0,3,1,7,0,0,26,23,21673,R. Luongo,D. Sedin
Mar 27 '09,,H,W,OT,NJD,40-22-11,3,2,1,6,0,2,0,0,42,30,21617,N. Khabibulin,B. Seabrook
Mar 25 '09,,H,W,SO,SJS,39-22-11,5,5,0,2,1,2,0,0,32,28,21812,N. Khabibulin,P. Kane
Mar 22 '09,,H,W,,LAK,38-22-11,4,1,1,8,1,3,0,0,32,15,21629,N. Khabibulin,M. Havlat
Mar 20 '09,,H,O,SO,EDM,37-22-11,4,4,0,4,1,3,0,0,43,31,22151,D. Roloson,P. O'Sullivan
Mar 18 '09,,R,O,OT,CBJ,37-22-10,3,4,1,7,0,5,0,0,27,28,15190,S. Mason,A. Vermette
Mar 17 '09,,R,L,,NJD,37-22-9,2,3,1,4,0,3,0,1,32,30,17625,M. Brodeur,B. Gionta
Mar 15 '09,,H,L,,NYI,37-21-9,2,4,1,6,3,7,0,0,42,19,22140,P. Mannino,F. Nielsen
Mar 13 '09,,H,L,,CBJ,37-20-9,3,5,2,6,1,2,0,1,30,22,22176,W. Dubielewicz,R. Torres
Mar 11 '09,,H,W,SO,CAR,37-19-9,2,2,1,7,1,4,0,0,41,31,21513,C. Huet,K. Versteeg
Mar 08 '09,,H,L,,COL,36-19-9,1,5,1,6,0,5,0,0,25,29,22121,P. Budaj,C. Stewart
Mar 07 '09,,R,L,,BOS,36-18-9,3,5,2,3,0,3,0,0,35,39,17565,T. Thomas,P. Kessel
Mar 03 '09,,H,W,OT,ANA,36-17-9,3,2,0,2,0,3,0,0,37,28,21619,C. Huet,M. Havlat
Mar 01 '09,,H,W,,LAK,35-17-9,4,2,1,5,1,4,0,0,38,24,21386,A. Niemi,D. Byfuglien
Feb 27 '09,,H,O,OT,PIT,34-17-9,4,5,3,7,1,4,0,0,45,28,22689,M. Fleury,E. Malkin
Feb 24 '09,,R,L,,NSH,34-17-8,3,5,0,2,2,6,0,0,32,29,15075,P. Rinne,J. Ward
Feb 22 '09,,H,L,,MIN,34-16-8,1,2,0,8,1,6,0,0,45,24,22443,J. Harding,P. Olvecky
Feb 21 '09,,R,W,,DAL,34-15-8,3,1,1,2,0,3,0,0,36,31,18584,C. Huet,P. Kane
Feb 19 '09,,R,W,,FLA,33-15-8,4,0,0,5,0,2,0,0,42,31,16133,C. Huet,A. Ladd
Feb 17 '09,,R,W,,TBL,32-15-8,5,3,2,5,2,6,0,0,49,23,15431,C. Huet,D. Bolland
