Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 17 '99,,H,W,,DAL,39-31-12,2,0,1,5,0,7,0,0,23,27,15836,N. Khabibulin,R. Reichel
Apr 15 '99,,H,L,,STL,38-31-12,4,6,2,5,4,7,0,0,26,35,15764,G. Fuhr,T. Yake
Apr 14 '99,,R,L,,DAL,38-30-12,2,4,0,6,1,7,0,0,35,23,16928,E. Belfour,S. Zubov
Apr 11 '99,,R,L,,ANA,38-29-12,0,3,0,6,0,7,0,0,40,31,17174,G. Hebert,P. Kariya
Apr 09 '99,,H,L,,NSH,38-28-12,3,4,1,7,0,2,0,0,29,21,16077,T. Vokoun,R. Valicevic
Apr 06 '99,,H,L,,SJS,38-27-12,0,1,0,6,1,4,0,0,33,25,15268,S. Shields,B. Houlder
Apr 01 '99,,R,W,,CGY,38-26-12,4,1,0,3,0,6,0,0,23,34,16453,N. Khabibulin,R. Tocchet
Mar 30 '99,,R,W,,EDM,37-26-12,7,4,1,3,1,3,1,0,25,35,17100,N. Khabibulin,R. Tocchet
Mar 29 '99,,R,L,,VAN,36-26-12,0,1,0,3,0,3,0,0,22,20,14055,G. Snow,P. Schaefer
Mar 27 '99,,H,W,,CGY,36-25-12,2,1,0,2,1,2,0,0,25,35,16210,N. Khabibulin,R. Reichel
Mar 25 '99,,H,W,,WSH,35-25-12,4,2,0,2,0,6,1,0,25,38,15370,N. Khabibulin,R. Reichel
Mar 23 '99,,H,L,,DAL,34-25-12,2,3,0,5,1,3,0,0,28,23,15997,E. Belfour,J. Nieuwendyk
Mar 21 '99,,H,W,,LAK,34-24-12,4,1,1,3,0,2,0,0,43,38,15129,N. Khabibulin,O. Tverdovsky
Mar 18 '99,,R,T,OT,STL,33-24-12,2,2,1,4,0,4,0,0,22,31,16454,M. Shtalenkov,P. Demitra
Mar 17 '99,,R,W,,DET,33-24-11,4,3,0,3,1,3,0,0,27,31,19983,M. Shtalenkov,K. Tkachuk
Mar 15 '99,,H,T,OT,CAR,32-24-11,5,5,1,2,1,5,1,0,42,29,15811,T. Kidd,M. Gelinas
Mar 13 '99,,H,W,,ANA,32-24-10,1,0,0,4,0,5,0,0,22,27,16210,N. Khabibulin,M. Stapleton
Mar 11 '99,,H,L,,VAN,31-24-10,0,3,0,4,0,4,0,0,33,22,15071,G. Snow,A. Aucoin
Mar 09 '99,,R,L,,SJS,31-23-10,2,4,1,4,1,6,0,0,15,30,17483,S. Shields,O. Nolan
Mar 07 '99,,H,W,,NSH,31-22-10,4,3,0,3,0,1,0,0,35,26,14664,N. Khabibulin,K. Tkachuk
Mar 05 '99,,H,L,,DET,30-22-10,2,7,2,4,2,5,0,0,38,27,16210,C. Osgood,B. Shanahan
Mar 02 '99,,R,L,,BOS,30-21-10,2,3,0,3,0,4,0,0,30,22,15373,B. Dafoe,P. Axelsson
Feb 28 '99,,R,L,,NJD,30-20-10,1,4,0,6,1,3,0,0,27,25,18214,M. Brodeur,P. Sykora
Feb 26 '99,,R,L,,NYR,30-19-10,0,3,0,4,1,4,0,0,25,21,18200,M. Richter,M. Malhotra
Feb 24 '99,,R,W,,WSH,30-18-10,2,1,1,1,0,1,0,0,16,20,17117,N. Khabibulin,K. Tkachuk
Feb 22 '99,,R,L,,PIT,29-18-10,1,4,0,2,1,3,1,0,20,25,15527,P. Skudra,S. Barnes
Feb 20 '99,,R,L,,FLA,29-17-10,1,7,1,4,1,4,0,1,35,30,19250,S. Burke,V. Kozlov
Feb 19 '99,,R,L,,TBL,29-16-10,2,4,0,5,1,2,0,0,38,25,11057,D. Wilkinson,B. Hogue
Feb 16 '99,,H,L,,PHI,29-15-10,1,4,0,3,0,1,0,0,33,41,16210,J. Vanbiesbrouck,J. LeClair
Feb 14 '99,,H,L,,ANA,29-14-10,1,5,0,3,0,5,0,0,38,28,16210,G. Hebert,S. Rucchin
Feb 13 '99,,R,W,,COL,29-13-10,4,1,1,4,1,5,0,0,21,26,16016,N. Khabibulin,J. Roenick
Feb 10 '99,,H,W,,LAK,28-13-10,3,0,0,5,0,5,0,0,40,26,14377,N. Khabibulin,G. Adams
Feb 08 '99,,H,L,,SJS,27-13-10,0,3,0,4,1,6,0,0,27,27,13876,M. Vernon,M. Ricci
Feb 06 '99,,H,W,,CHI,27-12-10,3,0,1,7,0,2,0,0,35,28,16210,N. Khabibulin,J. Lumme
Feb 04 '99,,H,W,,SJS,26-12-10,3,1,1,4,0,5,0,0,30,34,14228,N. Khabibulin,R. Tocchet
Feb 02 '99,,H,T,OT,CGY,25-12-10,2,2,1,4,0,5,0,0,28,36,14117,F. Brathwaite,J. Iginla
Jan 31 '99,,R,W,,NSH,25-12-9,5,1,0,2,0,3,0,1,33,20,15122,N. Khabibulin,J. Lumme
Jan 29 '99,,R,T,OT,NYI,24-12-9,4,4,0,2,0,3,0,0,35,33,12640,T. Salo,R. Reichel
Jan 28 '99,,R,L,,PHI,24-12-8,2,4,0,5,0,4,0,0,25,25,19690,J. Vanbiesbrouck,J. LeClair
Jan 26 '99,,R,T,OT,BUF,24-11-8,1,1,1,4,1,4,0,0,25,27,18595,D. Hasek,C. Brown
Jan 21 '99,,H,T,OT,ANA,24-11-7,3,3,1,6,1,6,0,0,44,24,16210,D. Roussel,T. Numminen
Jan 19 '99,,H,W,,STL,24-11-6,4,2,0,3,1,3,0,0,23,28,15103,N. Khabibulin,D. Drake
Jan 17 '99,,R,T,OT,CHI,23-11-6,1,1,1,5,0,6,0,0,21,22,19595,J. Thibault,B. Brown
Jan 15 '99,,R,L,,NSH,23-11-5,0,2,0,5,1,4,0,0,31,31,15907,T. Vokoun,C. Ronning
Jan 13 '99,,H,W,,PIT,23-10-5,5,3,1,4,3,6,1,0,28,25,15609,N. Khabibulin,M. Stapleton
Jan 11 '99,,H,W,,BUF,22-10-5,1,0,0,3,0,3,0,0,22,23,15291,N. Khabibulin,D. Drake
Jan 08 '99,,R,L,,ANA,21-10-5,1,4,0,4,1,3,0,0,22,30,16308,D. Roussel,S. Rucchin
Jan 07 '99,,H,L,,EDM,21-9-5,1,7,0,6,0,7,0,0,45,35,15102,B. Essensa,B. Devereaux
Jan 05 '99,,H,T,OT,FLA,21-8-5,2,2,0,5,0,3,0,0,28,26,14104,S. Burke,J. Garpenlov
Jan 01 '99,,H,L,OT,DAL,21-8-4,1,2,0,6,1,3,0,0,27,31,16210,R. Turek,B. Hull
Dec 30 '98,,H,W,,NYR,21-7-4,3,1,0,3,0,2,0,0,26,30,16210,N. Khabibulin,R. Tocchet
Dec 28 '98,,H,L,,LAK,20-7-4,2,4,0,3,1,2,0,0,34,26,16210,J. Storr,L. Robitaille
Dec 26 '98,,R,W,,LAK,20-6-4,2,1,0,2,0,5,0,0,31,27,13898,N. Khabibulin,G. Adams
Dec 23 '98,,R,L,,CHI,19-6-4,3,4,3,8,2,5,0,1,35,17,18103,J. Thibault,D. Gilmour
Dec 22 '98,,R,W,,DET,19-5-4,6,2,1,3,1,4,0,0,29,38,19983,N. Khabibulin,J. Ylonen
Dec 20 '98,,H,W,,NYI,18-5-4,4,2,2,6,0,5,0,0,34,22,16210,N. Khabibulin,K. Tkachuk
Dec 17 '98,,R,L,,STL,17-5-4,2,3,0,5,1,6,0,0,22,29,17830,G. Fuhr,P. Demitra
Dec 16 '98,,R,L,,TOR,17-4-4,2,5,0,2,1,3,0,0,34,32,15726,C. Joseph,I. Korolev
Dec 14 '98,,R,T,OT,MTL,17-3-4,2,2,0,4,0,5,0,0,31,35,20413,J. Hackett,T. Numminen
Dec 12 '98,,R,W,,OTT,17-3-3,2,0,0,2,0,3,0,0,25,42,16480,N. Khabibulin,J. Lumme
Dec 09 '98,,H,W,,MTL,16-3-3,4,2,1,4,0,6,1,0,23,21,16210,J. Waite,M. Sullivan
Dec 06 '98,,R,T,OT,VAN,15-3-3,3,3,1,6,1,4,0,0,46,24,14490,J. Waite,C. McAllister
Dec 05 '98,,R,W,,CGY,15-3-2,3,2,1,3,0,3,0,0,37,18,15285,N. Khabibulin,B. Isbister
Dec 02 '98,,R,L,,EDM,14-3-2,3,4,1,5,1,3,1,0,48,22,14281,M. Shtalenkov,R. Murray
Nov 28 '98,,R,W,,LAK,14-2-2,4,0,2,7,0,4,0,0,31,20,13008,N. Khabibulin,D. Briere
Nov 26 '98,,H,W,,NJD,13-2-2,3,2,0,1,1,7,0,0,24,29,16210,J. Waite,G. Adams
Nov 24 '98,,H,W,,CHI,12-2-2,3,2,1,2,0,3,0,0,23,32,16210,N. Khabibulin,J. Roenick
Nov 21 '98,,H,W,OT,EDM,11-2-2,3,2,0,7,0,5,0,0,39,15,16210,N. Khabibulin,R. Tocchet
Nov 20 '98,,R,W,OT,SJS,10-2-2,2,1,1,4,0,4,0,1,17,21,17337,N. Khabibulin,D. Drake
Nov 18 '98,,H,W,,VAN,9-2-2,4,2,1,7,0,4,0,0,27,30,14319,J. Waite,B. Isbister
Nov 14 '98,,H,W,,TBL,8-2-2,4,1,0,6,0,4,0,0,39,21,16210,J. Waite,D. Briere
Nov 11 '98,,R,W,,DAL,7-2-2,2,0,0,3,0,4,0,0,18,38,16928,J. Waite,K. Tkachuk
Nov 10 '98,,H,T,OT,COL,6-2-2,1,1,0,3,0,5,0,0,25,21,15322,P. Roy,K. Tkachuk
Nov 06 '98,,H,W,,DET,6-2-1,3,1,0,5,1,6,0,0,25,31,16210,N. Khabibulin,K. Tkachuk
Nov 01 '98,,R,W,,LAK,5-2-1,3,0,0,4,0,6,1,0,28,31,12073,N. Khabibulin,J. Lumme
Oct 28 '98,,R,W,,SJS,4-2-1,4,2,0,5,1,5,0,0,23,26,16512,N. Khabibulin,K. Tkachuk
Oct 26 '98,,R,W,,COL,3-2-1,5,1,2,4,1,7,0,0,27,20,16061,J. Waite,J. Roenick
Oct 25 '98,,R,T,OT,ANA,2-2-1,2,2,0,5,0,5,0,0,36,34,16113,G. Hebert,S. Rucchin
Oct 22 '98,,R,L,,DAL,2-2-0,1,2,1,5,2,6,0,0,21,32,16796,E. Belfour,J. Nieuwendyk
Oct 19 '98,,H,W,,BOS,2-1-0,3,1,1,6,0,5,0,0,26,14,14920,N. Khabibulin,C. Ronning
Oct 15 '98,,H,W,,COL,1-1-0,5,2,1,5,1,4,0,1,28,24,14730,N. Khabibulin,O. Tverdovsky
Oct 11 '98,,H,L,,OTT,0-1-0,1,4,0,4,0,3,0,0,23,25,15812,D. Rhodes,R. Bonk
