Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 14 '02,,H,L,,EDM,26-35-12-9,2,4,0,5,1,4,0,1,31,23,18568,J. Markkanen,M. York
Apr 12 '02,,R,L,,PHX,26-34-12-9,1,7,0,2,0,5,0,1,19,28,16210,S. Burke,B. May
Apr 10 '02,,R,T,OT,DAL,26-33-12-9,4,4,0,3,1,6,0,0,28,28,18532,E. Belfour,A. Brunette
Apr 08 '02,,H,W,,SJS,26-33-11-9,3,1,1,4,0,2,0,0,23,19,18568,M. Fernandez,R. Park
Apr 05 '02,,R,O,OT,VAN,25-33-11-9,4,5,0,1,2,3,0,0,37,27,18160,D. Cloutier,B. Morrison
Apr 04 '02,,R,L,,CGY,25-33-11-8,3,4,1,4,1,5,0,0,26,36,13831,R. Turek,B. Betts
Apr 02 '02,,R,O,OT,EDM,25-32-11-8,1,2,0,3,1,2,0,0,28,32,16839,T. Salo,M. Grier
Mar 31 '02,,R,L,,CHI,25-32-11-7,1,2,0,3,0,2,0,0,19,25,14835,J. Thibault,T. Amonte
Mar 29 '02,,H,L,,CHI,25-31-11-7,1,3,0,7,2,6,0,0,16,22,19004,S. Passmore,M. Nylander
Mar 27 '02,,R,W,,ATL,25-30-11-7,4,2,1,5,0,3,0,0,39,24,13039,D. Roloson,A. Brunette
Mar 26 '02,,R,W,,STL,24-30-11-7,2,1,0,4,0,6,0,0,18,27,16469,M. Fernandez,W. Walz
Mar 23 '02,,R,L,,NYI,23-30-11-7,1,2,1,6,1,6,0,0,29,23,16234,C. Osgood,M. Parrish
Mar 20 '02,,H,L,,CBJ,23-29-11-7,1,3,0,5,2,5,0,0,25,22,18064,R. Tugnutt,R. Whitney
Mar 18 '02,,H,W,,CGY,23-28-11-7,4,2,2,5,0,4,1,0,14,25,18064,D. Roloson,R. Park
Mar 17 '02,,H,T,OT,PHX,22-28-11-7,2,2,1,6,1,3,0,0,25,27,18568,M. Fernandez,M. Gaborik
Mar 12 '02,,H,O,OT,OTT,22-28-10-7,3,4,0,3,1,3,0,0,19,32,18064,J. Hurme,M. Arvedson
Mar 10 '02,,H,W,,CBJ,22-28-10-6,5,0,1,8,0,5,0,0,25,14,18568,D. Roloson,M. Gaborik
Mar 08 '02,,R,W,,DAL,21-28-10-6,5,3,1,2,0,1,0,0,22,26,18532,M. Fernandez,S. Roest
Mar 07 '02,,R,W,,STL,20-28-10-6,3,0,0,5,0,5,0,0,26,28,18792,D. Roloson,A. Laaksonen
Mar 05 '02,,H,O,OT,NYR,19-28-10-6,2,3,1,7,0,3,0,1,28,27,18568,D. Blackburn,B. Leetch
Mar 02 '02,,R,L,,VAN,19-28-10-5,3,6,0,4,2,10,1,0,14,34,18422,D. Cloutier,M. Ohlund
Feb 27 '02,,R,W,,ANA,19-27-10-5,5,3,1,4,1,5,0,0,25,21,10022,D. Roloson,M. Johnson
Feb 13 '02,,H,L,,DET,18-27-10-5,0,2,0,5,0,3,0,0,21,24,18568,D. Hasek,K. Maltby
Feb 12 '02,,R,T,OT,CBJ,18-26-10-5,3,3,2,5,2,6,0,0,34,30,18136,M. Denis,S. Zholtok
Feb 10 '02,,H,W,,NYI,18-26-9-5,4,3,1,4,0,3,0,0,18,31,18568,D. Roloson,S. Zholtok
Feb 08 '02,,H,L,,COL,17-26-9-5,0,6,0,4,3,3,0,0,24,26,18568,D. Aebischer,R. Vrbata
Feb 06 '02,,R,L,,WSH,17-25-9-5,1,2,0,5,1,4,1,0,30,19,16224,O. Kolzig,P. Bondra
Feb 05 '02,,R,L,,TOR,17-24-9-5,1,3,0,6,1,8,0,0,24,35,19217,C. Joseph,M. Sundin
Jan 30 '02,,H,L,,LAK,17-23-9-5,0,2,0,3,1,5,0,0,20,28,18568,F. Potvin,P. Boucher
Jan 28 '02,,H,O,OT,CGY,17-22-9-5,2,3,1,6,1,5,0,0,33,27,18568,R. Turek,J. Iginla
Jan 26 '02,,H,T,OT,NJD,17-22-9-4,2,2,0,4,0,2,0,0,36,27,18568,D. Roloson,S. Roest
Jan 24 '02,,R,L,,LAK,17-22-8-4,1,4,1,6,0,3,0,1,20,22,15917,F. Potvin,A. Miller
Jan 23 '02,,R,O,OT,ANA,17-21-8-4,2,3,0,4,0,4,0,0,29,30,9511,J. Giguere,K. Carney
Jan 19 '02,,R,L,,OTT,17-21-8-3,1,4,0,3,1,6,0,0,23,40,17398,P. Lalime,M. Havlat
Jan 18 '02,,R,W,,CBJ,17-20-8-3,3,1,2,7,1,5,0,0,27,26,18136,M. Fernandez,F. Kuba
Jan 15 '02,,R,L,,CAR,16-20-8-3,0,2,0,5,1,4,0,0,22,21,10712,A. Irbe,A. Ward
