Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 22 '07,,R,L,,ANA,10-8,3,4,2,7,1,4,0,1,29,29,17380,J. Giguere,
May 20 '07,,H,L,OT,ANA,10-7,1,2,0,7,1,5,0,0,37,26,20003,J. Giguere,T. Selanne
May 17 '07,,R,L,,ANA,10-6,3,5,2,6,2,5,0,0,39,23,17375,J. Giguere,
May 15 '07,,R,W,,ANA,10-5,5,0,1,9,0,4,0,0,28,29,17358,D. Hasek,
May 13 '07,,H,L,OT,ANA,9-5,3,4,2,7,0,5,1,0,27,33,19620,J. Giguere,S. Niedermayer
May 11 '07,,H,W,,ANA,9-4,2,1,2,4,0,7,0,0,19,32,19939,D. Hasek,
May 07 '07,,R,W,,SJS,8-4,2,0,0,4,0,4,0,0,22,28,17496,D. Hasek,
May 05 '07,,H,W,,SJS,7-4,4,1,2,6,0,6,0,0,33,24,19937,D. Hasek,
May 02 '07,,R,W,OT,SJS,6-4,3,2,2,5,0,5,0,0,49,27,17496,D. Hasek,M. Schneider
Apr 30 '07,,R,L,,SJS,5-4,1,2,1,4,1,5,0,0,30,27,17496,E. Nabokov,
Apr 28 '07,,H,W,,SJS,5-3,3,2,0,3,0,6,1,0,22,19,19113,D. Hasek,
Apr 26 '07,,H,L,,SJS,4-3,0,2,0,3,1,1,0,0,34,19,18712,E. Nabokov,
Apr 22 '07,,R,W,OT,CGY,4-2,2,1,0,5,0,4,0,0,55,21,19289,D. Hasek,J. Franzen
Apr 21 '07,,H,W,,CGY,3-2,5,1,3,8,0,8,2,1,38,24,19340,D. Hasek,
Apr 19 '07,,R,L,,CGY,2-2,2,3,0,6,2,6,0,0,35,21,19289,M. Kiprusoff,
Apr 17 '07,,R,L,,CGY,2-1,2,3,0,4,2,6,0,0,30,28,19289,M. Kiprusoff,
Apr 15 '07,,H,W,,CGY,2-0,3,1,1,8,1,5,0,0,51,15,19751,D. Hasek,
Apr 12 '07,,H,W,,CGY,1-0,4,1,1,7,1,5,0,0,46,20,19204,D. Hasek,
