Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 26 '09,,H,L,,PIT,8-10,1,4,0,4,0,5,0,0,31,25,18680,M. Fleury,M. Talbot
May 23 '09,,H,L,,PIT,8-9,2,6,0,3,2,4,0,0,34,40,18789,M. Fleury,E. Malkin
May 21 '09,,R,L,,PIT,8-8,4,7,0,3,0,4,0,0,28,42,17132,M. Fleury,E. Malkin
May 18 '09,,R,L,,PIT,8-7,2,3,1,2,1,4,0,0,25,31,17132,M. Fleury,P. Boucher
May 14 '09,,R,W,OT,BOS,8-6,3,2,0,2,0,4,0,0,37,36,17565,C. Ward,S. Walker
May 12 '09,,H,L,,BOS,7-6,2,4,0,3,0,2,0,0,33,19,18680,T. Thomas,M. Savard
May 10 '09,,R,L,,BOS,7-5,0,4,0,5,1,9,0,0,19,40,17565,T. Thomas,M. Recchi
May 08 '09,,H,W,,BOS,7-4,4,1,2,4,1,3,0,0,31,21,18878,C. Ward,J. Jokinen
May 06 '09,,H,W,OT,BOS,6-4,3,2,1,3,0,2,0,0,41,23,18680,C. Ward,J. Jokinen
May 03 '09,,R,W,,BOS,5-4,3,0,0,1,0,4,1,0,25,36,17565,C. Ward,J. Corvo
May 01 '09,,R,L,,BOS,4-4,1,4,0,1,0,3,0,0,27,24,17565,T. Thomas,M. Savard
Apr 28 '09,,R,W,,NJD,4-3,4,3,0,4,1,4,0,0,31,35,17625,C. Ward,E. Staal
Apr 26 '09,,H,W,,NJD,3-3,4,0,1,6,0,2,0,0,37,28,18680,C. Ward,R. Whitney
Apr 23 '09,,R,L,,NJD,2-3,0,1,0,5,1,4,0,0,44,42,17625,M. Brodeur,D. Clarkson
Apr 21 '09,,H,W,,NJD,2-2,4,3,0,4,0,3,0,0,46,29,17465,C. Ward,J. Jokinen
Apr 19 '09,,H,L,OT,NJD,1-2,2,3,0,5,0,4,0,0,30,35,17971,M. Brodeur,T. Zajac
Apr 17 '09,,R,W,OT,NJD,1-1,2,1,1,3,1,6,0,0,32,34,17625,C. Ward,T. Gleason
Apr 15 '09,,R,L,,NJD,0-1,1,4,0,2,0,4,0,0,19,39,17625,M. Brodeur,Z. Parise
