Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 09 '00,,H,L,,VAN,35-30-10-7,2,5,0,3,1,7,0,0,22,23,17483,G. Snow,B. May
Apr 07 '00,,R,W,,PHX,35-29-10-7,3,1,0,1,0,3,1,0,28,26,15805,E. Nabokov,S. Matteau
Apr 05 '00,,H,W,,DAL,34-29-10-7,5,2,2,7,2,5,0,0,32,37,17483,S. Shields,V. Damphousse
Apr 03 '00,,R,W,,EDM,33-29-10-7,1,0,0,7,0,5,1,0,25,20,16283,S. Shields,N. Sundstrom
Apr 01 '00,,R,L,,CGY,32-29-10-7,0,3,0,6,0,3,0,0,29,29,16103,F. Brathwaite,B. Lindsay
Mar 29 '00,,R,T,OT,LAK,32-28-10-7,1,1,1,3,0,1,0,0,25,33,18118,S. Fiset,N. Sundstrom
Mar 27 '00,,H,L,,EDM,32-28-9-7,1,2,0,6,0,4,0,0,25,22,17483,T. Salo,E. Moreau
Mar 24 '00,,H,W,,PHX,32-27-9-7,5,1,1,4,0,3,0,0,35,23,17483,S. Shields,J. Friesen
Mar 22 '00,,H,W,,VAN,31-27-9-7,4,3,1,2,1,5,0,1,24,27,17483,S. Shields,J. Friesen
Mar 19 '00,,R,L,,DAL,30-27-9-7,3,5,0,7,1,8,1,1,35,23,17001,E. Belfour,B. Lukowich
Mar 17 '00,,R,L,,ANA,30-26-9-7,2,4,0,4,1,6,1,0,38,27,16573,G. Hebert,O. Tverdovsky
Mar 15 '00,,H,W,OT,BUF,30-25-9-7,6,5,0,3,1,3,2,0,26,37,17483,S. Shields,J. Friesen
Mar 13 '00,,H,W,,CGY,29-25-9-7,5,3,0,4,1,6,0,0,36,31,17483,S. Shields,O. Nolan
Mar 08 '00,,H,T,OT,DET,28-25-9-7,1,1,1,5,0,3,0,0,24,25,17483,K. Wregget,O. Nolan
Mar 06 '00,,H,W,,NYR,28-25-8-7,2,1,0,5,0,4,0,0,36,14,17483,S. Shields,M. Ricci
Mar 04 '00,,H,L,,CAR,27-25-8-7,2,5,1,5,1,4,0,0,13,26,17483,A. Irbe,A. Kovalenko
Mar 02 '00,,H,W,,NSH,27-24-8-7,4,3,1,6,0,3,2,0,36,16,16968,E. Nabokov,M. Sturm
Feb 29 '00,,H,L,,ANA,26-24-8-7,2,4,2,6,2,7,0,0,25,25,17483,G. Hebert,O. Tverdovsky
Feb 26 '00,,H,W,,LAK,26-23-8-7,6,3,2,6,1,4,0,0,30,35,17483,S. Shields,M. Ricci
Feb 23 '00,,H,L,,STL,25-23-8-7,1,4,1,7,0,4,0,0,24,25,17483,R. Turek,S. Richer
Feb 18 '00,,R,T,OT,ANA,25-22-8-7,4,4,1,4,1,7,0,0,20,36,16868,G. Hebert,N. Sundstrom
Feb 15 '00,,R,W,,NYI,25-22-7-7,4,1,0,5,1,4,0,0,39,26,6690,S. Shields,B. Stuart
Feb 13 '00,,R,L,,NJD,24-22-7-7,1,3,0,2,0,4,0,0,21,33,17228,M. Brodeur,P. Elias
Feb 11 '00,,R,W,,ATL,24-21-7-7,3,0,1,8,0,6,0,0,26,24,18681,S. Shields,S. Matteau
Feb 09 '00,,R,L,,FLA,23-21-7-7,1,4,0,5,1,6,0,0,26,29,14274,M. Vernon,P. Worrell
Feb 08 '00,,R,W,,TBL,23-20-7-7,8,0,3,7,0,3,0,0,23,23,11225,S. Shields,R. Sutter
Feb 03 '00,,R,T,OT,COL,22-20-7-7,3,3,1,3,0,2,0,0,31,30,18007,P. Roy,M. Hejduk
Feb 01 '00,,H,O,OT,PHX,22-20-6-7,0,1,0,4,0,3,0,0,34,15,17312,B. Essensa,K. Carney
Jan 29 '00,,H,O,OT,NYI,22-20-6-6,2,3,0,7,1,7,0,0,33,22,17483,R. Luongo,M. Biron
Jan 28 '00,,R,L,,VAN,22-20-6-5,1,4,0,3,2,3,0,0,16,29,14086,G. Snow,M. Messier
Jan 25 '00,,H,L,,COL,22-19-6-5,3,4,0,4,1,5,0,0,28,24,17483,P. Roy,M. Hejduk
Jan 23 '00,,R,O,OT,PHX,22-18-6-5,2,3,1,2,1,5,0,0,30,33,15156,S. Burke,J. Lumme
Jan 22 '00,,H,W,,ANA,22-18-6-4,4,3,2,5,1,5,0,0,22,33,17483,S. Shields,M. Sturm
Jan 19 '00,,R,T,OT,COL,21-18-6-4,0,0,0,1,0,5,0,0,15,39,18007,P. Roy,-
Jan 17 '00,,R,O,OT,CHI,21-18-5-4,4,5,3,9,3,6,0,0,21,20,14019,J. Thibault,D. Gilmour
Jan 15 '00,,H,W,OT,LAK,21-18-5-3,3,2,0,3,1,7,1,0,28,30,17483,S. Shields,J. Friesen
Jan 11 '00,,H,L,,STL,20-18-5-3,2,5,0,3,2,6,0,0,22,35,17483,R. Turek,C. Pronger
Jan 08 '00,,H,L,,FLA,20-17-5-3,2,4,0,6,0,2,0,0,37,29,17483,M. Vernon,P. Bure
Jan 05 '00,,R,T,OT,EDM,20-16-5-3,1,1,1,5,0,4,0,0,33,21,14217,T. Salo,A. Korolyuk
