Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
07 Apr '01,,H,L,,LAK,27-36-15-4,2,3,1,7,1,4,0,0,33,28,17139,F. Potvin,G. Murray
05 Apr '01,,R,L,,NSH,27-35-15-4,0,4,0,3,1,4,0,0,33,30,17113,M. Dunham,G. Johnson
04 Apr '01,,R,W,,CHI,27-34-15-4,5,2,1,1,0,5,0,0,21,31,12043,F. Brathwaite,D. Morris
02 Apr '01,,R,T,OT,DAL,26-34-15-4,4,4,0,6,1,4,0,0,39,26,17001,F. Brathwaite,B. Gratton
31 Mar '01,,H,L,,DAL,26-34-14-4,0,2,0,4,0,2,0,0,27,17,17139,M. Turco,J. Nieuwendyk
29 Mar '01,,H,L,,COL,26-33-14-4,0,1,0,7,1,4,0,0,29,16,17139,D. Aebischer,C. Drury
27 Mar '01,,H,W,,CBJ,26-32-14-4,3,0,1,3,0,2,0,0,29,19,16455,F. Brathwaite,J. Iginla
25 Mar '01,,R,W,,CHI,25-32-14-4,3,1,1,4,0,7,1,1,27,27,13701,F. Brathwaite,D. Lowry
24 Mar '01,,R,L,,CBJ,24-32-14-4,4,6,0,4,4,8,0,0,29,23,18136,R. Tugnutt,A. Selivanov
22 Mar '01,,H,W,,PHI,24-31-14-4,3,1,1,4,0,4,0,0,24,16,16865,F. Brathwaite,M. Savard
19 Mar '01,,H,L,,NJD,23-31-14-4,2,4,1,4,0,6,0,0,13,34,16823,M. Brodeur,S. Gomez
17 Mar '01,,H,T,OT,STL,23-30-14-4,2,2,1,6,1,3,0,0,29,31,17139,F. Brathwaite,J. Iginla
15 Mar '01,,R,L,,DET,23-30-13-4,2,5,1,5,3,6,0,1,24,41,19995,C. Osgood,B. Shanahan
14 Mar '01,,R,L,,CBJ,23-29-13-4,0,3,0,3,2,6,0,0,30,23,18136,R. Tugnutt,M. Timander
11 Mar '01,,R,T,OT,ATL,23-28-13-4,3,3,2,7,3,5,0,0,34,43,13146,N. Maracle,S. Staios
10 Mar '01,,R,L,,PIT,23-28-12-4,3,6,2,7,2,7,0,0,34,28,17148,J. Aubin,J. Jagr
08 Mar '01,,R,L,,PHI,23-27-12-4,2,5,1,3,1,2,0,0,24,32,19548,R. Cechmanek,K. Primeau
06 Mar '01,,H,L,,TOR,23-26-12-4,1,3,0,5,0,2,0,0,21,27,17139,G. Healy,M. Sundin
03 Mar '01,,H,W,OT,STL,23-25-12-4,3,2,0,4,1,5,0,1,25,21,16810,F. Brathwaite,M. Savard
01 Mar '01,,H,T,OT,MIN,22-25-12-4,1,1,0,2,1,4,0,0,26,21,16266,F. Brathwaite,J. Wiemer
26 Feb '01,,H,W,,DAL,22-25-11-4,3,2,1,5,1,5,0,0,27,23,16650,F. Brathwaite,R. Petrovicky
24 Feb '01,,H,L,,EDM,21-25-11-4,1,3,1,5,2,5,0,0,34,15,17139,T. Salo,T. Poti
22 Feb '01,,H,L,,LAK,21-24-11-4,0,2,0,5,1,6,0,0,19,31,16830,F. Potvin,L. Robitaille
19 Feb '01,,R,L,,ANA,21-23-11-4,2,6,1,7,2,6,0,1,28,27,11438,J. Giguere,T. Selanne
18 Feb '01,,R,W,,PHX,21-22-11-4,4,1,0,3,0,4,0,0,31,32,14674,F. Brathwaite,J. Iginla
15 Feb '01,,R,L,,STL,20-22-11-4,1,4,1,7,0,2,0,1,26,28,19031,R. Turek,P. Smrek
13 Feb '01,,H,T,OT,WSH,20-21-11-4,4,4,1,8,1,6,0,0,31,31,16700,M. Vernon,M. Savard
10 Feb '01,,R,W,,VAN,20-21-10-4,4,1,1,9,1,6,0,0,30,35,18422,F. Brathwaite,D. Lowry
09 Feb '01,,R,W,,COL,19-21-10-4,5,3,1,1,2,4,0,0,23,37,18007,M. Vernon,J. Cowan
06 Feb '01,,H,T,OT,SJS,18-21-10-4,1,1,1,9,1,7,0,0,28,25,17139,M. Vernon,J. Iginla
01 Feb '01,,H,W,,CHI,18-21-9-4,5,3,2,6,1,3,0,0,32,27,16134,M. Vernon,C. Stillman
30 Jan '01,,H,L,,EDM,17-21-9-4,3,5,2,6,3,6,0,0,25,30,17139,T. Salo,A. Carter
27 Jan '01,,H,L,,VAN,17-20-9-4,3,5,1,5,1,6,0,0,22,28,17139,F. Potvin,H. Druken
25 Jan '01,,R,W,,LAK,17-19-9-4,3,0,1,5,0,6,0,0,24,21,13616,F. Brathwaite,D. Morris
23 Jan '01,,H,L,,PHX,16-19-9-4,2,4,0,1,0,0,0,0,26,25,16127,S. Burke,O. Vaananen
21 Jan '01,,H,W,,DET,16-18-9-4,4,2,1,5,0,3,1,0,35,36,17139,M. Vernon,D. Morris
17 Jan '01,,R,T,OT,SJS,15-18-9-4,4,4,1,5,2,4,0,1,24,46,17381,F. Brathwaite,O. Nolan
14 Jan '01,,R,L,,VAN,15-18-8-4,1,5,1,3,2,5,0,0,24,28,17739,B. Essensa,M. Naslund
13 Jan '01,,H,L,,OTT,15-17-8-4,2,5,1,7,1,6,0,0,40,27,17139,P. Lalime,J. York
11 Jan '01,,H,W,,NSH,15-16-8-4,2,1,0,5,0,1,0,0,30,19,16801,F. Brathwaite,D. Lowry
06 Jan '01,,R,L,,LAK,14-16-8-4,0,5,0,8,1,3,0,1,22,26,18118,J. Storr,J. Stumpel
05 Jan '01,,R,T,OT,ANA,14-15-8-4,4,4,1,3,3,4,0,0,26,31,12943,G. Hebert,T. Selanne
03 Jan '01,,R,W,,SJS,14-15-7-4,1,0,0,2,0,7,0,0,23,30,17359,F. Brathwaite,C. Stillman
31 Dec '00,,H,W,OT,MTL,13-15-7-4,5,4,2,6,2,5,0,0,26,28,17139,F. Brathwaite,D. Morris
29 Dec '00,,H,W,,VAN,12-15-7-4,5,0,2,9,0,4,1,0,30,26,17139,F. Brathwaite,M. Savard
22 Dec '00,,H,T,OT,EDM,11-15-7-4,1,1,1,7,0,4,0,1,29,25,17139,F. Brathwaite,R. Murray
20 Dec '00,,R,L,,PHX,11-15-6-4,2,4,0,6,1,3,0,0,27,28,12821,S. Burke,J. Roenick
19 Dec '00,,R,W,,COL,11-14-6-4,3,0,0,3,0,3,0,0,21,34,18007,M. Vernon,D. Lowry
16 Dec '00,,R,W,OT,TOR,10-14-6-4,6,5,3,5,1,6,0,0,31,27,19221,M. Vernon,V. Bure
14 Dec '00,,R,L,,OTT,9-14-6-4,2,4,1,6,0,5,0,0,21,31,16060,P. Lalime,M. Havlat
13 Dec '00,,R,W,,MTL,9-13-6-4,3,1,2,7,0,4,0,0,31,17,18337,M. Vernon,J. Iginla
09 Dec '00,,H,W,,CAR,8-13-6-4,7,2,2,5,2,7,0,0,29,25,16055,M. Vernon,J. Iginla
07 Dec '00,,H,W,,NSH,7-13-6-4,3,0,0,5,0,6,0,0,22,15,15271,M. Vernon,M. Savard
04 Dec '00,,H,L,,SJS,6-13-6-4,0,8,0,10,2,6,0,0,21,33,16134,E. Nabokov,P. Marleau
02 Dec '00,,H,T,OT,MTL,6-12-6-4,1,1,0,3,0,4,0,0,24,36,16707,M. Vernon,C. Darby
29 Nov '00,,R,W,,DAL,6-12-5-4,4,3,1,2,1,2,0,0,25,31,17001,M. Vernon,C. Stillman
28 Nov '00,,R,L,,NSH,5-12-5-4,1,6,0,3,2,5,0,1,37,29,13673,T. Vokoun,V. Yachmenev
25 Nov '00,,R,O,OT,COL,5-11-5-4,2,3,2,5,0,3,0,0,26,31,18007,P. Roy,M. Hejduk
24 Nov '00,,H,T,OT,ANA,5-11-5-3,2,2,0,5,1,5,0,0,27,23,17139,D. Roussel,J. Iginla
22 Nov '00,,R,T,OT,MIN,5-11-4-3,1,1,0,6,1,5,0,0,23,25,18064,M. Vernon,M. Savard
19 Nov '00,,R,L,,EDM,5-11-3-3,0,2,0,7,1,5,0,0,23,22,17100,T. Salo,G. Laraque
18 Nov '00,,H,O,OT,NYR,5-10-3-3,4,5,2,10,1,3,0,1,37,25,17139,M. Richter,V. Kamensky
16 Nov '00,,H,L,,CHI,5-10-3-2,2,5,0,3,0,2,0,0,33,39,15518,J. Thibault,T. Amonte
13 Nov '00,,R,O,OT,BUF,5-9-3-2,2,3,2,3,2,7,0,0,19,35,15429,D. Hasek,J. Dumont
11 Nov '00,,R,W,,TBL,5-9-3-1,4,3,1,4,2,5,0,0,40,32,13088,M. Vernon,M. Savard
10 Nov '00,,R,T,OT,FLA,4-9-3-1,3,3,1,7,0,6,0,0,27,32,14085,M. Vernon,P. Bure
08 Nov '00,,R,W,,MIN,4-9-2-1,1,0,1,6,0,5,0,0,19,22,18064,M. Vernon,V. Bure
05 Nov '00,,H,O,OT,MIN,3-9-2-1,2,3,0,1,0,5,0,0,24,29,15330,M. Fernandez,A. Laaksonen
