Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 04 '04,,H,L,,SJS,6-5,1,3,1,6,0,2,0,0,29,33,18007,E. Nabokov,M. Goc
May 01 '04,,R,W,OT,SJS,6-4,2,1,0,4,1,4,0,0,18,22,17496,D. Aebischer,J. Sakic
Apr 28 '04,,H,W,OT,SJS,5-4,1,0,0,6,0,2,0,0,36,27,18007,D. Aebischer,J. Sakic
Apr 26 '04,,H,L,,SJS,4-4,0,1,0,2,0,2,0,0,33,17,18007,E. Nabokov,V. Damphousse
Apr 24 '04,,R,L,,SJS,4-3,1,4,0,4,2,7,0,0,21,24,17496,E. Nabokov,P. Marleau
Apr 22 '04,,R,L,,SJS,4-2,2,5,2,5,2,8,0,0,28,24,17496,E. Nabokov,S. Hannan
Apr 17 '04,,H,W,,DAL,4-1,5,1,1,3,0,3,0,0,30,22,18007,D. Aebischer,S. Konowalchuk
Apr 14 '04,,R,W,OT,DAL,3-1,3,2,1,3,1,3,1,0,21,43,18532,D. Aebischer,M. Svatos
Apr 12 '04,,R,L,OT,DAL,2-1,3,4,1,2,2,4,0,0,17,32,18532,M. Turco,S. Ott
Apr 09 '04,,H,W,,DAL,2-0,5,2,3,9,1,7,1,0,27,21,18007,D. Aebischer,P. Forsberg
Apr 07 '04,,H,W,,DAL,1-0,3,1,0,4,0,5,0,0,25,38,18007,D. Aebischer,A. Tanguay
