Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Jun 11 '17,video,R,W,,NSH,16-9,2,0,0,0,0,4,0,0,29,27,17271,M. Murray,P. Hornqvist
Jun 08 '17,video,H,W,,NSH,15-9,6,0,1,6,0,2,0,0,24,24,18605,M. Murray,J. Schultz
Jun 05 '17,video,R,L,,NSH,14-9,1,4,0,3,0,2,0,0,24,26,17260,P. Rinne,F. Gaudreau
Jun 03 '17,video,R,L,,NSH,14-8,1,5,0,3,2,3,0,0,28,33,17283,P. Rinne,F. Gaudreau
May 31 '17,video,H,W,,NSH,14-7,4,1,0,7,0,4,0,0,27,38,18643,M. Murray,J. Guentzel
May 29 '17,video,H,W,,NSH,13-7,5,3,1,3,2,3,0,0,12,26,18618,M. Murray,J. Guentzel
May 25 '17,video,H,W,OT,OTT,12-7,3,2,1,1,0,2,0,0,42,29,18604,M. Murray,C. Kunitz
May 23 '17,video,R,L,,OTT,11-7,1,2,0,3,1,3,0,0,46,30,18111,C. Anderson,M. Hoffman
May 21 '17,video,H,W,,OTT,11-6,7,0,3,3,0,4,0,0,36,25,18635,M. Murray,O. Maatta
May 19 '17,video,R,W,,OTT,10-6,3,2,1,2,0,4,0,0,35,26,19145,M. Murray,B. Dumoulin
May 17 '17,video,R,L,,OTT,9-6,1,5,1,4,0,4,0,0,26,29,18615,C. Anderson,M. Methot
May 15 '17,video,H,W,,OTT,9-5,1,0,0,1,0,1,0,0,29,23,18610,M. Fleury,P. Kessel
May 13 '17,video,H,L,OT,OTT,8-5,1,2,0,5,0,2,0,0,28,35,18614,C. Anderson,B. Ryan
May 10 '17,video,R,W,,WSH,8-4,2,0,0,2,0,2,0,0,28,29,18506,M. Fleury,B. Rust
May 08 '17,video,H,L,,WSH,7-4,2,5,0,3,2,4,0,0,18,26,18594,B. Holtby,N. Backstrom
May 06 '17,video,R,L,,WSH,7-3,2,4,1,2,0,3,0,0,22,32,18506,B. Holtby,E. Kuznetsov
May 03 '17,video,H,W,,WSH,7-2,3,2,1,5,0,4,0,0,18,38,18617,M. Fleury,J. Schultz
May 01 '17,video,H,L,OT,WSH,6-2,2,3,0,5,2,5,0,0,30,33,18625,B. Holtby,K. Shattenkirk
Apr 29 '17,video,R,W,,WSH,6-1,6,2,1,3,1,5,1,0,24,36,18506,M. Fleury,J. Guentzel
Apr 27 '17,video,R,W,,WSH,5-1,3,2,0,2,0,0,0,0,21,35,18506,M. Fleury,N. Bonino
Apr 20 '17,video,H,W,,CBJ,4-1,5,2,2,4,1,3,0,0,32,51,18585,M. Fleury,B. Rust
Apr 18 '17,video,R,L,,CBJ,3-1,4,5,1,3,0,3,1,0,31,34,19093,S. Bobrovsky,B. Jenner
Apr 16 '17,video,R,W,OT,CBJ,3-0,5,4,1,3,1,2,0,0,47,37,19092,M. Fleury,J. Guentzel
Apr 14 '17,video,H,W,,CBJ,2-0,4,1,0,2,0,2,0,0,32,40,18622,M. Fleury,J. Guentzel
Apr 12 '17,video,H,W,,CBJ,1-0,3,1,1,3,0,2,0,0,29,32,18563,M. Fleury,P. Kessel
