Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 03 '04,,R,L,OT,CGY,6-6,0,1,0,3,0,4,0,0,38,44,19289,M. Kiprusoff,M. Gelinas
May 01 '04,,H,L,,CGY,6-5,0,1,0,5,0,3,0,0,31,21,20066,M. Kiprusoff,C. Conroy
Apr 29 '04,,R,W,,CGY,6-4,4,2,0,1,0,2,0,0,29,27,19289,C. Joseph,M. Dandenault
Apr 27 '04,,R,L,,CGY,5-4,2,3,0,2,1,4,0,0,29,27,19289,M. Kiprusoff,S. Donovan
Apr 24 '04,,H,W,,CGY,5-3,5,2,3,6,0,5,0,0,32,16,20066,C. Joseph,S. Yzerman
Apr 22 '04,,H,L,OT,CGY,4-3,1,2,0,6,0,3,0,0,29,18,20066,M. Kiprusoff,M. Nilson
Apr 17 '04,,R,W,,NSH,4-2,2,0,0,3,0,5,0,0,26,15,17329,C. Joseph,R. Whitney
Apr 15 '04,,H,W,,NSH,3-2,4,1,1,6,1,5,1,0,31,20,20066,C. Joseph,B. Hull
Apr 13 '04,,R,L,,NSH,2-2,0,3,0,5,0,7,0,0,41,20,17113,T. Vokoun,S. Sullivan
Apr 11 '04,,R,L,,NSH,2-1,1,3,0,5,0,3,0,1,42,21,17113,T. Vokoun,A. Hall
Apr 10 '04,,H,W,,NSH,2-0,2,1,1,5,0,6,0,0,28,28,20066,M. Legace,M. Schneider
Apr 07 '04,,H,W,,NSH,1-0,3,1,0,5,0,3,0,0,29,24,20066,M. Legace,T. Holmstrom
