Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 03 '04,,H,L,,ATL,46-22-8-6,1,2,0,3,0,5,0,0,30,23,20244,K. Lehtonen,S. McEachern
Apr 01 '04,,H,W,,FLA,46-21-8-6,4,3,0,5,1,4,1,0,25,32,17726,J. Grahame,M. St. Louis
Mar 29 '04,,H,O,OT,OTT,45-21-8-6,4,5,1,2,0,2,0,0,28,36,19844,M. Prusek,C. Phillips
Mar 27 '04,,H,W,,WSH,45-21-8-5,4,1,0,5,0,1,0,0,32,22,18812,N. Khabibulin,V. Lecavalier
Mar 25 '04,,H,W,,NJD,44-21-8-5,2,1,0,2,0,3,0,0,17,19,19013,N. Khabibulin,B. Richards
Mar 23 '04,,R,W,,TOR,43-21-8-5,7,2,2,5,1,3,0,0,40,29,19452,J. Grahame,R. Fedotenko
Mar 21 '04,,R,L,,NYI,42-21-8-5,0,3,0,6,0,3,0,0,29,25,14447,R. DiPietro,M. Parrish
Mar 20 '04,,R,L,,BOS,42-20-8-5,4,5,1,2,1,3,0,0,40,30,17565,A. Raycroft,M. Nylander
Mar 18 '04,,H,W,,BUF,42-19-8-5,3,1,0,5,0,4,0,0,26,26,19946,N. Khabibulin,T. Taylor
Mar 16 '04,,H,L,,NYI,41-19-8-5,1,3,0,3,0,1,0,0,20,23,19914,R. DiPietro,J. Papineau
Mar 13 '04,,H,L,,CAR,41-18-8-5,1,5,0,3,1,7,0,0,21,26,20237,K. Weekes,R. Brind'Amour
Mar 12 '04,,H,W,,NYR,41-17-8-5,5,2,2,4,1,3,0,0,37,28,20026,N. Khabibulin,V. Lecavalier
Mar 10 '04,,R,W,,CAR,40-17-8-5,4,2,1,2,0,4,0,0,16,33,13531,J. Grahame,D. Boyle
Mar 08 '04,,R,T,OT,DET,39-17-8-5,1,1,0,5,0,2,0,0,38,29,20066,M. Legace,F. Modin
Mar 06 '04,,R,W,,FLA,39-17-7-5,5,3,1,5,2,5,0,0,30,32,17509,N. Khabibulin,D. Boyle
Mar 05 '04,,H,W,OT,NJD,38-17-7-5,3,2,0,1,0,2,0,0,22,32,20239,N. Khabibulin,D. Andreychuk
Mar 03 '04,,R,W,,CHI,37-17-7-5,5,3,0,2,1,4,1,0,29,30,10702,N. Khabibulin,R. Fedotenko
Mar 01 '04,,R,W,,COL,36-17-7-5,3,0,0,3,0,1,0,0,29,16,18007,N. Khabibulin,B. Richards
Feb 28 '04,,H,W,,WSH,35-17-7-5,4,2,1,4,0,3,0,0,23,23,20124,N. Khabibulin,C. Stillman
Feb 26 '04,,H,W,,TOR,34-17-7-5,4,3,1,5,2,6,1,0,26,22,19909,N. Khabibulin,V. Lecavalier
Feb 25 '04,,R,W,,ATL,33-17-7-5,4,2,0,5,1,2,0,0,34,25,14667,N. Khabibulin,V. Lecavalier
Feb 23 '04,,R,W,,WSH,32-17-7-5,6,3,3,5,1,1,0,0,35,21,16051,N. Khabibulin,D. Andreychuk
Feb 20 '04,,R,O,OT,BUF,31-17-7-5,3,4,2,4,0,4,0,0,33,26,18124,M. Biron,D. Briere
Feb 19 '04,,R,O,OT,STL,31-17-7-4,3,4,0,4,0,4,0,0,23,29,17973,C. Osgood,D. Weight
Feb 17 '04,,H,W,,PHI,31-17-7-3,5,2,0,4,1,3,0,0,36,20,17545,N. Khabibulin,B. Richards
Feb 14 '04,,H,W,,FLA,30-17-7-3,3,2,0,2,0,4,1,0,36,31,18888,J. Grahame,M. St. Louis
Feb 12 '04,,H,W,,MTL,29-17-7-3,5,3,1,6,1,4,0,0,41,25,15644,J. Grahame,V. Lecavalier
Feb 10 '04,,H,T,OT,TOR,28-17-7-3,4,4,3,4,2,5,0,0,29,29,17222,N. Khabibulin,G. Roberts
Feb 05 '04,,R,W,,NSH,28-17-6-3,5,2,2,4,0,6,0,0,29,26,9879,N. Khabibulin,P. Kubina
Feb 03 '04,,R,L,,WSH,27-17-6-3,1,2,0,3,0,1,0,0,39,14,13085,M. Ouellet,A. Carter
Feb 02 '04,,R,W,,PHI,27-16-6-3,2,1,1,2,0,3,0,0,18,19,19048,N. Khabibulin,R. Fedotenko
Jan 31 '04,,H,W,,ATL,26-16-6-3,5,2,1,3,0,3,0,0,38,23,20762,J. Grahame,D. Andreychuk
Jan 29 '04,,H,W,,PIT,25-16-6-3,5,1,1,3,0,4,0,0,32,14,15847,N. Khabibulin,P. Kubina
