Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
13 Apr '14,video,H,W,,CGY,36-35-11,5,1,2,4,0,2,0,0,23,22,18910,J. Markstrom,D. Sedin
12 Apr '14,video,R,L,,EDM,35-35-11,2,5,0,2,1,5,0,0,42,22,16839,B. Scrivens,W. Acton
10 Apr '14,video,H,L,,COL,35-34-11,2,4,0,0,1,4,0,0,40,28,18910,S. Varlamov,T. Barrie
07 Apr '14,video,H,L,,ANA,35-33-11,0,3,0,3,0,1,0,1,18,23,18910,J. Gibson,D. Winnik
05 Apr '14,video,H,W,,LAK,35-32-11,2,1,1,6,1,2,0,0,40,26,18910,E. Lack,B. Richardson
01 Apr '14,video,H,L,,NYR,34-32-11,1,3,0,2,1,3,0,1,35,31,18910,H. Lundqvist,B. Pouliot
29 Mar '14,video,H,L,,ANA,34-31-11,1,5,0,3,1,5,0,0,32,21,18910,F. Andersen,M. Beleskey
27 Mar '14,video,R,O,OT,COL,34-30-11,2,3,1,5,0,3,0,0,31,28,16965,S. Varlamov,T. Barrie
26 Mar '14,video,R,W,,MIN,34-30-10,5,2,1,2,0,4,0,0,19,31,19014,E. Lack,Z. Kassian
23 Mar '14,video,H,W,,BUF,33-30-10,4,2,0,1,0,1,0,0,36,18,18910,E. Lack,Y. Weber
19 Mar '14,video,H,W,,NSH,32-30-10,2,0,1,1,0,4,0,0,22,30,18910,E. Lack,N. Jensen
17 Mar '14,video,R,L,,TBL,31-30-10,3,4,1,3,1,4,1,0,28,30,19204,B. Bishop,T. Pyatt
16 Mar '14,video,R,W,SO,FLA,31-29-10,3,3,1,5,2,4,0,0,32,29,14215,E. Lack,N. Jensen
14 Mar '14,video,R,L,,WSH,30-29-10,3,4,0,3,1,2,0,0,41,21,18506,J. Halak,M. Green
12 Mar '14,video,R,W,SO,WPG,30-28-10,2,2,0,5,0,4,0,0,33,34,15004,E. Lack,C. Higgins
10 Mar '14,video,H,L,,NYI,29-28-10,4,7,2,4,3,7,0,0,24,28,18910,E. Nabokov,M. Martin
08 Mar '14,video,H,W,,CGY,29-27-10,2,1,0,1,0,5,0,0,14,23,18910,E. Lack,Y. Weber
06 Mar '14,video,R,L,,DAL,28-27-10,1,6,1,5,2,5,0,0,33,22,14634,K. Lehtonen,T. Seguin
04 Mar '14,video,R,L,,PHX,28-26-10,0,1,0,0,0,3,0,0,23,32,13449,M. Smith,A. Vermette
02 Mar '14,video,H,L,,OTT,28-25-10,2,4,1,3,1,3,0,0,31,28,54194,C. Anderson,C. Ceci
28 Feb '14,video,H,O,SO,MIN,28-24-10,1,1,0,2,1,3,1,0,31,23,18910,D. Kuemper,J. Fontaine
26 Feb '14,video,H,W,,STL,28-24-9,1,0,0,4,0,3,0,0,35,20,18910,E. Lack,J. Hansen
08 Feb '14,video,R,L,,TOR,27-24-9,1,3,0,2,0,3,0,0,33,24,19662,J. Bernier,P. Kessel
06 Feb '14,video,R,L,,MTL,27-23-9,2,5,2,5,1,1,0,0,44,29,21273,C. Price,M. Pacioretty
04 Feb '14,video,R,L,,BOS,27-22-9,1,3,0,2,1,3,0,0,28,32,17565,T. Rask,J. Iginla
03 Feb '14,video,R,L,,DET,27-21-9,0,2,0,5,1,3,0,0,24,30,20066,J. Howard,J. Abdelkader
31 Jan '14,video,R,L,,WPG,27-20-9,3,4,1,2,0,3,0,0,26,34,15004,O. Pavelec,D. Setoguchi
29 Jan '14,video,H,L,,CHI,27-19-9,2,5,0,3,2,3,0,0,31,40,18910,C. Crawford,J. Toews
27 Jan '14,video,H,L,,EDM,27-18-9,2,4,0,2,0,3,0,0,27,20,18910,I. Bryzgalov,J. Joensuu
26 Jan '14,video,H,W,OT,PHX,27-17-9,5,4,0,4,1,5,0,1,25,33,18910,R. Luongo,K. Bieksa
23 Jan '14,video,H,L,,NSH,26-17-9,1,2,0,5,1,3,0,0,34,26,18910,C. Hutton,N. Spaling
