Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 27 '13,video,R,L,,NYR,19-19-10,0,4,0,4,0,6,0,1,20,21,17200,H. Lundqvist,D. Stepan
Apr 25 '13,video,H,W,,PIT,19-18-10,3,2,1,3,1,3,0,0,32,18,16122,J. Hedberg,I. Kovalchuk
Apr 23 '13,video,H,W,,MTL,18-18-10,3,2,2,4,1,4,0,0,24,21,15219,M. Brodeur,S. Sullivan
Apr 21 '13,video,R,L,,NYR,17-18-10,1,4,0,2,1,6,0,0,27,22,17200,H. Lundqvist,D. Stepan
Apr 20 '13,video,H,W,,FLA,17-17-10,6,2,1,3,1,2,0,0,33,13,16018,M. Brodeur,D. Clarkson
Apr 18 '13,video,R,W,,PHI,16-17-10,3,0,0,3,0,2,0,0,31,23,19727,M. Brodeur,R. Carter
Apr 15 '13,video,R,L,,TOR,15-17-10,0,2,0,4,1,3,0,0,32,13,19425,J. Reimer,P. Kessel
Apr 12 '13,video,H,L,,OTT,15-16-10,0,2,0,4,0,2,0,0,33,11,16099,C. Anderson,J. Pageau
Apr 10 '13,video,H,L,,BOS,15-15-10,4,5,0,7,1,3,1,2,28,18,17625,A. Khudobin,T. Seguin
Apr 07 '13,video,R,O,SO,BUF,15-14-10,2,2,1,5,0,3,1,0,39,26,18703,R. Miller,N. Gerbe
Apr 06 '13,video,H,L,,TOR,15-14-9,1,2,0,5,0,5,0,0,28,18,17625,J. Reimer,T. Bozak
Apr 04 '13,video,R,L,,BOS,15-13-9,0,1,0,1,0,1,0,0,40,26,17565,T. Rask,J. Jagr
Apr 01 '13,video,H,L,,NYI,15-12-9,1,3,0,1,1,2,0,0,25,21,17625,E. Nabokov,T. Hamonic
Mar 30 '13,video,R,O,OT,FLA,15-11-9,2,3,1,4,1,3,0,0,26,30,18138,J. Markstrom,D. Kulikov
Mar 29 '13,video,R,O,SO,TBL,15-11-8,4,4,1,5,0,3,1,0,25,25,19204,M. Garon,T. Purcell
Mar 25 '13,video,R,O,SO,OTT,15-11-7,2,2,0,1,0,1,0,0,34,14,18902,B. Bishop,M. Zibanejad
Mar 23 '13,video,H,W,,FLA,15-11-6,2,1,0,2,0,2,0,0,25,18,17625,M. Brodeur,D. Clarkson
Mar 21 '13,video,R,W,,CAR,14-11-6,4,1,2,3,1,2,0,0,22,18,16941,M. Brodeur,A. Henrique
Mar 19 '13,video,H,L,,NYR,13-11-6,2,3,1,4,0,2,0,1,31,22,17625,H. Lundqvist,R. Nash
Mar 16 '13,video,H,L,,MTL,13-10-6,1,2,1,3,0,3,0,0,33,22,17625,C. Price,T. Plekanec
