Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
06 Apr '03,,H,W,,TBL,31-39-7-5,6,2,2,4,0,8,0,0,41,21,18033,P. Nurminen,K. Piros
05 Apr '03,,R,W,,NYI,30-39-7-5,3,2,0,5,2,7,0,0,19,30,16234,P. Nurminen,D. Heatley
02 Apr '03,,R,L,,BUF,29-39-7-5,3,4,1,4,2,7,0,0,23,40,15827,M. Noronen,T. Connolly
31 Mar '03,,R,W,OT,NYR,29-38-7-5,4,3,2,3,0,7,0,0,25,41,18200,P. Nurminen,Y. Tremblay
29 Mar '03,,R,W,,NSH,28-38-7-5,3,2,0,3,0,7,0,0,22,41,15363,P. Nurminen,D. Heatley
28 Mar '03,,H,T,OT,NJD,27-38-7-5,1,1,0,2,0,8,0,0,18,44,17532,P. Nurminen,S. Gomez
26 Mar '03,,H,W,,CAR,27-38-6-5,5,1,2,7,1,8,0,0,18,30,9994,P. Nurminen,D. Heatley
24 Mar '03,,R,L,,PHI,26-38-6-5,2,6,1,3,1,7,0,0,18,36,19318,R. Esche,M. Handzus
22 Mar '03,,R,W,,CBJ,26-37-6-5,3,2,1,3,0,7,0,0,26,38,18136,M. Hnilicka,L. Bartecko
21 Mar '03,,H,L,,OTT,25-37-6-5,1,5,0,4,2,8,0,0,15,40,16114,R. Emery,K. Rachunek
19 Mar '03,,H,O,OT,DAL,25-36-6-5,4,5,2,6,2,8,0,0,26,40,12071,R. Tugnutt,M. Modano
17 Mar '03,,H,W,,CBJ,25-36-6-4,3,2,0,8,1,8,0,0,31,29,9212,P. Nurminen,D. Heatley
15 Mar '03,,H,W,,BUF,24-36-6-4,5,3,0,4,1,8,0,0,24,39,15327,P. Nurminen,V. Kozlov
13 Mar '03,,H,L,,MTL,23-36-6-4,2,4,0,2,0,8,0,0,28,31,16984,J. Theodore,A. Dackell
11 Mar '03,,R,W,,NJD,23-35-6-4,3,2,0,3,0,7,1,1,20,25,13283,P. Nurminen,D. Snyder
