Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 07 '12,video,H,W,OT,LAK,43-29-10,3,2,1,4,2,2,0,0,23,31,17562,T. Greiss,D. Boyle
Apr 05 '12,video,R,W,SO,LAK,42-29-10,5,5,3,6,4,7,0,0,31,36,18330,A. Niemi,J. Pavelski
Apr 03 '12,video,R,W,,DAL,41-29-10,5,2,1,4,0,2,0,0,26,31,18584,A. Niemi,L. Couture
Mar 31 '12,video,H,W,,DAL,40-29-10,3,0,1,6,0,3,0,0,34,22,17562,A. Niemi,J. Pavelski
Mar 29 '12,video,R,L,,PHX,39-29-10,0,2,0,1,1,1,0,0,38,33,14446,M. Smith,R. Vrbata
Mar 28 '12,video,R,L,,ANA,39-28-10,1,3,0,1,0,0,0,0,29,27,14780,J. Hiller,T. Selanne
Mar 26 '12,video,H,W,,COL,39-27-10,5,1,1,4,0,2,0,0,36,32,17562,A. Niemi,A. Desjardins
Mar 24 '12,video,H,W,SO,PHX,38-27-10,3,3,0,5,0,1,0,0,32,27,17562,A. Niemi,M. Handzus
Mar 22 '12,video,H,W,,BOS,37-27-10,2,1,0,1,0,1,0,0,27,17,17562,A. Niemi,D. Winnik
Mar 20 '12,video,R,L,,LAK,36-27-10,2,5,1,1,1,5,0,1,22,42,18118,J. Quick,A. Kopitar
Mar 19 '12,video,H,L,,ANA,36-26-10,3,5,1,3,1,2,0,0,30,40,17562,J. Deslauriers,N. Guenin
Mar 17 '12,video,H,W,OT,DET,36-25-10,3,2,0,3,0,2,0,0,35,28,17562,A. Niemi,M. Havlat
Mar 15 '12,video,H,W,SO,NSH,35-25-10,1,1,1,4,1,2,0,0,35,33,17562,A. Niemi,R. Clowe
Mar 13 '12,video,R,O,OT,CGY,34-25-10,2,3,1,5,0,3,0,0,31,22,19289,M. Kiprusoff,M. Stajan
Mar 12 '12,video,R,W,,EDM,34-25-9,3,2,2,2,0,1,0,0,33,22,16839,A. Niemi,L. Couture
Mar 10 '12,video,R,L,,PHX,33-25-9,0,3,0,3,0,1,0,0,42,29,14994,M. Smith,M. Boedker
Mar 08 '12,video,R,O,SO,DAL,33-24-9,3,3,0,3,0,2,0,0,48,35,16812,K. Lehtonen,T. Vincour
Mar 06 '12,video,H,O,SO,EDM,33-24-8,2,2,0,2,0,1,0,0,30,26,17562,D. Dubnyk,S. Gagner
Mar 03 '12,video,H,L,,STL,33-24-7,1,3,0,3,2,5,0,0,19,32,17562,J. Halak,T. Oshie
Mar 01 '12,video,H,L,,BUF,33-23-7,0,1,0,2,0,3,0,0,39,19,17562,R. Miller,D. Stafford
Feb 28 '12,video,H,W,,PHI,33-22-7,1,0,0,1,0,2,0,0,23,26,17562,A. Niemi,R. Clowe
Feb 26 '12,video,R,L,,MIN,32-22-7,3,4,1,3,1,4,0,0,28,26,17401,N. Backstrom,J. Ortmeyer
