Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
24 Apr '00,,H,L,,TOR,2-4,2,4,0,4,0,4,0,0,38,24,18500,C. Joseph,S. Berezin
22 Apr '00,,R,L,OT,TOR,2-3,1,2,0,3,0,1,0,0,38,31,19393,C. Joseph,S. Thomas
19 Apr '00,,H,W,,TOR,2-2,2,1,0,5,0,4,0,0,22,32,18500,T. Barrasso,A. Dackell
17 Apr '00,,H,W,,TOR,1-2,4,3,1,3,1,5,0,0,15,36,18500,T. Barrasso,R. Zamuner
15 Apr '00,,R,L,,TOR,0-2,1,5,1,5,0,4,0,0,30,25,19391,C. Joseph,M. Sundin
12 Apr '00,,R,L,,TOR,0-1,0,2,0,2,1,5,0,0,30,21,19330,C. Joseph,D. Tucker
