Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 12 '12,video,R,L,,NYR,7-7,1,2,0,1,0,2,0,0,23,31,18200,H. Lundqvist,M. Del Zotto
May 09 '12,video,H,W,,NYR,7-6,2,1,1,3,0,5,0,0,23,31,18506,B. Holtby,J. Chimera
May 07 '12,video,R,L,OT,NYR,6-6,2,3,1,4,2,5,0,0,18,38,18200,H. Lundqvist,M. Staal
May 05 '12,video,H,W,,NYR,6-5,3,2,1,2,0,2,0,0,26,20,18506,B. Holtby,M. Green
May 02 '12,video,H,L,OT,NYR,5-5,1,2,0,3,1,4,0,0,46,49,18506,H. Lundqvist,M. Gaborik
Apr 30 '12,video,R,W,,NYR,5-4,3,2,1,3,1,3,0,0,25,28,18200,B. Holtby,A. Ovechkin
Apr 28 '12,video,R,L,,NYR,4-4,1,3,0,4,0,4,0,0,18,14,18200,H. Lundqvist,C. Kreider
Apr 25 '12,video,R,W,OT,BOS,4-3,2,1,0,1,0,3,0,0,27,32,17565,B. Holtby,J. Ward
Apr 22 '12,video,H,L,OT,BOS,3-3,3,4,0,4,1,5,0,0,39,31,18506,T. Thomas,T. Seguin
Apr 21 '12,video,R,W,,BOS,3-2,4,3,1,2,1,3,0,0,32,37,17565,B. Holtby,T. Brouwer
Apr 19 '12,video,H,W,,BOS,2-2,2,1,1,3,0,1,0,0,21,45,18506,B. Holtby,A. Semin
Apr 16 '12,video,H,L,,BOS,1-2,3,4,1,4,0,5,0,0,32,29,18506,T. Thomas,Z. Chara
Apr 14 '12,video,R,W,OT,BOS,1-1,2,1,0,3,0,2,0,0,39,44,17565,B. Holtby,N. Backstrom
Apr 12 '12,video,R,L,OT,BOS,0-1,0,1,0,2,0,4,0,0,17,30,17565,T. Thomas,C. Kelly
