Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 26 '16,video,R,L,,PIT,11-6,1,2,0,1,0,5,0,0,17,39,18638,M. Murray,B. Rust
May 24 '16,video,H,L,,PIT,11-5,2,5,0,1,1,3,0,0,30,34,19092,M. Murray,S. Crosby
May 22 '16,video,R,W,OT,PIT,11-4,4,3,0,3,0,3,0,0,25,34,18648,A. Vasilevskiy,T. Johnson
May 20 '16,video,H,W,,PIT,10-4,4,3,1,4,1,4,0,0,37,38,19092,A. Vasilevskiy,T. Johnson
May 18 '16,video,H,L,,PIT,9-4,2,4,0,1,1,3,0,0,28,48,19092,M. Murray,S. Crosby
May 16 '16,video,R,L,OT,PIT,9-3,2,3,0,1,0,2,0,0,21,41,18534,M. Murray,S. Crosby
May 13 '16,video,R,W,,PIT,9-2,3,1,1,2,1,4,0,0,20,35,18554,A. Vasilevskiy,O. Palat
May 08 '16,video,H,W,,NYI,8-2,4,0,1,5,0,2,0,0,25,28,19092,B. Bishop,V. Hedman
May 06 '16,video,R,W,OT,NYI,7-2,2,1,0,3,1,3,0,0,24,28,15795,B. Bishop,J. Garrison
May 03 '16,video,R,W,OT,NYI,6-2,5,4,1,4,1,4,0,0,41,39,15795,B. Bishop,B. Boyle
Apr 30 '16,video,H,W,,NYI,5-2,4,1,1,6,1,5,0,0,31,20,19092,B. Bishop,J. Drouin
Apr 27 '16,video,H,L,,NYI,4-2,3,5,0,2,1,4,0,0,36,22,19092,T. Greiss,J. Tavares
Apr 21 '16,video,H,W,,DET,4-1,1,0,0,4,0,4,0,0,24,34,19092,B. Bishop,A. Killorn
Apr 19 '16,video,R,W,,DET,3-1,3,2,3,5,0,4,0,0,33,28,20027,B. Bishop,O. Palat
Apr 17 '16,video,R,L,,DET,2-1,0,2,0,3,0,7,0,0,16,30,20027,P. Mrazek,A. Athanasiou
Apr 15 '16,video,H,W,,DET,2-0,5,2,1,7,1,5,0,0,31,32,19092,B. Bishop,T. Johnson
Apr 13 '16,video,H,W,,DET,1-0,3,2,0,4,0,5,0,0,34,36,19092,B. Bishop,A. Killorn
