Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 08 '18,video,H,L,,FLA,50-20-12,2,4,1,4,0,3,0,0,43,26,17565,J. Reimer,M. Mamin
Apr 07 '18,video,H,W,,OTT,50-19-12,5,2,1,4,0,2,0,0,35,28,17565,A. Khudobin,D. Heinen
Apr 05 '18,video,R,L,,FLA,49-19-12,2,3,1,1,0,2,0,0,28,35,14860,R. Luongo,J. McCann
Apr 03 '18,video,R,L,,TBL,49-18-12,0,4,0,2,0,4,0,0,33,36,19092,A. Vasilevskiy,B. Point
Apr 01 '18,video,R,O,OT,PHI,49-17-12,3,4,1,3,0,2,0,0,39,24,19904,P. Mrazek,C. Giroux
Mar 31 '18,video,H,W,,FLA,49-17-11,5,1,1,1,0,2,0,0,33,31,17565,T. Rask,J. DeBrusk
Mar 29 '18,video,H,W,,TBL,48-17-11,4,2,1,3,1,4,0,0,30,28,17565,T. Rask,P. Bergeron
Mar 27 '18,video,R,O,SO,WPG,47-17-11,4,4,3,5,0,1,0,1,32,32,15321,C. Hellebuyck,P. Laine
Mar 25 '18,video,R,W,OT,MIN,47-17-10,2,1,0,2,0,2,0,0,28,25,19183,T. Rask,B. Marchand
Mar 23 '18,video,R,W,,DAL,46-17-10,3,2,0,3,0,4,1,1,36,42,18532,T. Rask,D. Pastrnak
Mar 21 '18,video,R,O,OT,STL,45-17-10,1,2,1,2,0,2,0,0,22,20,18423,J. Allen,J. Schwartz
Mar 19 '18,video,H,O,OT,CBJ,45-17-9,4,5,1,4,0,2,0,0,38,25,17565,J. Korpisalo,C. Atkinson
Mar 17 '18,video,R,W,,TBL,45-17-8,3,0,2,3,0,3,0,0,27,23,19092,T. Rask,D. Pastrnak
Mar 15 '18,video,R,L,,FLA,44-17-8,0,3,0,4,1,2,0,0,46,28,16067,J. Reimer,A. Ekblad
Mar 13 '18,video,R,W,,CAR,44-16-8,6,4,1,4,2,5,0,1,34,33,13081,T. Rask,D. Pastrnak
Mar 11 '18,video,R,L,,CHI,43-16-8,1,3,0,1,2,5,0,0,32,39,21819,A. Forsberg,P. Kane
Mar 10 '18,video,H,W,,CHI,43-15-8,7,4,4,6,0,2,1,0,40,27,17565,T. Rask,B. Gionta
Mar 08 '18,video,H,W,,PHI,42-15-8,3,2,0,3,1,5,0,1,27,33,17565,T. Rask,B. Marchand
Mar 06 '18,video,H,W,OT,DET,41-15-8,6,5,2,4,1,5,0,0,37,35,17565,A. Khudobin,B. Marchand
Mar 03 '18,video,H,W,OT,MTL,40-15-8,2,1,1,6,0,4,0,0,50,28,17565,A. Khudobin,B. Marchand
Mar 01 '18,video,H,W,,PIT,39-15-8,8,4,3,5,0,4,0,0,38,26,17565,T. Rask,T. Krug
Feb 27 '18,video,H,W,OT,CAR,38-15-8,4,3,0,2,2,3,0,0,32,32,17565,T. Rask,C. McAvoy
Feb 25 '18,video,R,L,,BUF,37-15-8,1,4,0,4,1,5,0,0,35,24,18522,C. Johnson,K. Okposo
Feb 24 '18,video,R,L,,TOR,37-14-8,3,4,0,2,2,3,0,0,23,36,19370,F. Andersen,R. Hainsey
Feb 20 '18,video,R,W,,EDM,37-13-8,3,2,0,3,0,1,0,0,45,20,18347,A. Khudobin,D. Krejci
Feb 19 '18,video,R,W,OT,CGY,36-13-8,2,1,0,2,1,3,0,0,32,29,19289,T. Rask,B. Marchand
Feb 17 '18,video,R,L,,VAN,35-13-8,1,6,0,5,0,0,0,1,45,23,18865,A. Nilsson,D. Sedin
Feb 13 '18,video,H,W,,CGY,35-12-8,5,2,1,4,0,5,0,0,40,30,17565,T. Rask,P. Bergeron
Feb 11 '18,video,R,W,,NJD,34-12-8,5,3,1,4,0,7,2,0,27,38,16514,A. Khudobin,A. McQuaid
Feb 10 '18,video,H,L,,BUF,33-12-8,2,4,0,4,0,1,0,0,27,28,17565,C. Johnson,B. Pouliot
Feb 07 '18,video,R,W,,NYR,33-11-8,6,1,0,2,0,2,1,0,34,22,18006,A. Khudobin,Z. Chara
Feb 06 '18,video,R,W,,DET,32-11-8,3,2,0,2,1,2,0,0,31,28,19515,T. Rask,D. Heinen
Feb 03 '18,video,H,W,,TOR,31-11-8,4,1,2,3,1,4,0,0,30,24,17565,T. Rask,D. Pastrnak
Feb 01 '18,video,H,W,,STL,30-11-8,3,1,1,1,0,1,0,0,46,33,17565,T. Rask,P. Bergeron
Jan 30 '18,video,H,L,,ANA,29-11-8,1,3,0,4,1,2,0,0,31,27,17565,J. Gibson,A. Henrique
Jan 25 '18,video,R,W,,OTT,29-10-8,3,2,1,1,1,4,1,0,44,23,15232,T. Rask,J. DeBrusk
Jan 23 '18,video,H,W,,NJD,28-10-8,3,2,1,4,0,4,0,0,24,39,17565,T. Rask,B. Marchand
Jan 20 '18,video,R,W,,MTL,27-10-8,4,1,0,3,0,1,0,0,31,25,21302,T. Rask,T. Krug
Jan 18 '18,video,R,W,,NYI,26-10-8,5,2,1,1,0,2,0,0,34,24,11803,A. Khudobin,P. Bergeron
