Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 18 '06,,H,L,,BUF,52-22-8,0,4,0,5,2,7,0,0,33,34,18730,M. Biron,
Apr 15 '06,,R,O,OT,TBL,52-21-8,2,3,0,7,1,5,0,0,27,32,21033,J. Grahame,M. St. Louis
Apr 14 '06,,H,W,SO,TBL,52-21-7,4,4,3,7,1,6,0,1,21,35,18730,M. Gerber,
Apr 11 '06,,H,O,OT,NJD,51-21-7,3,4,0,1,2,4,1,0,40,28,14232,M. Brodeur,B. Gionta
Apr 08 '06,,R,L,,ATL,51-21-6,2,5,2,5,1,4,0,0,25,34,17732,M. Dunham,
Apr 07 '06,,R,W,,WSH,51-20-6,4,3,1,6,1,6,3,0,32,42,16029,C. Ward,
Apr 05 '06,,R,W,SO,WSH,50-20-6,3,3,1,5,2,9,0,0,33,30,14867,M. Gerber,
Apr 03 '06,,H,W,OT,WSH,49-20-6,6,5,1,5,2,7,0,0,42,24,12137,M. Gerber,R. Whitney
Apr 01 '06,,R,L,,ATL,48-20-6,2,5,0,6,0,3,1,0,35,26,17639,K. Lehtonen,
Mar 31 '06,,H,W,,FLA,48-19-6,3,2,1,9,0,5,1,0,30,23,17693,M. Gerber,
Mar 29 '06,,H,L,,WSH,47-19-6,1,5,1,6,1,3,0,1,50,28,15548,B. Johnson,
Mar 27 '06,,H,W,,TBL,47-18-6,2,1,1,5,1,6,0,0,29,24,15149,M. Gerber,
Mar 25 '06,,H,L,,WSH,46-18-6,1,3,1,8,1,7,0,1,34,21,18730,O. Kolzig,
Mar 22 '06,,R,W,,BUF,46-17-6,4,3,0,5,0,4,0,1,25,27,18690,M. Gerber,
Mar 21 '06,,R,L,,TOR,45-17-6,2,3,1,4,3,5,0,0,35,29,19447,M. Tellqvist,
Mar 18 '06,,R,L,,BOS,45-16-6,2,4,0,9,2,6,0,0,40,33,16703,T. Thomas,
Mar 16 '06,,R,W,,MTL,45-15-6,5,1,2,6,0,3,0,0,41,29,21273,M. Gerber,
Mar 14 '06,,H,W,,NYR,44-15-6,5,3,1,3,1,5,0,0,29,44,15516,M. Gerber,
Mar 11 '06,,R,O,OT,FLA,43-15-6,3,4,1,9,0,7,0,0,42,30,16862,R. Luongo,J. Kwiatkowski
Mar 10 '06,,R,L,,FLA,43-15-5,3,5,0,5,0,2,0,0,27,39,13941,R. Luongo,
Mar 08 '06,,R,O,SO,PHI,43-14-5,2,2,0,7,1,4,0,0,31,35,19644,A. Niittymaki,
Mar 06 '06,,R,W,,NYR,43-14-4,2,1,0,7,0,5,0,0,19,38,18200,M. Gerber,
Mar 04 '06,,R,W,,PIT,42-14-4,7,5,3,6,1,8,1,0,29,38,16293,C. Ward,
Mar 03 '06,,H,W,,FLA,41-14-4,5,2,1,7,1,7,0,0,38,39,18094,M. Gerber,
Mar 01 '06,,H,W,,BOS,40-14-4,4,3,1,7,0,5,0,0,29,28,17018,C. Ward,
Feb 12 '06,,H,W,SO,BUF,39-14-4,3,3,0,9,1,8,0,0,33,20,18730,M. Gerber,
Feb 10 '06,,H,L,,PIT,38-14-4,3,4,2,9,1,6,0,0,37,26,18830,S. Caron,
Feb 09 '06,,R,L,,TBL,38-13-4,3,5,1,5,1,3,0,1,36,24,20824,J. Grahame,
Feb 05 '06,,R,W,SO,BOS,38-12-4,3,3,0,4,1,4,0,0,43,27,15495,M. Gerber,
Feb 03 '06,,R,L,,NJD,37-12-4,0,3,0,5,0,4,0,0,28,21,19040,M. Brodeur,
Jan 31 '06,,R,W,,MTL,37-11-4,8,2,3,6,0,5,0,0,26,34,21273,M. Gerber,
Jan 28 '06,,H,W,,ATL,36-11-4,4,1,1,9,1,8,0,0,27,18,18930,M. Gerber,
Jan 26 '06,,R,W,,ATL,35-11-4,5,1,3,8,0,3,0,0,33,31,13476,C. Ward,
Jan 25 '06,,R,W,SO,FLA,34-11-4,3,3,2,8,0,4,0,0,27,35,12517,M. Gerber,
Jan 23 '06,,H,W,,MTL,33-11-4,7,3,2,6,1,5,0,0,37,34,15280,C. Ward,
Jan 21 '06,,R,L,,WSH,32-11-4,2,5,0,9,2,7,1,0,33,27,16050,O. Kolzig,
Jan 19 '06,,H,W,,NYI,32-10-4,4,3,1,2,0,7,0,0,25,39,12043,C. Ward,
Jan 17 '06,,R,W,SO,PHI,31-10-4,3,3,0,4,0,3,0,0,22,26,19572,M. Gerber,
Jan 15 '06,,H,W,,STL,30-10-4,4,2,3,11,2,7,0,0,37,33,18730,C. Ward,
Jan 13 '06,,H,W,OT,NSH,29-10-4,5,4,1,8,2,4,1,0,33,19,18064,M. Gerber,F. Kaberle
Jan 10 '06,,H,W,,DET,28-10-4,3,2,1,4,1,6,0,0,25,38,18730,M. Gerber,
Jan 07 '06,,R,W,,NYI,27-10-4,3,0,2,7,0,3,0,0,28,30,15205,M. Gerber,
Jan 06 '06,,H,W,,NYI,26-10-4,4,1,2,7,0,4,0,0,35,29,14190,C. Ward,
Jan 04 '06,,H,W,,ATL,25-10-4,4,3,2,7,2,8,0,0,22,26,11150,M. Gerber,
Dec 31 '05,,H,W,,MTL,24-10-4,5,3,1,7,0,3,0,0,38,27,17281,M. Gerber,
Dec 29 '05,,H,O,OT,PHI,23-10-4,3,4,2,7,0,4,0,0,28,40,18730,A. Niittymaki,S. Kapanen
Dec 28 '05,,R,L,,OTT,23-10-3,2,6,1,11,1,7,0,2,35,36,20050,D. Hasek,
Dec 26 '05,,R,O,OT,TBL,23-9-3,4,5,2,4,1,6,0,1,30,41,20662,J. Grahame,D. Boyle
Dec 23 '05,,H,W,,FLA,23-9-2,4,3,1,15,1,7,0,0,39,25,15444,M. Gerber,
Dec 20 '05,,H,W,,TBL,22-9-2,6,4,3,9,2,6,0,0,30,24,12188,M. Gerber,
Dec 17 '05,,H,W,,NJD,21-9-2,4,1,1,7,1,7,0,0,25,23,16206,M. Gerber,
Dec 15 '05,,H,W,,CBJ,20-9-2,2,1,1,7,0,4,0,0,32,26,11069,M. Gerber,
Dec 13 '05,,H,W,,CHI,19-9-2,5,3,0,6,0,2,0,0,36,20,11340,M. Gerber,
Dec 10 '05,,R,L,,SJS,18-9-2,3,4,1,2,1,6,1,0,32,39,17241,E. Nabokov,
Dec 08 '05,,R,W,,LAK,18-8-2,3,2,1,3,0,6,0,0,22,37,17010,M. Gerber,
Dec 06 '05,,R,W,,ANA,17-8-2,6,2,1,5,0,4,2,0,31,37,13045,M. Gerber,
Dec 03 '05,,R,L,,PHX,16-8-2,4,8,2,7,5,10,0,1,29,33,16670,C. Joseph,
Dec 02 '05,,R,O,SO,DAL,16-7-2,4,4,2,9,1,5,0,0,20,31,17511,J. Hedberg,
Nov 29 '05,,R,W,OT,ATL,16-7-1,4,3,2,5,1,5,1,0,23,31,12452,C. Ward,F. Kaberle
Nov 27 '05,,H,L,,ATL,15-7-1,2,5,0,6,2,7,0,0,29,20,12067,M. Garnett,
Nov 25 '05,,H,W,SO,TOR,15-6-1,3,3,2,9,1,5,1,0,35,38,18730,M. Gerber,
Nov 22 '05,,H,L,,OTT,14-6-1,3,5,0,5,1,4,0,1,30,30,13427,D. Hasek,
Nov 20 '05,,H,L,,TBL,14-5-1,2,5,0,4,2,4,1,0,22,29,12423,J. Grahame,
Nov 19 '05,,R,L,,NYR,14-4-1,3,4,1,6,3,5,0,0,31,32,18200,K. Weekes,
Nov 17 '05,,H,W,,NYR,14-3-1,5,1,1,8,0,4,1,0,27,29,14819,M. Gerber,
Nov 15 '05,,R,W,,OTT,13-3-1,2,1,1,7,0,8,0,0,19,36,19544,M. Gerber,
Nov 12 '05,,H,L,,ATL,12-3-1,0,9,0,8,4,13,0,0,19,36,16526,M. Dunham,
Nov 11 '05,,R,W,,FLA,12-2-1,1,0,1,7,0,2,0,0,35,26,17124,M. Gerber,
Nov 09 '05,,R,W,,BUF,11-2-1,5,3,1,3,2,4,1,0,22,44,13106,M. Gerber,
Nov 05 '05,,H,W,,FLA,10-2-1,2,0,1,6,0,4,0,0,29,27,16015,M. Gerber,
Nov 03 '05,,H,W,,TOR,9-2-1,4,3,2,7,0,6,0,1,35,25,13801,C. Ward,
Oct 29 '05,,R,W,,PIT,8-2-1,5,3,3,8,1,6,0,0,33,28,16420,M. Gerber,
Oct 28 '05,,H,W,,PHI,7-2-1,8,6,3,7,4,9,0,0,37,34,18165,C. Ward,
Oct 26 '05,,H,W,OT,BOS,6-2-1,4,3,0,6,2,4,0,0,33,27,13098,M. Gerber,M. Cullen
Oct 24 '05,,H,W,,OTT,5-2-1,3,2,1,8,1,7,0,0,27,47,12116,M. Gerber,
Oct 22 '05,,R,W,,WSH,4-2-1,4,0,3,12,0,5,0,0,41,18,13374,M. Gerber,
Oct 20 '05,,R,O,OT,TOR,3-2-1,4,5,1,6,1,5,0,1,32,23,19258,E. Belfour,K. Klee
Oct 15 '05,,R,W,,NJD,3-2-0,6,1,2,4,0,5,0,0,25,28,14723,C. Ward,
Oct 12 '05,,H,W,,WSH,2-2-0,7,2,3,7,0,6,0,0,36,28,10968,C. Ward,
Oct 08 '05,,R,L,,NYI,1-2-0,2,3,0,5,1,5,0,1,44,35,16234,R. DiPietro,
Oct 07 '05,,H,W,SO,PIT,1-1-0,2,2,0,7,2,7,0,0,33,30,18787,C. Ward,
Oct 05 '05,,R,L,,TBL,0-1-0,2,5,0,3,1,6,0,0,26,30,22120,J. Grahame,
