Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 07 '12,video,H,W,,NYI,29-46-7,7,3,2,3,0,2,0,0,37,38,17652,S. Mason,J. Wisniewski
Apr 05 '12,video,R,W,,COL,28-46-7,5,2,1,3,1,3,0,0,28,37,15610,S. Mason,R. Nash
Apr 03 '12,video,R,L,,PHX,27-46-7,0,2,0,7,0,1,0,0,54,22,13263,M. Smith,B. Gordon
Mar 31 '12,video,R,W,,STL,27-45-7,5,2,2,8,0,5,0,0,33,36,19150,A. York,R. Umberger
Mar 30 '12,video,H,W,,FLA,26-45-7,4,1,1,5,0,3,0,0,29,31,17994,A. York,N. Nikitin
Mar 28 '12,video,H,W,,DET,25-45-7,4,2,0,3,2,4,0,0,31,31,12432,A. York,D. Brassard
Mar 26 '12,video,R,L,,DET,24-45-7,2,7,0,4,2,6,0,0,26,39,20066,T. Conklin,T. Holmstrom
Mar 25 '12,video,H,L,,EDM,24-44-7,3,6,1,6,1,4,0,1,32,38,12295,D. Dubnyk,B. Eager
Mar 23 '12,video,H,W,,CAR,24-43-7,5,1,1,3,0,5,0,0,26,40,15085,S. Mason,R. Umberger
Mar 20 '12,video,H,L,,CHI,23-43-7,1,5,0,2,2,2,0,0,25,27,15311,C. Crawford,P. Sharp
Mar 18 '12,video,R,W,SO,CGY,23-42-7,1,1,0,2,0,4,0,0,18,31,19289,S. Mason,C. Atkinson
Mar 17 '12,video,R,L,,VAN,22-42-7,3,4,0,2,2,3,0,0,36,38,18890,C. Schneider,D. Sedin
Mar 14 '12,video,R,L,,EDM,22-41-7,0,3,0,4,1,4,0,0,22,27,16839,D. Dubnyk,R. Nugent-Hopkins
Mar 11 '12,video,H,L,,STL,22-40-7,1,2,0,8,0,4,0,0,34,26,14969,J. Halak,D. Perron
Mar 10 '12,video,R,L,,STL,22-39-7,1,4,0,4,2,6,0,0,22,29,19150,B. Elliott,C. Stewart
Mar 08 '12,video,H,W,,LAK,22-38-7,3,1,0,5,0,1,0,1,36,30,14306,S. Mason,J. Johnson
Mar 06 '12,video,H,W,,PHX,21-38-7,3,2,0,3,0,5,0,0,32,40,10915,S. Mason,D. MacKenzie
Mar 03 '12,video,R,W,,PHX,20-38-7,5,2,0,4,1,4,1,0,26,32,13579,S. Mason,N. Nikitin
Mar 01 '12,video,R,W,,COL,19-38-7,2,0,1,2,0,2,0,0,28,33,13236,S. Mason,N. Nikitin
Feb 28 '12,video,H,L,,DET,18-38-7,2,5,1,5,1,6,1,0,30,25,14333,J. MacDonald,H. Zetterberg
Feb 26 '12,video,R,L,,PIT,18-37-7,2,4,0,2,2,5,1,0,24,40,18602,B. Thiessen,K. Letang
Feb 24 '12,video,H,L,,COL,18-36-7,0,5,0,4,0,1,0,0,28,25,16925,S. Varlamov,D. Jones
Feb 21 '12,video,H,W,,SJS,18-35-7,6,3,3,7,1,4,0,0,35,41,14625,S. Mason,J. Carter
Feb 19 '12,video,R,O,OT,NYR,17-35-7,2,3,1,4,0,2,0,0,23,35,18200,H. Lundqvist,D. Stepan
Feb 18 '12,video,H,L,,CHI,17-35-6,1,6,0,1,0,2,0,0,34,28,18663,C. Crawford,V. Stalberg
Feb 14 '12,video,H,W,,STL,17-34-6,2,1,1,4,0,1,0,1,33,32,12425,S. Mason,D. Dorsett
Feb 12 '12,video,H,L,,ANA,16-34-6,3,5,2,5,3,4,0,0,27,35,14033,J. Hiller,B. Ryan
Feb 11 '12,video,R,W,,MIN,16-33-6,3,1,1,4,0,1,0,0,19,35,18958,S. Mason,R. Umberger
Feb 09 '12,video,H,L,,DAL,15-33-6,2,4,2,3,0,3,0,0,28,35,15943,K. Lehtonen,S. Robidas
Feb 07 '12,video,H,W,,MIN,15-32-6,3,1,1,7,0,2,0,0,37,29,11237,C. Sanford,A. Vermette
Feb 03 '12,video,R,W,OT,ANA,14-32-6,3,2,1,4,1,5,0,0,21,35,13358,C. Sanford,D. Brassard
Feb 01 '12,video,R,L,,LAK,13-32-6,2,3,0,3,2,3,0,0,22,33,18118,J. Quick,D. Doughty
Jan 31 '12,video,R,L,,SJS,13-31-6,0,6,0,1,1,3,0,0,30,43,17562,A. Niemi,P. Marleau
Jan 24 '12,video,R,L,,TBL,13-30-6,2,4,0,2,1,4,0,0,24,31,16859,M. Garon,M. St. Louis
Jan 23 '12,video,R,L,,NSH,13-29-6,1,4,0,2,2,5,0,0,26,29,14310,P. Rinne,M. Fisher
Jan 21 '12,video,R,O,SO,DET,13-28-6,2,2,1,3,1,4,0,0,19,31,20066,J. Howard,V. Filppula
Jan 19 '12,video,H,L,,NSH,13-28-5,0,3,0,3,1,2,0,1,38,25,17233,P. Rinne,M. Erat
Jan 17 '12,video,H,W,,EDM,13-27-5,4,2,2,2,0,3,0,0,25,23,13814,C. Sanford,D. MacKenzie
Jan 14 '12,video,H,L,,SJS,12-27-5,1,2,0,2,1,5,0,0,26,33,16582,T. Greiss,P. Marleau
Jan 13 '12,video,H,W,,PHX,12-26-5,4,3,0,1,0,1,0,0,32,35,14119,C. Sanford,D. Brassard
Jan 10 '12,video,R,L,,CHI,11-26-5,2,5,0,5,0,4,0,1,34,25,21229,C. Crawford,V. Stalberg
