Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
14 May '02,,R,L,,TOR,7-5,0,3,0,4,1,3,0,0,19,27,19551,C. Joseph,A. Mogilny
12 May '02,,H,L,,TOR,7-4,3,4,0,4,2,7,0,0,23,19,18500,C. Joseph,A. Mogilny
10 May '02,,R,W,,TOR,7-3,4,2,1,3,1,3,0,0,21,28,19499,P. Lalime,D. Alfredsson
08 May '02,,H,L,,TOR,6-3,1,2,1,3,1,5,0,0,25,24,18500,C. Joseph,A. McCauley
06 May '02,,H,W,,TOR,6-2,3,2,0,2,0,2,0,0,29,28,18500,P. Lalime,D. Alfredsson
04 May '02,,R,L,OT,TOR,5-2,2,3,0,3,0,4,0,0,56,42,19454,C. Joseph,G. Roberts
02 May '02,,R,W,,TOR,5-1,5,0,3,12,0,1,0,0,33,27,19406,P. Lalime,M. Havlat
26 Apr '02,,R,W,OT,PHI,4-1,2,1,2,4,1,2,0,0,27,26,19639,P. Lalime,M. Havlat
24 Apr '02,,H,W,,PHI,3-1,3,0,0,8,0,7,0,0,25,28,18500,P. Lalime,W. Redden
22 Apr '02,,H,W,,PHI,2-1,3,0,1,6,0,3,0,0,31,26,18239,P. Lalime,R. Bonk
20 Apr '02,,R,W,,PHI,1-1,3,0,1,3,0,3,0,0,26,33,19734,P. Lalime,D. Alfredsson
17 Apr '02,,R,L,OT,PHI,0-1,0,1,0,3,0,1,0,0,35,24,19420,R. Cechmanek,R. Fedotenko
