Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Jun 07 '13,video,R,L,,BOS,8-7,0,1,0,3,0,3,0,0,26,24,17565,T. Rask,A. McQuaid
Jun 05 '13,video,R,L,OT,BOS,8-6,1,2,0,6,0,5,0,0,54,40,17565,T. Rask,P. Bergeron
Jun 03 '13,video,H,L,,BOS,8-5,1,6,0,2,0,1,0,0,27,29,18619,T. Rask,N. Horton
Jun 01 '13,video,H,L,,BOS,8-4,0,3,0,4,0,4,0,0,29,30,18628,T. Rask,D. Krejci
May 24 '13,video,H,W,,OTT,8-3,6,2,1,4,0,5,0,0,33,31,18656,T. Vokoun,K. Letang
May 22 '13,video,R,W,,OTT,7-3,7,3,2,5,1,4,1,1,42,33,20500,T. Vokoun,J. Neal
May 19 '13,video,R,L,OT,OTT,6-3,1,2,0,6,0,3,0,1,50,48,20500,C. Anderson,C. Greening
May 17 '13,video,H,W,,OTT,6-2,4,3,1,6,1,2,0,0,42,22,18645,T. Vokoun,B. Morrow
May 14 '13,video,H,W,,OTT,5-2,4,1,2,4,0,5,1,0,30,36,18621,T. Vokoun,E. Malkin
May 11 '13,video,R,W,OT,NYI,4-2,4,3,0,1,0,3,0,0,21,38,16170,T. Vokoun,B. Orpik
May 09 '13,video,H,W,,NYI,3-2,4,0,1,5,0,2,0,0,31,31,18636,T. Vokoun,T. Kennedy
May 07 '13,video,R,L,,NYI,2-2,4,6,0,2,1,4,0,0,31,24,16170,E. Nabokov,J. Tavares
May 05 '13,video,R,W,OT,NYI,2-1,5,4,3,5,0,3,0,1,25,36,16170,M. Fleury,C. Kunitz
May 03 '13,video,H,L,,NYI,1-1,3,4,1,4,1,4,0,0,33,42,18624,E. Nabokov,K. Okposo
May 01 '13,video,H,W,,NYI,1-0,5,0,2,4,0,4,0,0,26,26,18612,M. Fleury,B. Bennett
