Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 09 '11,video,R,L,,PHI,30-39-13,4,7,2,6,1,5,0,0,36,39,19909,B. Boucher,S. Hartnell
Apr 08 '11,video,H,O,SO,PIT,30-38-13,3,3,1,7,1,5,0,0,38,38,16250,M. Fleury,C. Kunitz
Apr 06 '11,video,R,L,,BOS,30-38-12,2,3,1,2,0,5,1,0,32,33,17565,T. Thomas,G. Campbell
Apr 02 '11,video,H,L,,CAR,30-37-12,2,4,0,4,0,3,0,1,31,26,16250,C. Ward,E. Cole
Mar 31 '11,video,H,W,,NYR,30-36-12,6,2,0,2,0,8,0,0,33,27,16250,A. Montoya,J. Joensuu
Mar 30 '11,video,R,L,,NJD,29-36-12,2,3,0,2,0,5,1,0,29,20,16252,M. Brodeur,A. Greene
Mar 26 '11,video,H,L,,PHI,29-35-12,1,4,0,4,1,1,0,0,37,22,15458,S. Bobrovsky,J. van Riemsdyk
Mar 24 '11,video,H,L,,ATL,29-34-12,1,2,0,4,1,3,0,0,15,34,11874,C. Mason,R. Schremp
Mar 22 '11,video,R,W,,TBL,29-33-12,5,2,1,3,1,7,2,0,28,38,17400,A. Montoya,M. Martin
Mar 19 '11,video,R,W,SO,FLA,28-33-12,3,3,0,3,0,2,1,0,21,32,16502,R. DiPietro,F. Nielsen
Mar 18 '11,video,R,O,OT,CAR,27-33-12,2,3,0,4,0,2,0,0,37,35,17686,C. Ward,J. Pitkanen
Mar 15 '11,video,R,L,,NYR,27-33-11,3,6,1,3,3,5,0,1,28,47,18200,H. Lundqvist,M. Gaborik
Mar 12 '11,video,R,O,OT,NJD,27-32-11,2,3,0,1,0,5,1,0,15,35,17625,M. Brodeur,A. Salmela
Mar 11 '11,video,H,W,,BOS,27-32-10,4,2,1,3,1,4,0,0,41,28,12119,A. Montoya,J. Hillen
Mar 08 '11,video,H,W,OT,TOR,26-32-10,4,3,0,1,0,3,0,0,40,27,9217,A. Montoya,B. Comeau
