Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 05 '07,,H,L,,OTT,5-6,2,3,0,2,1,2,0,0,29,24,19040,R. Emery,
May 02 '07,,R,L,,OTT,5-5,2,3,1,5,0,4,0,0,31,36,20248,R. Emery,
Apr 30 '07,,R,L,,OTT,5-4,0,2,0,5,0,4,0,0,25,34,19636,R. Emery,
Apr 28 '07,,H,W,OT,OTT,5-3,3,2,2,7,1,6,0,0,33,45,19040,M. Brodeur,J. Langenbrunner
Apr 26 '07,,H,L,,OTT,4-3,4,5,0,3,2,4,0,1,30,26,15512,R. Emery,
Apr 22 '07,,R,W,,TBL,4-2,3,2,2,4,2,6,0,0,26,34,20019,M. Brodeur,
Apr 20 '07,,H,W,,TBL,3-2,3,0,0,5,0,3,0,0,14,31,18096,M. Brodeur,
Apr 18 '07,,R,W,OT,TBL,2-2,4,3,1,7,0,3,0,0,37,33,20940,M. Brodeur,S. Gomez
Apr 16 '07,,R,L,,TBL,1-2,2,3,0,4,1,5,0,0,32,24,20219,J. Holmqvist,
Apr 14 '07,,H,L,,TBL,1-1,2,3,2,5,0,3,0,1,36,20,18231,J. Holmqvist,
Apr 12 '07,,H,W,,TBL,1-0,5,3,2,3,1,6,0,0,24,26,14495,M. Brodeur,
