Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 19 '04,,R,L,,CGY,10-7,1,3,0,3,1,4,0,0,19,29,19289,M. Kiprusoff,M. Gelinas
May 17 '04,,H,L,,CGY,10-6,0,3,0,4,0,3,0,1,19,21,17496,M. Kiprusoff,J. Iginla
May 16 '04,,R,W,,CGY,10-5,4,2,2,6,1,8,0,0,19,29,19289,E. Nabokov,V. Damphousse
May 13 '04,,R,W,,CGY,9-5,3,0,1,5,0,3,0,0,24,34,19289,E. Nabokov,V. Damphousse
May 11 '04,,H,L,,CGY,8-5,1,4,0,3,0,3,0,0,18,20,17496,M. Kiprusoff,S. Donovan
May 09 '04,,H,L,OT,CGY,8-4,3,4,0,4,0,2,0,0,52,37,17496,M. Kiprusoff,S. Montador
May 04 '04,,R,W,,COL,8-3,3,1,0,2,1,6,0,0,33,29,18007,E. Nabokov,M. Goc
May 01 '04,,H,L,OT,COL,7-3,1,2,1,4,0,4,0,0,22,18,17496,D. Aebischer,J. Sakic
Apr 28 '04,,R,L,OT,COL,7-2,0,1,0,2,0,6,0,0,27,36,18007,D. Aebischer,J. Sakic
Apr 26 '04,,R,W,,COL,7-1,1,0,0,2,0,2,0,0,17,33,18007,E. Nabokov,V. Damphousse
Apr 24 '04,,H,W,,COL,6-1,4,1,2,7,0,4,0,0,24,21,17496,E. Nabokov,P. Marleau
Apr 22 '04,,H,W,,COL,5-1,5,2,2,8,2,5,0,0,24,28,17496,E. Nabokov,S. Hannan
Apr 15 '04,,H,W,,STL,4-1,3,1,0,4,0,3,0,0,20,22,17496,E. Nabokov,M. Smith
Apr 13 '04,,R,W,,STL,3-1,4,3,1,6,1,4,0,0,24,25,19452,E. Nabokov,A. Korolyuk
Apr 12 '04,,R,L,,STL,2-1,1,4,0,4,0,3,0,1,20,29,19023,C. Osgood,D. Drake
Apr 10 '04,,H,W,,STL,2-0,3,1,2,13,0,7,1,1,24,26,17496,E. Nabokov,P. Marleau
Apr 08 '04,,H,W,OT,STL,1-0,1,0,0,4,0,5,0,0,29,26,17496,E. Nabokov,N. Dimitrakos
