Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 18 '06,,R,W,,CAR,52-24-6,4,0,2,7,0,5,0,0,34,33,18730,M. Biron,
Apr 16 '06,,H,W,,TOR,51-24-6,6,0,2,7,0,6,0,0,40,31,18690,R. Miller,
Apr 15 '06,,R,W,,MTL,50-24-6,4,2,0,2,1,6,1,0,30,45,21273,R. Miller,
Apr 12 '06,,H,W,,MTL,49-24-6,3,1,1,2,0,6,0,0,34,28,18201,R. Miller,
Apr 08 '06,,R,W,,OTT,48-24-6,6,2,1,4,1,4,0,0,31,34,19575,R. Miller,
Apr 07 '06,,H,L,,PHI,47-24-6,2,4,1,3,1,4,0,0,22,34,16909,R. Esche,
Apr 05 '06,,H,W,OT,OTT,47-23-6,5,4,3,7,1,3,0,1,39,34,17622,M. Biron,D. Briere
Apr 03 '06,,R,W,SO,TOR,46-23-6,2,2,1,5,0,6,0,0,36,33,19320,M. Biron,
Apr 01 '06,,R,L,,TOR,45-23-6,0,7,0,7,1,4,0,0,24,23,19434,J. Aubin,
Mar 30 '06,,R,L,,NJD,45-22-6,1,3,0,2,0,3,0,0,30,28,12425,M. Brodeur,
Mar 29 '06,,H,W,,BOS,45-21-6,4,3,2,7,0,5,0,0,32,27,16261,R. Miller,
Mar 27 '06,,R,O,SO,NYR,44-21-6,4,4,2,4,2,10,0,0,31,35,18200,H. Lundqvist,
Mar 25 '06,,R,L,,BOS,44-21-5,4,5,0,7,0,6,0,0,40,39,15710,T. Thomas,
Mar 24 '06,,H,L,,OTT,44-20-5,1,3,0,5,0,5,0,0,29,24,18690,R. Emery,
Mar 22 '06,,H,L,,CAR,44-19-5,3,4,0,4,0,5,1,0,27,25,18690,M. Gerber,
Mar 20 '06,,R,L,,ATL,44-18-5,0,5,0,6,2,10,0,0,20,23,14133,K. Lehtonen,
Mar 18 '06,,R,L,,OTT,44-17-5,2,4,1,7,1,10,0,0,22,49,19947,R. Emery,
Mar 16 '06,,H,W,,TOR,44-16-5,3,1,1,3,1,6,1,0,33,28,18690,R. Miller,
