Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
14 May '98,,H,L,,BUF,4-6,1,3,0,4,2,7,0,0,38,18,21152,D. Hasek,D. Audette
12 May '98,,H,L,OT,BUF,4-5,4,5,0,6,1,5,0,0,46,31,20829,D. Hasek,M. Peca
10 May '98,,R,L,,BUF,4-4,3,6,1,6,1,6,0,0,26,25,18595,D. Hasek,M. Barnaby
08 May '98,,R,L,OT,BUF,4-3,2,3,0,7,1,7,0,0,48,25,18595,D. Hasek,G. Sanderson
03 May '98,,H,W,,PIT,4-2,3,0,1,3,0,6,0,0,23,21,21273,A. Moog,M. Recchi
01 May '98,,R,W,,PIT,3-2,5,2,0,3,0,3,0,0,29,34,17144,A. Moog,M. Recchi
29 Apr '98,,H,L,,PIT,2-2,3,6,1,7,3,9,0,2,30,20,21273,T. Barrasso,E. Olczyk
27 Apr '98,,H,W,,PIT,2-1,3,1,1,4,0,6,0,0,22,20,20520,A. Moog,S. Corson
25 Apr '98,,R,L,,PIT,1-1,1,4,1,5,1,4,0,0,28,28,16601,T. Barrasso,S. Barnes
23 Apr '98,,R,W,OT,PIT,1-0,3,2,1,5,0,5,0,1,40,36,14692,A. Moog,B. Brunet
