Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Jun 04 '08,,H,L,,DET,14-6,2,3,2,5,1,3,0,0,22,30,17132,C. Osgood,H. Zetterberg
Jun 02 '08,,R,W,OT,DET,14-5,4,3,1,5,1,5,0,0,32,58,20066,M. Fleury,P. Sykora
May 31 '08,,H,L,,DET,13-5,1,2,1,6,0,3,0,0,23,30,17132,C. Osgood,J. Hudler
May 28 '08,,H,W,,DET,13-4,3,2,1,3,1,5,0,0,24,34,17132,M. Fleury,A. Hall
May 26 '08,,R,L,,DET,12-4,0,3,0,3,0,8,0,0,22,34,20066,C. Osgood,B. Stuart
May 24 '08,,R,L,,DET,12-3,0,4,0,5,1,6,0,1,19,36,20066,C. Osgood,M. Samuelsson
May 18 '08,,H,W,,PHI,12-2,6,0,2,4,0,4,0,0,25,21,17132,M. Fleury,R. Malone
May 15 '08,,R,L,,PHI,11-2,2,4,0,3,2,4,0,0,38,34,19972,M. Biron,J. Carter
May 13 '08,,R,W,,PHI,11-1,4,1,1,2,0,3,0,0,25,18,19965,M. Fleury,M. Hossa
May 11 '08,,H,W,,PHI,10-1,4,2,2,6,1,3,0,1,38,32,17132,M. Fleury,M. Talbot
May 09 '08,,H,W,,PHI,9-1,4,2,0,3,0,3,1,0,21,28,17132,M. Fleury,E. Malkin
May 04 '08,,H,W,OT,NYR,8-1,3,2,1,7,0,4,0,0,40,22,17132,M. Fleury,M. Hossa
May 01 '08,,R,L,,NYR,7-1,0,3,0,4,2,7,0,0,29,34,18200,H. Lundqvist,J. Jagr
Apr 29 '08,,R,W,,NYR,7-0,5,3,2,3,0,5,0,0,17,39,18200,M. Fleury,E. Malkin
Apr 27 '08,,H,W,,NYR,6-0,2,0,1,5,0,6,0,0,32,26,17132,M. Fleury,J. Staal
Apr 25 '08,,H,W,,NYR,5-0,5,4,1,5,1,3,0,0,26,24,17132,M. Fleury,E. Malkin
Apr 16 '08,,R,W,,OTT,4-0,3,1,1,4,0,2,0,0,34,22,19954,M. Fleury,J. Ruutu
Apr 14 '08,,R,W,,OTT,3-0,4,1,1,8,0,2,0,0,38,34,19961,M. Fleury,S. Crosby
Apr 11 '08,,H,W,,OTT,2-0,5,3,3,6,1,2,0,0,54,30,17132,M. Fleury,R. Malone
Apr 09 '08,,H,W,,OTT,1-0,4,0,1,5,0,7,0,0,35,26,17132,M. Fleury,G. Roberts
