Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 09 '11,video,H,L,,ANA,46-30-6,1,3,1,7,2,4,0,0,44,20,18203,D. Ellis,S. Koivu
Apr 08 '11,video,R,L,,ANA,46-29-6,1,2,0,3,0,2,0,0,24,28,17587,D. Ellis,T. Selanne
Apr 06 '11,video,H,W,SO,PHX,46-28-6,2,2,0,3,0,2,0,0,33,35,18118,J. Quick,J. Stoll
Apr 04 '11,video,R,L,,SJS,45-28-6,1,6,0,3,0,0,0,0,32,35,17562,A. Niemi,M. Vlasic
Apr 02 '11,video,H,W,,DAL,45-27-6,3,1,0,0,0,0,0,0,32,25,18118,J. Quick,M. Greene
Mar 31 '11,video,R,L,,VAN,44-27-6,1,3,0,3,1,5,0,0,19,35,18860,R. Luongo,C. Ehrhoff
Mar 29 '11,video,R,W,,EDM,44-26-6,2,0,0,4,0,2,0,0,33,32,16839,J. Bernier,D. Brown
Mar 26 '11,video,H,W,,COL,43-26-6,4,1,1,3,0,2,0,0,25,21,18118,J. Quick,M. Handzus
Mar 24 '11,video,H,W,SO,SJS,42-26-6,3,3,2,5,1,3,0,0,38,28,18118,J. Quick,D. Brown
Mar 21 '11,video,H,W,SO,CGY,41-26-6,1,1,0,4,0,6,0,0,27,28,18118,J. Quick,A. Kopitar
Mar 19 '11,video,H,O,OT,ANA,40-26-6,1,2,0,6,0,3,0,0,32,25,18118,R. Emery,C. Perry
Mar 17 '11,video,H,L,,STL,40-26-5,0,4,0,1,0,3,0,0,17,39,18118,J. Halak,M. D'Agostini
Mar 15 '11,video,R,W,,NSH,40-25-5,4,2,0,1,0,2,0,0,18,32,15761,J. Bernier,W. Simmonds
Mar 13 '11,video,R,W,,DAL,39-25-5,3,2,1,3,0,3,0,0,30,23,15627,J. Quick,M. Handzus
Mar 11 '11,video,R,W,,CBJ,38-25-5,4,2,1,5,0,3,0,0,22,34,15605,J. Bernier,A. Kopitar
Mar 09 '11,video,R,W,,DET,37-25-5,2,1,1,3,0,2,0,0,26,29,20066,J. Quick,A. Ponikarovsky
