Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 11 '09,,R,L,,ATL,24-40-18,2,6,1,5,2,7,0,1,35,26,17122,K. Lehtonen,I. Kovalchuk
Apr 09 '09,,H,L,,WSH,24-39-18,2,4,0,5,1,5,0,0,24,33,18891,J. Theodore,D. Steckel
Apr 07 '09,,H,L,,PIT,24-38-18,4,6,0,7,2,5,1,0,37,31,19538,M. Fleury,P. Sykora
Apr 04 '09,,R,L,,NYI,24-37-18,1,3,1,3,2,5,0,0,30,21,12809,Y. Danis,R. Martinek
Apr 03 '09,,R,O,OT,NJD,24-36-18,4,5,1,2,1,3,0,0,22,39,17625,M. Brodeur,Z. Parise
Mar 31 '09,,R,L,,BOS,24-36-17,1,3,0,5,2,6,0,0,25,39,16996,M. Fernandez,Z. Chara
Mar 29 '09,,H,L,,OTT,24-35-17,0,3,0,4,2,5,0,0,20,29,16427,B. Elliott,D. Heatley
Mar 27 '09,,R,L,,WSH,24-34-17,3,5,0,4,3,9,0,0,36,39,18277,J. Theodore,B. Pothier
Mar 26 '09,,R,O,OT,MTL,24-33-17,2,3,0,1,1,8,0,0,19,36,21273,C. Price,S. Koivu
Mar 24 '09,,H,W,OT,CBJ,24-33-16,2,1,1,1,0,3,0,0,17,34,14454,M. McKenna,M. St. Louis
Mar 21 '09,,H,O,SO,ATL,23-33-16,3,3,2,5,2,6,0,0,29,36,15391,J. Hedberg,V. Kozlov
Mar 19 '09,,H,L,,WSH,23-33-15,2,5,1,4,1,4,0,0,28,30,16541,S. Varlamov,M. Green
Mar 17 '09,,H,O,SO,TOR,23-32-15,3,3,2,6,0,5,0,0,22,39,18793,C. Joseph,J. Mitchell
Mar 14 '09,,R,W,SO,FLA,23-32-14,3,3,1,4,1,3,0,0,27,37,17734,K. Ramo,S. Stamkos
Mar 12 '09,,R,W,,TOR,22-32-14,4,1,1,4,0,3,0,0,30,21,19209,K. Ramo,M. St. Louis
Mar 11 '09,,R,O,OT,OTT,21-32-14,2,3,2,5,1,6,0,1,24,27,19231,B. Elliott,M. Fisher
Mar 07 '09,,H,L,,CAR,21-32-13,3,9,0,4,2,5,0,1,25,37,15692,C. Ward,J. Corvo
Mar 06 '09,,H,O,OT,STL,21-31-13,3,4,1,3,1,5,0,0,23,36,13831,C. Mason,B. Boyes
