Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
08 May '03,,H,L,,MIN,7-7,2,4,0,0,1,2,0,0,26,16,18514,D. Roloson,D. Hendrickson
07 May '03,,R,L,,MIN,7-6,1,5,1,4,3,5,0,0,31,23,19350,D. Roloson,L. Sekeras
05 May '03,,H,L,,MIN,7-5,2,7,0,3,1,5,0,1,27,26,18514,D. Roloson,J. Marshall
02 May '03,,R,W,OT,MIN,7-4,3,2,1,6,0,4,0,0,30,27,19386,D. Cloutier,B. Sopel
29 Apr '03,,R,W,,MIN,6-4,3,2,3,6,2,7,0,0,13,18,19394,D. Cloutier,D. Sedin
27 Apr '03,,H,L,,MIN,5-4,2,3,0,3,0,3,0,0,31,18,18514,D. Roloson,W. Walz
25 Apr '03,,H,W,OT,MIN,5-3,4,3,1,4,1,2,1,0,39,21,18514,D. Cloutier,T. Klatt
22 Apr '03,,H,W,,STL,4-3,4,1,1,5,0,4,1,0,32,34,18514,D. Cloutier,B. Morrison
20 Apr '03,,R,W,,STL,3-3,4,3,2,6,3,6,0,0,26,32,19522,D. Cloutier,E. Jovanovski
18 Apr '03,,H,W,,STL,2-3,5,3,1,6,1,7,0,0,35,32,18514,D. Cloutier,M. Naslund
16 Apr '03,,R,L,,STL,1-3,1,4,0,6,0,5,0,0,33,20,19936,C. Osgood,D. Drake
14 Apr '03,,R,L,,STL,1-2,1,3,1,8,2,9,0,0,14,24,19699,C. Osgood,D. Weight
12 Apr '03,,H,W,,STL,1-1,2,1,2,9,1,8,0,0,23,27,18514,D. Cloutier,E. Jovanovski
10 Apr '03,,H,L,,STL,0-1,0,6,0,7,3,9,0,0,20,29,18514,C. Osgood,C. Stillman
