Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
09 Apr '17,video,R,L,,NYI,44-28-10,2,4,0,3,0,0,0,0,34,21,13303,T. Greiss,B. Nelson
08 Apr '17,video,H,W,,NYR,44-27-10,3,1,0,3,0,2,0,0,33,19,18976,C. Anderson,D. Brassard
06 Apr '17,video,R,W,SO,BOS,43-27-10,1,1,0,2,1,1,0,0,26,29,17565,C. Anderson,K. Turris
04 Apr '17,video,H,W,,DET,42-27-10,2,0,0,3,0,1,0,0,24,24,17166,C. Anderson,E. Karlsson
03 Apr '17,video,R,O,SO,DET,41-27-10,4,4,1,2,2,2,0,1,45,33,20027,P. Mrazek,E. Svechnikov
01 Apr '17,video,R,L,,WPG,41-27-9,2,4,0,2,0,2,0,0,31,28,15294,C. Hellebuyck,M. Perreault
30 Mar '17,video,R,L,,MIN,41-26-9,1,5,0,4,1,2,0,0,19,26,19044,A. Stalock,N. Niederreiter
28 Mar '17,video,R,O,SO,PHI,41-25-9,2,2,1,3,1,4,0,0,28,35,19706,S. Mason,J. Weal
25 Mar '17,video,R,L,,MTL,41-25-8,1,3,0,3,2,4,0,0,32,24,21288,C. Price,A. Markov
23 Mar '17,video,H,W,SO,PIT,41-24-8,1,1,1,2,1,3,0,0,30,35,18102,M. Condon,K. Turris
21 Mar '17,video,R,W,,BOS,40-24-8,3,2,1,5,2,5,0,0,22,36,17565,C. Anderson,K. Turris
19 Mar '17,video,R,L,,MTL,39-24-8,1,4,0,2,1,3,0,0,31,37,21288,C. Price,J. Benn
18 Mar '17,video,H,O,SO,MTL,39-23-8,3,3,1,4,0,2,0,0,31,32,19531,C. Price,P. Byron
16 Mar '17,video,H,L,,CHI,39-23-7,1,2,1,4,1,4,0,0,34,28,18638,S. Darling,R. Panik
14 Mar '17,video,H,O,OT,TBL,39-22-7,1,2,0,2,0,1,0,0,32,37,16894,A. Vasilevskiy,V. Hedman
11 Mar '17,video,R,W,,COL,39-22-6,4,2,1,4,1,5,0,0,31,16,15317,C. Anderson,M. Hoffman
09 Mar '17,video,R,W,OT,ARI,38-22-6,3,2,0,3,0,4,0,0,31,41,10611,M. Condon,E. Karlsson
08 Mar '17,video,R,W,,DAL,37-22-6,5,2,2,3,1,4,0,0,23,37,17689,C. Anderson,J. Pageau
06 Mar '17,video,H,W,,BOS,36-22-6,4,2,1,2,1,1,0,0,29,27,17046,C. Anderson,M. Hoffman
04 Mar '17,video,H,W,,CBJ,35-22-6,3,2,0,1,1,4,1,0,27,27,17516,C. Anderson,Z. Smith
02 Mar '17,video,H,W,,COL,34-22-6,2,1,0,4,0,2,0,0,42,23,16932,C. Anderson,A. Burrows
27 Feb '17,video,R,L,,TBL,33-22-6,1,5,1,5,3,3,0,0,40,34,19092,A. Vasilevskiy,N. Kucherov
