Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Jun 11 '12,video,H,W,,NJD,16-4,6,1,3,9,0,2,0,0,25,18,18858,J. Quick,J. Carter
Jun 09 '12,video,R,L,,NJD,15-4,1,2,0,2,1,2,0,0,26,19,17625,M. Brodeur,B. Salvador
Jun 06 '12,video,H,L,,NJD,15-3,1,3,1,4,0,3,0,0,22,24,18867,M. Brodeur,A. Henrique
Jun 04 '12,video,H,W,,NJD,15-2,4,0,2,2,0,6,0,0,21,22,18764,J. Quick,A. Martinez
Jun 02 '12,video,R,W,OT,NJD,14-2,2,1,0,2,0,4,0,0,32,33,17625,J. Quick,J. Carter
May 30 '12,video,R,W,OT,NJD,13-2,2,1,0,1,0,2,0,0,25,17,17625,J. Quick,A. Kopitar
May 22 '12,video,R,W,OT,PHX,12-2,4,3,0,4,1,6,1,0,51,41,17148,J. Quick,D. Penner
May 20 '12,video,H,L,,PHX,11-2,0,2,0,6,1,3,0,0,36,21,18402,M. Smith,S. Doan
May 17 '12,video,H,W,,PHX,11-1,2,1,0,5,0,1,0,0,28,19,18367,J. Quick,D. King
May 15 '12,video,R,W,,PHX,10-1,4,0,2,8,0,4,0,0,40,24,17149,J. Quick,D. King
May 13 '12,video,R,W,,PHX,9-1,4,2,0,4,0,5,0,0,48,27,17134,J. Quick,D. Brown
May 06 '12,video,H,W,,STL,8-1,3,1,0,5,0,3,0,0,19,24,18373,J. Quick,D. Brown
May 03 '12,video,H,W,,STL,7-1,4,2,1,5,0,2,0,0,22,20,18362,J. Quick,M. Richards
Apr 30 '12,video,R,W,,STL,6-1,5,2,0,6,0,9,1,0,21,29,19366,J. Quick,J. Carter
Apr 28 '12,video,R,W,,STL,5-1,3,1,0,5,0,3,1,0,29,29,19391,J. Quick,M. Greene
Apr 22 '12,video,R,W,OT,VAN,4-1,2,1,0,3,1,4,0,0,37,27,18890,J. Quick,J. Stoll
Apr 18 '12,video,H,L,,VAN,3-1,1,3,0,3,2,3,0,0,44,30,18409,C. Schneider,K. Bieksa
Apr 15 '12,video,H,W,,VAN,3-0,1,0,0,8,0,4,0,0,20,41,18352,J. Quick,D. Brown
Apr 13 '12,video,R,W,,VAN,2-0,4,2,1,4,0,5,2,0,26,48,18890,J. Quick,J. Stoll
Apr 11 '12,video,R,W,,VAN,1-0,4,2,2,8,0,5,0,0,39,26,18890,J. Quick,D. Penner
