Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 05 '03,,H,L,,OTT,6-7,1,5,0,3,1,4,0,1,19,30,19454,P. Lalime,M. Fisher
May 03 '03,,R,L,,OTT,6-6,2,5,0,4,2,7,0,1,19,30,18500,P. Lalime,M. Havlat
May 01 '03,,H,W,,OTT,6-5,1,0,0,1,0,1,0,0,26,28,19842,R. Cechmanek,M. Handzus
Apr 29 '03,,H,L,OT,OTT,5-5,2,3,0,4,2,2,0,0,22,27,19680,P. Lalime,W. Redden
Apr 27 '03,,R,W,,OTT,5-4,2,0,0,3,0,6,0,0,23,33,18500,R. Cechmanek,S. Gagne
Apr 25 '03,,R,L,,OTT,4-4,2,4,0,2,1,5,0,0,25,17,18197,P. Lalime,D. Alfredsson
Apr 22 '03,,H,W,,TOR,4-3,6,1,1,6,0,2,0,0,36,19,19870,R. Cechmanek,J. Williams
Apr 21 '03,,R,L,OT,TOR,3-3,1,2,0,2,0,3,0,0,36,36,19573,E. Belfour,T. Green
Apr 19 '03,,H,W,,TOR,3-2,4,1,2,4,0,5,0,0,29,23,19828,R. Cechmanek,D. Yushkevich
Apr 16 '03,,R,W,OT,TOR,2-2,3,2,0,8,1,4,0,1,75,38,19574,R. Cechmanek,M. Recchi
Apr 14 '03,,R,L,OT,TOR,1-2,3,4,0,3,1,3,0,0,39,41,19533,E. Belfour,T. Kaberle
Apr 11 '03,,H,W,,TOR,1-1,4,1,1,4,0,3,1,0,36,17,19597,R. Cechmanek,J. Roenick
Apr 09 '03,,H,L,,TOR,0-1,3,5,1,6,1,5,0,1,31,15,18937,E. Belfour,M. Renberg
