Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 06 '08,,R,O,SO,NJD,42-27-13,2,2,0,2,0,5,0,0,19,27,17625,M. Brodeur,P. Elias
Apr 04 '08,,H,O,SO,NYI,42-27-12,3,3,0,8,0,3,0,1,51,32,18200,W. Dubielewicz,R. Park
Apr 03 '08,,R,W,,NYI,42-27-11,3,0,2,7,0,2,0,0,35,25,16234,H. Lundqvist,J. Jagr
Mar 31 '08,,H,W,OT,PIT,41-27-11,2,1,2,5,0,4,0,0,27,22,18200,H. Lundqvist,C. Drury
Mar 30 '08,,R,L,,PIT,40-27-11,1,3,1,4,1,8,0,0,27,20,17020,M. Fleury,E. Malkin
Mar 27 '08,,H,W,,NJD,40-26-11,3,2,2,3,0,2,0,0,31,34,18200,H. Lundqvist,N. Dawes
Mar 25 '08,,H,O,OT,PHI,39-26-11,1,2,0,4,0,3,0,0,32,25,18200,M. Biron,M. Richards
Mar 21 '08,,R,O,SO,PHI,39-26-10,3,3,0,3,0,6,0,0,26,30,19819,M. Biron,M. Richards
Mar 19 '08,,R,W,SO,NJD,39-26-9,1,1,0,4,1,4,0,0,21,18,17625,H. Lundqvist,N. Dawes
Mar 18 '08,,H,W,,PIT,38-26-9,5,2,0,2,0,1,0,0,30,24,18200,H. Lundqvist,F. Sjostrom
Mar 15 '08,,R,L,,TBL,37-26-9,0,3,0,3,1,5,0,0,20,30,20926,M. Smith,A. Picard
Mar 14 '08,,R,L,,FLA,37-25-9,2,3,1,5,1,4,0,0,34,30,19321,T. Vokoun,O. Jokinen
Mar 10 '08,,R,W,SO,BUF,37-24-9,2,2,0,3,1,8,0,0,26,21,18690,H. Lundqvist,S. Gomez
Mar 09 '08,,H,W,SO,BOS,36-24-9,0,0,0,3,0,3,0,0,35,29,18200,H. Lundqvist,N. Dawes
Mar 06 '08,,R,W,,NYI,35-24-9,4,1,0,3,0,5,0,0,28,27,16234,H. Lundqvist,S. Avery
Mar 04 '08,,H,O,SO,NYI,34-24-9,3,3,1,2,0,2,1,0,30,18,18200,W. Dubielewicz,J. Tambellini
Mar 02 '08,,H,W,SO,PHI,34-24-8,4,4,1,4,1,6,0,0,35,26,18200,S. Valiquette,B. Shanahan
Feb 28 '08,,R,W,,CAR,33-24-8,4,2,0,3,1,6,0,0,28,28,16041,H. Lundqvist,C. Drury
Feb 24 '08,,H,W,,FLA,32-24-8,5,0,0,4,0,3,0,0,29,23,18200,H. Lundqvist,S. Gomez
Feb 23 '08,,R,W,,BUF,31-24-8,4,3,0,3,0,4,0,0,35,29,18690,H. Lundqvist,S. Avery
Feb 19 '08,,R,O,SO,MTL,30-24-8,5,5,3,6,1,3,0,0,33,32,21273,C. Huet,S. Koivu
Feb 17 '08,,H,W,,SJS,30-24-7,3,1,1,3,0,1,0,0,33,30,18200,H. Lundqvist,C. Drury
Feb 16 '08,,H,W,,BUF,29-24-7,5,1,0,5,1,3,0,0,32,30,18200,H. Lundqvist,R. Callahan
Feb 10 '08,,R,O,OT,WSH,28-24-7,2,3,0,6,2,3,0,0,33,24,17873,O. Kolzig,M. Green
Feb 09 '08,,R,W,,PHI,28-24-6,2,0,2,4,0,5,0,0,33,31,19862,S. Valiquette,N. Dawes
Feb 07 '08,,H,L,,ANA,27-24-6,1,4,0,4,1,2,0,0,33,19,18200,J. Giguere,C. Perry
Feb 05 '08,,H,L,,LAK,27-23-6,2,4,0,2,0,6,0,0,41,31,18200,J. LaBarbera,A. Frolov
Feb 03 '08,,R,W,,MTL,27-22-6,5,3,1,4,3,4,0,0,30,28,21273,H. Lundqvist,C. Drury
