Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 08 '07,,H,W,,BUF,22-48-12,4,3,1,4,0,2,0,0,33,30,19027,M. Biron,
Apr 07 '07,,H,L,,NYI,21-48-12,2,4,1,2,3,9,1,0,30,32,19412,W. Dubielewicz,
Apr 05 '07,,H,L,,NJD,21-47-12,2,3,0,4,2,6,0,1,36,33,19177,M. Brodeur,
Apr 03 '07,,R,O,OT,TOR,21-46-12,2,3,0,4,1,4,0,0,25,33,19547,A. Raycroft,B. McCabe
Mar 31 '07,,H,L,,NYR,21-46-11,4,6,1,5,1,2,0,0,37,34,19555,H. Lundqvist,
Mar 30 '07,,R,L,,NJD,21-45-11,1,3,0,3,1,4,0,0,15,24,17493,M. Brodeur,
Mar 28 '07,,H,W,,CAR,21-44-11,5,1,1,4,0,5,0,0,25,24,19123,M. Biron,
Mar 24 '07,,H,L,,NYI,20-44-11,3,4,0,3,1,6,0,0,21,34,19422,R. DiPietro,
Mar 21 '07,,R,L,,NYR,20-43-11,0,5,0,1,2,4,0,0,17,34,18200,H. Lundqvist,
Mar 20 '07,,H,L,,FLA,20-42-11,1,4,0,6,0,2,0,0,25,34,18721,E. Belfour,
Mar 17 '07,,R,L,,OTT,20-41-11,2,3,1,3,0,7,0,0,30,33,19639,M. Gerber,
Mar 15 '07,,H,W,,ATL,20-40-11,3,2,1,2,0,3,0,0,36,39,19122,M. Biron,
Mar 13 '07,,R,L,,DAL,19-40-11,2,3,0,4,0,5,0,0,19,33,17618,M. Smith,
Mar 12 '07,,R,L,,PHX,19-39-11,0,4,0,3,0,4,0,1,24,24,14799,M. Tellqvist,
Mar 10 '07,,H,W,,BOS,19-38-11,4,1,0,4,0,5,1,0,29,27,19550,M. Biron,
Mar 08 '07,,H,L,,FLA,18-38-11,1,2,0,6,0,3,0,0,27,37,19489,E. Belfour,
Mar 06 '07,,H,W,OT,NJD,18-37-11,5,4,1,4,0,3,0,0,44,41,19210,M. Biron,S. Gagne
Mar 04 '07,,R,O,SO,PIT,17-37-11,3,3,0,8,1,8,0,0,34,38,17132,M. Fleury,
Mar 01 '07,,R,W,OT,BOS,17-37-10,4,3,1,6,1,5,1,0,55,37,12294,M. Biron,S. Upshall
Feb 27 '07,,R,O,OT,NYI,16-37-10,5,6,0,3,1,2,0,0,34,39,11443,R. DiPietro,T. Hunter
Feb 24 '07,,H,L,,TOR,16-37-9,2,5,0,3,0,2,0,0,24,30,19277,A. Raycroft,
Feb 22 '07,,R,O,OT,CAR,16-36-9,2,3,0,3,0,4,0,1,35,30,14533,J. Grahame,G. Wesley
Feb 20 '07,,R,L,,BUF,16-36-8,3,6,0,2,3,5,0,0,35,22,18690,R. Miller,
Feb 19 '07,,H,L,,BOS,16-35-8,3,6,0,4,1,3,0,0,33,18,19209,T. Thomas,
Feb 17 '07,,R,W,,NYR,16-34-8,5,3,1,6,1,9,1,1,25,43,18200,A. Niittymaki,
Feb 15 '07,,H,L,,TOR,15-34-8,2,4,2,7,1,6,0,0,36,32,19321,A. Raycroft,
Feb 12 '07,,H,W,,DET,15-33-8,6,1,1,7,1,8,2,0,33,32,19575,M. Leighton,
Feb 10 '07,,H,W,OT,STL,14-33-8,4,3,2,6,1,5,0,0,26,28,19215,M. Leighton,S. Gagne
Feb 08 '07,,H,O,SO,PIT,13-33-8,4,4,2,5,1,5,0,0,33,32,19512,M. Fleury,
Feb 07 '07,,R,L,,NYI,13-33-7,0,2,0,2,0,3,0,0,27,37,10229,R. DiPietro,
Feb 03 '07,,R,W,,ATL,13-32-7,5,2,0,1,0,4,1,0,24,38,18622,A. Niittymaki,
Feb 01 '07,,H,O,OT,NJD,12-32-7,5,6,2,4,1,7,0,0,36,35,19427,M. Brodeur,B. Lukowich
Jan 30 '07,,H,O,SO,TBL,12-32-6,3,3,0,5,2,6,2,0,32,33,19313,J. Holmqvist,
Jan 28 '07,,R,W,,ATL,12-32-5,2,1,1,2,0,6,0,0,23,38,18598,A. Niittymaki,
Jan 27 '07,,H,L,,NYR,11-32-5,1,2,0,2,0,6,0,0,18,35,19618,H. Lundqvist,
Jan 20 '07,,R,O,SO,NJD,11-31-5,3,3,1,2,1,7,0,0,23,38,16621,M. Brodeur,
Jan 18 '07,,H,L,,NYI,11-31-4,2,4,1,5,2,7,0,0,31,36,19118,R. DiPietro,
Jan 13 '07,,H,L,,PIT,11-30-4,3,5,1,4,1,6,0,0,18,39,19587,M. Fleury,
Jan 11 '07,,H,L,,MTL,11-29-4,2,4,1,7,1,7,0,0,36,26,19411,D. Aebischer,
Jan 09 '07,,R,L,,WSH,11-28-4,2,6,1,6,1,3,1,0,33,31,13143,O. Kolzig,
Jan 07 '07,,R,L,,OTT,11-27-4,1,6,0,2,0,5,0,0,21,43,18509,M. Gerber,
Jan 06 '07,,R,L,,BOS,11-26-4,3,4,0,6,2,5,1,0,32,26,17565,T. Thomas,
Jan 04 '07,,R,L,,NYR,11-25-4,2,3,1,5,0,3,0,0,24,29,18200,H. Lundqvist,
Jan 02 '07,,R,W,,NYI,11-24-4,3,2,0,6,0,5,0,0,35,42,10461,R. Esche,
Dec 31 '06,,R,W,,CAR,10-24-4,5,2,1,4,1,7,0,0,19,42,18796,R. Esche,
Dec 28 '06,,R,W,,TBL,9-24-4,4,3,1,2,2,6,0,0,26,45,21171,R. Esche,
Dec 27 '06,,R,L,,FLA,8-24-4,1,3,1,8,0,6,0,0,24,33,17771,E. Belfour,
Dec 23 '06,,H,L,,OTT,8-23-4,3,6,0,5,2,5,0,1,29,42,19268,M. Gerber,
Dec 21 '06,,R,L,,MTL,8-22-4,2,4,2,5,2,8,0,1,28,37,21273,D. Aebischer,
