Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 09 '11,video,H,W,,NJD,44-33-5,5,2,0,0,0,0,0,0,29,26,18200,H. Lundqvist,R. McDonagh
Apr 07 '11,video,H,L,,ATL,43-33-5,0,3,0,4,0,2,0,0,29,26,18200,O. Pavelec,R. Schremp
Apr 04 '11,video,H,W,,BOS,43-32-5,5,3,0,4,0,1,0,0,26,30,18200,H. Lundqvist,M. Sauer
Apr 03 '11,video,R,W,SO,PHI,42-32-5,2,2,1,3,0,4,0,0,34,34,19788,H. Lundqvist,E. Christensen
Mar 31 '11,video,R,L,,NYI,41-32-5,2,6,0,8,0,2,0,0,27,33,16250,A. Montoya,J. Joensuu
Mar 30 '11,video,R,L,,BUF,41-31-5,0,1,0,1,1,1,0,0,23,35,18690,J. Enroth,T. Connolly
Mar 26 '11,video,R,W,,BOS,41-30-5,1,0,0,4,0,1,0,0,23,26,17565,H. Lundqvist,D. Stepan
Mar 24 '11,video,H,O,SO,OTT,40-30-5,1,1,0,2,0,2,0,0,30,30,18200,C. Anderson,E. Karlsson
Mar 22 '11,video,H,W,,FLA,40-30-4,1,0,0,1,0,0,0,0,33,22,18200,H. Lundqvist,B. Dubinsky
Mar 20 '11,video,R,W,,PIT,39-30-4,5,2,2,4,0,3,0,1,27,40,18278,H. Lundqvist,R. Callahan
Mar 18 '11,video,H,W,,MTL,38-30-4,6,3,1,5,1,4,0,0,31,25,18200,H. Lundqvist,M. Gaborik
Mar 15 '11,video,H,W,,NYI,37-30-4,6,3,3,5,1,3,1,0,47,28,18200,H. Lundqvist,M. Gaborik
Mar 12 '11,video,R,W,SO,SJS,36-30-4,2,2,0,1,1,3,0,0,22,33,17562,H. Lundqvist,B. Dubinsky
Mar 09 '11,video,R,L,,ANA,35-30-4,2,5,1,3,0,3,0,0,32,33,14251,D. Ellis,L. Visnovsky
