Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 09 '16,video,R,L,,PHI,48-26-8,1,3,0,1,0,3,0,0,19,36,19919,S. Mason,W. Simmonds
Apr 07 '16,video,R,W,OT,WSH,48-25-8,4,3,0,4,0,4,1,0,35,30,18506,M. Murray,S. Crosby
Apr 05 '16,video,R,W,,OTT,47-25-8,5,3,0,2,0,4,0,0,28,30,19284,M. Murray,C. Hagelin
Apr 03 '16,video,H,W,,PHI,46-25-8,6,2,1,2,0,2,1,0,39,30,18673,M. Murray,P. Hornqvist
Apr 02 '16,video,R,W,,NYI,45-25-8,5,0,2,3,0,5,1,0,33,24,15795,M. Murray,O. Sundqvist
Mar 31 '16,video,H,W,,NSH,44-25-8,5,2,2,4,0,4,0,0,41,24,18560,M. Fleury,K. Letang
Mar 29 '16,video,H,W,SO,BUF,43-25-8,4,4,0,3,2,3,2,1,46,30,18513,M. Murray,K. Letang
Mar 27 '16,video,R,W,OT,NYR,42-25-8,3,2,0,2,0,2,0,0,32,27,18006,M. Fleury,S. Crosby
Mar 26 '16,video,R,W,,DET,41-25-8,7,2,2,5,1,2,0,0,41,23,20027,M. Fleury,C. Hagelin
Mar 24 '16,video,H,L,,NJD,40-25-8,0,3,0,3,1,3,0,0,39,24,18610,S. Wedgewood,K. Palmieri
Mar 20 '16,video,H,W,,WSH,40-24-8,6,2,1,7,0,2,0,0,31,18,18656,M. Fleury,T. Kuhnhackl
Mar 19 '16,video,R,W,,PHI,39-24-8,4,1,0,3,0,3,0,0,35,17,19967,M. Fleury,C. Hagelin
Mar 17 '16,video,H,W,,CAR,38-24-8,4,2,0,3,0,5,0,0,48,33,18455,M. Murray,S. Crosby
Mar 15 '16,video,H,W,SO,NYI,37-24-8,1,1,0,3,1,3,0,0,34,26,18456,M. Fleury,K. Letang
Mar 13 '16,video,R,W,,NYR,36-24-8,5,3,1,3,1,4,0,0,33,27,18006,M. Fleury,M. Cullen
Mar 11 '16,video,R,W,,CBJ,35-24-8,3,2,1,3,0,2,0,0,31,27,18205,M. Fleury,C. Hagelin
Mar 08 '16,video,R,L,,NYI,34-24-8,1,2,0,3,2,4,0,0,35,27,14724,J. Halak,A. Lee
Mar 06 '16,video,R,W,,NJD,34-23-8,6,1,1,4,0,3,0,0,30,18,15856,M. Murray,M. Cullen
Mar 05 '16,video,H,L,,CGY,33-23-8,2,4,0,2,0,3,0,0,31,30,18663,J. Ortio,M. Backlund
Mar 03 '16,video,H,W,,NYR,33-22-8,4,1,1,3,0,2,0,0,26,28,18492,M. Fleury,E. Malkin
Mar 01 '16,video,R,L,,WSH,32-22-8,2,3,0,2,1,3,0,0,30,37,18506,B. Holtby,T. Oshie
Feb 29 '16,video,H,W,,ARI,32-21-8,6,0,1,5,0,3,0,0,33,30,18435,M. Fleury,P. Hornqvist
Feb 27 '16,video,H,W,,WPG,31-21-8,4,1,0,1,1,2,0,0,33,28,18650,M. Fleury,C. Hagelin
Feb 24 '16,video,R,L,,BOS,30-21-8,1,5,0,1,0,0,0,0,42,29,17565,T. Rask,D. Pastrnak
Feb 21 '16,video,R,W,,BUF,30-20-8,4,3,0,4,2,3,1,0,31,27,19070,M. Fleury,M. Cullen
Feb 20 '16,video,H,L,,TBL,29-20-8,2,4,0,4,0,5,1,0,39,20,18643,B. Bishop,M. Carle
Feb 18 '16,video,H,W,,DET,29-19-8,6,3,0,1,0,1,0,0,39,38,18584,M. Fleury,S. Wilson
Feb 15 '16,video,R,O,SO,FLA,28-19-8,1,1,0,2,0,3,0,0,32,28,15595,A. Montoya,J. Jokinen
Feb 12 '16,video,R,W,SO,CAR,28-19-7,1,1,0,1,0,3,0,0,26,30,15783,M. Fleury,K. Letang
Feb 10 '16,video,H,L,,NYR,27-19-7,0,3,0,2,0,1,0,0,34,22,18539,H. Lundqvist,K. Hayes
Feb 08 '16,video,H,W,,ANA,27-18-7,6,2,0,1,0,2,0,0,35,38,18418,M. Fleury,C. Hagelin
Feb 06 '16,video,R,W,OT,FLA,26-18-7,3,2,1,5,1,5,0,1,35,44,20295,J. Zatkoff,K. Letang
Feb 05 '16,video,R,L,,TBL,25-18-7,3,6,0,3,1,2,0,1,30,29,19092,B. Bishop,T. Johnson
Feb 02 '16,video,H,W,,OTT,25-17-7,6,5,2,5,0,1,0,0,44,23,18420,M. Fleury,S. Crosby
Jan 26 '16,video,H,W,,NJD,24-17-7,2,0,1,2,0,4,0,0,31,25,18442,M. Fleury,S. Crosby
Jan 23 '16,video,H,W,,VAN,23-17-7,5,4,1,5,0,1,0,1,30,32,18539,M. Fleury,S. Crosby
Jan 21 '16,video,H,W,,PHI,22-17-7,4,3,2,4,3,6,0,0,45,32,18652,M. Fleury,P. Kessel
Jan 18 '16,video,R,L,,STL,21-17-7,2,5,0,3,0,2,0,0,38,25,19312,B. Elliott,T. Brouwer
Jan 17 '16,video,H,W,,CAR,21-16-7,5,0,1,4,0,4,0,0,32,22,18528,M. Fleury,O. Maatta
Jan 15 '16,video,R,O,OT,TBL,20-16-7,4,5,1,4,2,5,0,0,40,25,19092,A. Vasilevskiy,V. Namestnikov
Jan 12 '16,video,R,O,OT,CAR,20-16-6,2,3,0,2,1,3,0,0,25,21,13012,C. Ward,J. Skinner
Jan 09 '16,video,R,W,,MTL,20-16-5,3,1,1,4,0,4,1,0,32,34,21288,M. Fleury,B. Rust
Jan 06 '16,video,R,L,,CHI,19-16-5,1,3,1,3,0,3,0,0,18,37,21908,S. Darling,A. Panarin
Jan 05 '16,video,H,O,OT,CHI,19-15-5,2,3,0,1,0,2,0,0,36,30,18658,C. Crawford,A. Panarin
Jan 02 '16,video,H,W,,NYI,19-15-4,5,2,2,4,0,1,1,0,43,40,18665,M. Fleury,S. Crosby
Dec 31 '15,video,R,W,,DET,18-15-4,5,2,2,3,0,3,0,0,37,35,20027,J. Zatkoff,S. Crosby
Dec 30 '15,video,H,O,SO,TOR,17-15-4,2,2,1,5,0,2,0,0,41,36,18662,J. Bernier,P. Parenteau
Dec 27 '15,video,R,L,,WPG,17-15-3,0,1,0,2,0,2,0,0,30,28,15294,C. Hellebuyck,B. Little
Dec 26 '15,video,R,W,,MIN,17-14-3,3,1,1,3,0,4,0,0,32,26,19234,M. Murray,E. Fehr
Dec 21 '15,video,H,W,,CBJ,16-14-3,5,2,2,4,0,3,0,0,35,24,18602,M. Murray,P. Kessel
Dec 19 '15,video,H,L,,CAR,15-14-3,1,2,1,2,2,4,0,0,38,26,18590,C. Ward,J. Liles
Dec 18 '15,video,H,L,,BOS,15-13-3,2,6,0,5,1,4,0,1,32,34,18585,T. Rask,L. Eriksson
Dec 16 '15,video,R,L,,BOS,15-12-3,0,3,0,3,1,4,0,0,34,29,17565,T. Rask,M. Talbot
Dec 14 '15,video,H,L,,WSH,15-11-3,1,4,0,2,1,4,0,0,45,34,18520,B. Holtby,J. Carlson
Dec 11 '15,video,H,O,SO,LAK,15-10-3,2,2,0,3,0,2,0,0,42,40,18489,J. Quick,M. Gaborik
Dec 09 '15,video,R,W,,COL,15-10-2,4,2,0,2,0,5,0,0,33,26,15838,M. Fleury,P. Hornqvist
Dec 06 '15,video,R,L,,ANA,14-10-2,1,2,0,2,0,1,0,0,24,25,15836,J. Gibson,C. Stewart
Dec 05 '15,video,R,L,,LAK,14-9-2,3,5,0,2,1,3,0,0,20,37,18230,J. Quick,J. Muzzin
Dec 01 '15,video,R,W,,SJS,14-8-2,5,1,1,2,1,3,0,0,29,34,16624,M. Fleury,M. Cullen
Nov 28 '15,video,H,O,SO,EDM,13-8-2,2,2,1,4,1,4,0,0,41,36,18656,A. Nilsson,M. Hendricks
Nov 27 '15,video,R,O,OT,CBJ,13-8-1,1,2,1,4,0,4,0,0,25,43,18205,S. Bobrovsky,C. Atkinson
Nov 25 '15,video,H,W,OT,STL,13-8-0,4,3,1,4,1,2,0,0,34,32,18569,M. Fleury,E. Malkin
Nov 21 '15,video,H,L,,SJS,12-8-0,1,3,1,6,0,4,0,0,39,29,18534,M. Jones,B. Burns
Nov 19 '15,video,H,W,,COL,12-7-0,4,3,1,4,1,5,0,0,30,31,18430,M. Fleury,S. Crosby
Nov 17 '15,video,H,W,,MIN,11-7-0,4,3,2,6,2,6,0,0,29,29,18495,M. Fleury,E. Malkin
Nov 14 '15,video,R,L,,NJD,10-7-0,0,4,0,3,1,4,0,0,21,37,16514,C. Schneider,D. Schlemko
Nov 13 '15,video,H,L,,CBJ,10-6-0,1,2,0,6,1,4,0,0,29,28,18610,S. Bobrovsky,B. Saad
Nov 11 '15,video,H,W,SO,MTL,10-5-0,3,3,0,4,1,4,0,0,34,38,18455,M. Fleury,D. Perron
Nov 07 '15,video,R,L,,CGY,9-5-0,2,5,1,2,1,3,0,0,25,31,19289,K. Ramo,S. Bennett
Nov 06 '15,video,R,W,,EDM,9-4-0,2,1,1,4,0,2,0,0,33,28,16839,J. Zatkoff,P. Kessel
Nov 04 '15,video,R,W,,VAN,8-4-0,3,2,1,3,0,4,1,0,23,20,18570,M. Fleury,E. Fehr
Oct 31 '15,video,R,W,,TOR,7-4-0,4,0,1,3,0,4,1,0,32,21,19197,M. Fleury,C. Kunitz
Oct 29 '15,video,H,W,,BUF,6-4-0,4,3,1,1,0,2,0,0,29,53,18415,J. Zatkoff,E. Malkin
Oct 28 '15,video,R,W,,WSH,5-4-0,3,1,0,3,0,3,0,0,25,34,18506,M. Fleury,P. Kessel
Oct 24 '15,video,R,W,OT,NSH,4-4-0,2,1,0,3,0,3,0,0,25,39,17163,M. Fleury,P. Kessel
Oct 22 '15,video,H,L,,DAL,3-4-0,1,4,0,5,1,3,0,0,34,23,18490,A. Niemi,J. Klingberg
Oct 20 '15,video,H,W,OT,FLA,3-3-0,3,2,2,3,0,2,0,0,35,33,18471,M. Fleury,E. Malkin
Oct 17 '15,video,H,W,,TOR,2-3-0,2,1,0,5,0,4,0,0,33,27,18650,M. Fleury,O. Maatta
Oct 15 '15,video,H,W,,OTT,1-3-0,2,0,0,3,0,3,0,0,36,22,18486,M. Fleury,E. Malkin
Oct 13 '15,video,H,L,,MTL,0-3-0,2,3,0,2,1,2,0,0,33,30,18626,C. Price,T. Fleischmann
