Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Jun 13 '14,video,R,L,OT,LAK,13-12,2,3,1,5,1,4,1,0,30,51,18713,J. Quick,A. Martinez
Jun 11 '14,video,H,W,,LAK,13-11,2,1,0,3,0,2,0,0,19,41,18006,H. Lundqvist,M. St. Louis
Jun 09 '14,video,H,L,,LAK,12-11,0,3,0,6,1,4,0,0,32,15,18006,J. Quick,J. Carter
Jun 07 '14,video,R,L,OT,LAK,12-10,4,5,1,5,1,4,0,0,38,44,18532,J. Quick,D. Brown
Jun 04 '14,video,R,L,OT,LAK,12-9,2,3,0,3,0,4,1,0,27,43,18399,J. Quick,J. Williams
May 29 '14,video,H,W,,MTL,12-8,1,0,0,4,0,2,0,0,32,18,18006,H. Lundqvist,D. Moore
May 27 '14,video,R,L,,MTL,11-8,4,7,1,7,1,4,0,0,27,28,21273,D. Tokarski,R. Bourque
May 25 '14,video,H,W,OT,MTL,11-7,3,2,0,3,1,8,1,0,29,29,18006,H. Lundqvist,M. St. Louis
May 22 '14,video,H,L,OT,MTL,10-7,2,3,0,2,0,2,0,0,37,25,18006,D. Tokarski,A. Galchenyuk
May 19 '14,video,R,W,,MTL,10-6,3,1,1,3,0,4,0,0,30,41,21273,H. Lundqvist,R. Nash
May 17 '14,video,R,W,,MTL,9-6,7,2,3,7,0,3,0,1,28,22,21273,H. Lundqvist,C. Kreider
May 13 '14,video,R,W,,PIT,8-6,2,1,1,2,0,1,0,0,20,36,18635,H. Lundqvist,B. Richards
May 11 '14,video,H,W,,PIT,7-6,3,1,0,6,0,4,0,0,29,37,18006,H. Lundqvist,C. Hagelin
May 09 '14,video,R,W,,PIT,6-6,5,1,2,3,0,4,0,0,35,32,18633,H. Lundqvist,D. Brassard
May 07 '14,video,H,L,,PIT,5-6,2,4,0,2,0,3,0,1,15,27,18006,M. Fleury,J. Jokinen
May 05 '14,video,H,L,,PIT,5-5,0,2,0,5,0,1,0,0,35,15,18006,M. Fleury,S. Crosby
May 04 '14,video,R,L,,PIT,5-4,0,3,0,4,1,3,0,0,22,35,18638,M. Fleury,K. Letang
May 02 '14,video,R,W,OT,PIT,5-3,3,2,0,4,0,4,0,0,27,36,18622,H. Lundqvist,D. Brassard
Apr 30 '14,video,H,W,,PHI,4-3,2,1,0,1,0,2,0,0,33,27,18006,H. Lundqvist,B. Pouliot
Apr 29 '14,video,R,L,,PHI,3-3,2,5,0,5,2,3,0,0,36,29,20137,S. Mason,E. Gustafsson
Apr 27 '14,video,H,W,,PHI,3-2,4,2,0,3,1,5,0,0,22,26,18006,H. Lundqvist,D. Moore
Apr 25 '14,video,R,L,,PHI,2-2,1,2,0,4,1,2,0,0,38,25,20132,S. Mason,J. Voracek
Apr 22 '14,video,R,W,,PHI,2-1,4,1,0,4,0,5,0,0,23,32,20096,H. Lundqvist,M. St. Louis
Apr 20 '14,video,H,L,,PHI,1-1,2,4,1,6,2,3,0,0,33,25,18006,R. Emery,L. Schenn
Apr 17 '14,video,H,W,,PHI,1-0,4,1,2,6,0,1,0,0,36,15,18006,H. Lundqvist,B. Richards
