Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 10 '11,video,H,W,OT,EDM,30-44-8,4,3,2,5,2,2,0,0,25,28,17566,P. Budaj,D. Jones
Apr 08 '11,video,H,L,,DAL,29-44-8,2,3,0,1,0,3,1,0,17,28,14037,K. Lehtonen,B. Morrow
Apr 07 '11,video,R,L,,DAL,29-43-8,2,4,0,1,1,5,0,0,23,37,15105,K. Lehtonen,B. Morrow
Apr 05 '11,video,R,L,,STL,29-42-8,1,3,0,2,1,3,0,0,27,29,19150,J. Halak,K. Shattenkirk
Apr 03 '11,video,H,L,,CGY,29-41-8,1,2,0,3,0,1,0,0,35,36,13896,M. Kiprusoff,A. Tanguay
Apr 01 '11,video,R,W,SO,PHX,29-40-8,3,3,0,4,1,6,0,0,20,38,15739,P. Budaj,R. O'Reilly
Mar 31 '11,video,H,L,,NSH,28-40-8,2,3,0,0,1,3,0,0,29,34,13239,P. Rinne,M. Erat
Mar 28 '11,video,R,L,,ANA,28-39-8,4,5,1,2,2,4,0,0,35,42,14336,R. Emery,T. Selanne
Mar 26 '11,video,R,L,,LAK,28-38-8,1,4,0,2,1,3,0,0,21,25,18118,J. Quick,M. Handzus
Mar 24 '11,video,H,L,,TOR,28-37-8,3,4,1,2,1,3,1,0,28,27,14364,J. Reimer,P. Kessel
Mar 22 '11,video,H,W,SO,CBJ,28-36-8,4,4,1,4,0,2,0,2,32,33,12301,B. Elliott,M. Hejduk
Mar 19 '11,video,R,W,SO,EDM,27-36-8,2,2,0,2,1,5,0,0,27,33,16839,B. Elliott,R. Stoa
Mar 17 '11,video,R,L,,CGY,26-36-8,2,5,1,5,2,4,0,0,29,28,19289,M. Kiprusoff,R. Bourque
Mar 16 '11,video,R,L,,VAN,26-35-8,2,4,1,1,0,1,0,0,29,40,18860,C. Schneider,H. Sedin
Mar 12 '11,video,R,L,,NSH,26-34-8,2,4,0,4,0,5,0,0,38,29,17113,P. Rinne,J. Ward
Mar 11 '11,video,H,L,,ANA,26-33-8,2,6,0,4,1,4,0,0,26,33,16244,D. Ellis,C. Perry
Mar 08 '11,video,R,L,,MIN,26-32-8,2,5,1,5,1,5,0,1,30,25,18441,N. Backstrom,J. Madden
Mar 05 '11,video,H,L,,EDM,26-31-8,1,5,0,4,2,2,0,1,34,31,15869,D. Dubnyk,R. Jones
Mar 01 '11,video,R,O,SO,SJS,26-30-8,1,1,1,2,0,4,0,0,19,35,17562,A. Niemi,R. Clowe
Feb 27 '11,video,R,L,,ANA,26-30-7,2,3,0,1,1,5,0,0,24,32,14510,D. Ellis,B. McMillan
Feb 26 '11,video,R,L,,LAK,26-29-7,3,4,1,4,2,9,0,0,17,42,18118,J. Quick,J. Stoll
Feb 23 '11,video,H,L,,EDM,26-28-7,1,5,1,4,2,3,0,0,39,31,14801,D. Dubnyk,S. Gagner
Feb 22 '11,video,R,W,,STL,26-27-7,4,3,1,5,1,2,0,0,27,45,19150,P. Budaj,P. Stastny
Feb 19 '11,video,R,L,,SJS,25-27-7,0,4,0,3,2,3,0,0,25,33,17562,A. Niemi,D. Setoguchi
Feb 16 '11,video,H,O,OT,PIT,25-26-7,2,3,0,2,1,5,0,0,31,36,17357,M. Fleury,T. Kennedy
Feb 14 '11,video,H,L,,CGY,25-26-6,1,9,1,3,1,4,0,1,23,33,14035,M. Kiprusoff,A. Babchuk
Feb 12 '11,video,R,L,,NSH,25-25-6,3,5,0,2,1,3,0,0,18,39,17113,P. Rinne,C. Franson
Feb 11 '11,video,R,L,,CBJ,25-24-6,1,3,0,1,0,2,0,0,32,32,16408,M. Garon,D. Brassard
Feb 09 '11,video,R,L,,MIN,25-23-6,2,3,0,4,1,4,0,0,25,24,18194,N. Backstrom,J. Madden
Feb 07 '11,video,R,L,,PHX,25-22-6,0,3,0,4,1,3,0,0,26,26,9508,I. Bryzgalov,R. Vrbata
Feb 05 '11,video,H,L,,ANA,25-21-6,0,3,0,3,1,6,0,0,25,29,16785,C. McElhinney,C. Perry
Feb 03 '11,video,H,L,,MIN,25-20-6,3,4,0,3,0,3,0,0,41,25,13818,J. Theodore,P. Bouchard
Jan 26 '11,video,H,L,,PHX,25-19-6,2,5,0,3,1,8,0,0,31,37,13740,I. Bryzgalov,E. Belanger
Jan 24 '11,video,H,W,,STL,25-18-6,4,3,2,5,0,3,0,0,32,24,12338,P. Budaj,R. Stoa
Jan 22 '11,video,H,L,,BOS,24-18-6,2,6,0,4,1,3,0,1,34,40,18007,T. Thomas,M. Recchi
Jan 20 '11,video,H,L,,NSH,24-17-6,1,5,0,1,0,4,0,0,33,28,12638,P. Rinne,C. Franson
Jan 18 '11,video,H,W,OT,VAN,24-16-6,4,3,3,5,2,3,0,0,30,43,12791,C. Anderson,D. Jones
Jan 14 '11,video,R,W,,MIN,23-16-6,4,1,1,2,0,4,0,0,18,33,18218,C. Anderson,M. Hejduk
Jan 12 '11,video,R,L,,CHI,22-16-6,0,4,0,4,0,3,0,0,24,31,21356,C. Crawford,T. Brouwer
Jan 10 '11,video,H,W,,DET,22-15-6,5,4,0,5,2,3,0,0,26,30,17535,P. Budaj,D. Jones
Jan 08 '11,video,H,O,OT,NYI,21-15-6,3,4,0,3,3,4,0,0,37,27,15171,K. Poulin,J. Tavares
Jan 06 '11,video,H,L,,PHX,21-15-5,0,2,0,1,0,1,0,0,34,33,12308,J. LaBarbera,T. Pyatt
Jan 04 '11,video,H,W,OT,BUF,21-14-5,4,3,1,6,1,8,1,0,34,40,12548,P. Budaj,D. Jones
Jan 02 '11,video,H,L,,VAN,20-14-5,1,2,0,5,0,4,0,0,32,29,15323,R. Luongo,M. Raymond
Dec 31 '10,video,R,L,,CGY,20-13-5,2,3,0,2,0,4,1,0,21,23,19289,M. Kiprusoff,T. Jackman
Dec 30 '10,video,R,W,SO,EDM,20-12-5,3,3,0,2,0,4,0,0,27,35,16839,C. Anderson,M. Hejduk
Dec 27 '10,video,H,O,OT,DET,19-12-5,3,4,1,7,4,6,0,0,49,30,18007,C. Osgood,N. Kronwall
Dec 23 '10,video,H,L,,MIN,19-12-4,1,3,1,2,1,3,0,1,37,32,16323,N. Backstrom,M. Cullen
Dec 21 '10,video,H,L,,LAK,19-11-4,0,5,0,3,1,3,0,0,23,32,15891,J. Quick,R. Scuderi
Dec 19 '10,video,H,W,,MTL,19-10-4,3,2,1,3,2,4,0,0,28,29,18007,C. Anderson,T. Galiardi
Dec 17 '10,video,H,W,OT,OTT,18-10-4,6,5,1,3,1,5,0,0,25,29,15113,C. Anderson,M. Duchene
Dec 15 '10,video,R,W,,CHI,17-10-4,4,3,2,3,0,3,0,0,23,38,21121,C. Anderson,T. Fleischmann
Dec 13 '10,video,H,W,,CHI,16-10-4,7,5,0,2,2,5,0,0,30,34,15924,C. Anderson,M. Duchene
Dec 11 '10,video,R,W,,WSH,15-10-4,3,2,1,3,1,3,0,0,26,42,18398,C. Anderson,P. Stastny
Dec 10 '10,video,R,W,,ATL,14-10-4,4,2,1,3,0,3,2,0,29,26,14034,C. Anderson,M. Hejduk
Dec 07 '10,video,R,O,OT,FLA,13-10-4,3,4,0,1,0,2,0,0,25,25,12791,T. Vokoun,S. Weiss
Dec 04 '10,video,R,L,,TBL,13-10-3,5,6,1,4,2,6,0,0,24,39,18212,D. Ellis,S. Bergenheim
Dec 03 '10,video,R,O,OT,CAR,13-9-3,1,2,0,3,0,2,0,0,35,30,16277,C. Ward,B. Sutter
Nov 30 '10,video,H,O,OT,ATL,13-9-2,2,3,1,4,0,4,0,0,31,31,12131,O. Pavelec,A. Stewart
Nov 27 '10,video,H,W,,MIN,13-9-1,7,4,1,4,1,3,0,0,40,32,18007,P. Budaj,K. Shattenkirk
Nov 25 '10,video,R,L,,EDM,12-9-1,2,3,1,2,0,3,0,0,37,24,16839,M. Gerber,T. Hall
Nov 24 '10,video,R,L,,VAN,12-8-1,2,4,1,5,0,4,0,0,23,19,18860,R. Luongo,R. Kesler
Nov 20 '10,video,R,W,SO,DAL,12-7-1,3,3,2,5,1,5,0,0,26,29,17441,P. Budaj,K. Porter
Nov 19 '10,video,H,W,,NYR,11-7-1,5,1,0,1,0,5,0,0,26,26,16002,C. Anderson,K. Porter
Nov 17 '10,video,H,W,OT,SJS,10-7-1,4,3,1,2,0,5,0,0,22,43,12436,P. Budaj,K. Porter
Nov 15 '10,video,H,W,,STL,9-7-1,6,3,1,4,1,3,0,0,23,30,12670,P. Budaj,B. Yip
Nov 13 '10,video,R,L,,DET,8-7-1,1,3,1,5,1,4,0,0,22,25,20066,J. Howard,J. Hudler
Nov 12 '10,video,R,W,,CBJ,8-6-1,5,1,0,2,0,3,1,0,29,29,13594,P. Budaj,G. Mauldin
Nov 09 '10,video,H,L,,CGY,7-6-1,2,4,2,6,1,4,0,0,31,25,12219,M. Kiprusoff,D. Moss
Nov 06 '10,video,H,W,,DAL,7-5-1,5,0,0,2,0,3,1,0,45,31,16172,P. Budaj,K. Porter
Nov 04 '10,video,H,L,,VAN,6-5-1,1,3,0,2,3,4,0,0,34,36,12732,C. Schneider,H. Sedin
