Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Jun 09 '10,video,R,W,OT,PHI,16-6,4,3,1,5,1,4,0,0,41,24,20327,A. Niemi,P. Kane
Jun 06 '10,video,H,W,,PHI,15-6,7,4,2,4,0,3,0,0,28,27,22305,A. Niemi,D. Byfuglien
Jun 04 '10,video,R,L,,PHI,14-6,3,5,1,3,1,6,0,0,34,31,20304,M. Leighton,V. Leino
Jun 02 '10,video,R,L,OT,PHI,14-5,3,4,0,3,2,3,0,0,27,32,20297,M. Leighton,C. Giroux
May 31 '10,video,H,W,,PHI,14-4,2,1,0,3,1,3,0,0,26,33,22275,A. Niemi,B. Eager
May 29 '10,video,H,W,,PHI,13-4,6,5,0,0,1,4,1,0,32,32,22312,A. Niemi,T. Kopecky
May 23 '10,video,H,W,,SJS,12-4,4,2,1,5,0,2,0,1,27,18,22224,A. Niemi,D. Byfuglien
May 21 '10,video,H,W,OT,SJS,11-4,3,2,1,2,1,6,0,0,38,46,22311,A. Niemi,D. Byfuglien
May 18 '10,video,R,W,,SJS,10-4,4,2,1,4,1,1,0,0,22,27,17562,A. Niemi,J. Toews
May 16 '10,video,R,W,,SJS,9-4,2,1,0,0,1,5,0,0,40,45,17562,A. Niemi,D. Byfuglien
May 11 '10,video,R,W,,VAN,8-4,5,1,0,2,0,2,1,0,35,30,18810,A. Niemi,K. Versteeg
May 09 '10,video,H,L,,VAN,7-4,1,4,0,4,1,6,0,0,30,24,22192,R. Luongo,K. Bieksa
May 07 '10,video,R,W,,VAN,7-3,7,4,4,8,2,4,0,0,34,30,18810,A. Niemi,J. Toews
May 05 '10,video,R,W,,VAN,6-3,5,2,2,6,0,4,0,0,35,33,18810,A. Niemi,D. Byfuglien
May 03 '10,video,H,W,,VAN,5-3,4,2,0,2,1,6,1,0,34,26,22142,A. Niemi,K. Versteeg
May 01 '10,video,H,L,,VAN,4-3,1,5,1,6,1,4,0,0,37,28,22184,R. Luongo,M. Raymond
Apr 26 '10,video,R,W,,NSH,4-2,5,3,1,6,1,5,0,0,32,28,17113,A. Niemi,J. Toews
Apr 24 '10,video,H,W,OT,NSH,3-2,5,4,0,4,0,5,1,1,32,21,22115,A. Niemi,M. Hossa
Apr 22 '10,video,R,W,,NSH,2-2,3,0,1,2,0,5,0,0,30,33,17113,A. Niemi,P. Sharp
Apr 20 '10,video,R,L,,NSH,1-2,1,4,1,4,0,5,0,0,27,35,16075,P. Rinne,D. Legwand
Apr 18 '10,video,H,W,,NSH,1-1,2,0,1,5,0,5,0,0,33,23,22158,A. Niemi,D. Bolland
Apr 16 '10,video,H,L,,NSH,0-1,1,4,0,2,0,2,0,0,26,26,22256,P. Rinne,J. Dumont
