Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 04 '08,,R,L,OT,PIT,5-5,2,3,0,4,1,7,0,0,22,40,17132,M. Fleury,M. Hossa
May 01 '08,,H,W,,PIT,5-4,3,0,2,7,0,4,0,0,34,29,18200,H. Lundqvist,J. Jagr
Apr 29 '08,,H,L,,PIT,4-4,3,5,0,5,2,3,0,0,39,17,18200,M. Fleury,E. Malkin
Apr 27 '08,,R,L,,PIT,4-3,0,2,0,6,1,5,0,0,26,32,17132,M. Fleury,J. Staal
Apr 25 '08,,R,L,,PIT,4-2,4,5,1,3,1,5,0,0,24,26,17132,M. Fleury,E. Malkin
Apr 18 '08,,R,W,,NJD,4-1,5,3,1,2,1,4,0,0,23,26,17625,H. Lundqvist,C. Drury
Apr 16 '08,,H,W,,NJD,3-1,5,3,1,4,1,3,0,0,39,31,18200,H. Lundqvist,M. Staal
Apr 13 '08,,H,L,OT,NJD,2-1,3,4,2,5,2,8,0,0,30,33,18200,M. Brodeur,J. Madden
Apr 11 '08,,R,W,,NJD,2-0,2,1,0,3,0,5,0,0,30,27,17625,H. Lundqvist,S. Avery
Apr 09 '08,,R,W,,NJD,1-0,4,1,0,3,1,4,1,0,28,27,17625,H. Lundqvist,R. Callahan
