Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
May 07 '15,video,H,L,,CHI,4-6,3,4,1,3,1,2,0,1,37,25,19163,C. Crawford,M. Hossa
May 05 '15,video,H,L,,CHI,4-5,0,1,0,3,1,1,0,0,30,22,19349,C. Crawford,P. Kane
May 03 '15,video,R,L,,CHI,4-4,1,4,1,2,0,2,0,1,31,31,21934,C. Crawford,P. Kane
May 01 '15,video,R,L,,CHI,4-3,3,4,1,3,0,1,0,0,33,35,21851,C. Crawford,T. Teravainen
Apr 26 '15,video,H,W,,STL,4-2,4,1,0,1,0,2,1,0,21,31,19318,D. Dubnyk,J. Fontaine
Apr 24 '15,video,R,W,,STL,3-2,4,1,1,2,1,2,0,0,19,37,19653,D. Dubnyk,N. Niederreiter
Apr 22 '15,video,H,L,,STL,2-2,1,6,1,1,0,2,0,0,18,26,19390,J. Allen,V. Tarasenko
Apr 20 '15,video,H,W,,STL,2-1,3,0,0,3,0,0,0,0,24,17,19165,D. Dubnyk,J. Pominville
Apr 18 '15,video,R,L,,STL,1-1,1,4,0,1,1,3,0,0,25,27,19243,J. Allen,V. Tarasenko
Apr 16 '15,video,R,W,,STL,1-0,4,2,2,4,0,2,0,1,29,21,19671,D. Dubnyk,M. Granlund
