Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
25 May '17,video,R,L,OT,PIT,11-8,2,3,0,2,1,1,0,0,29,42,18604,M. Murray,C. Kunitz
23 May '17,video,H,W,,PIT,11-7,2,1,1,3,0,3,0,0,30,46,18111,C. Anderson,M. Hoffman
21 May '17,video,R,L,,PIT,10-7,0,7,0,4,3,3,0,0,25,36,18635,M. Murray,O. Maatta
19 May '17,video,H,L,,PIT,10-6,2,3,0,4,1,2,0,0,26,35,19145,M. Murray,B. Dumoulin
17 May '17,video,H,W,,PIT,10-5,5,1,0,4,1,4,0,0,29,26,18615,C. Anderson,M. Methot
15 May '17,video,R,L,,PIT,9-5,0,1,0,1,0,1,0,0,23,29,18610,M. Fleury,P. Kessel
13 May '17,video,R,W,OT,PIT,9-4,2,1,0,2,0,5,0,0,35,28,18614,C. Anderson,B. Ryan
09 May '17,video,R,W,,NYR,8-4,4,2,0,2,0,4,0,0,26,39,18006,C. Anderson,E. Karlsson
06 May '17,video,H,W,OT,NYR,7-4,5,4,0,3,0,3,0,0,37,33,19082,C. Anderson,K. Turris
04 May '17,video,R,L,,NYR,6-4,1,4,0,2,1,6,0,0,23,30,18006,H. Lundqvist,O. Lindberg
02 May '17,video,R,L,,NYR,6-3,1,4,0,3,0,3,0,0,27,30,18006,H. Lundqvist,M. Grabner
29 Apr '17,video,H,W,OT,NYR,6-2,6,5,0,4,0,4,0,2,34,48,18679,C. Anderson,J. Pageau
27 Apr '17,video,H,W,,NYR,5-2,2,1,1,4,1,4,0,0,43,35,16744,C. Anderson,E. Karlsson
23 Apr '17,video,R,W,OT,BOS,4-2,3,2,2,5,1,2,0,0,29,30,17565,C. Anderson,C. MacArthur
21 Apr '17,video,H,L,OT,BOS,3-2,2,3,0,5,0,3,0,0,43,39,19209,T. Rask,S. Kuraly
19 Apr '17,video,R,W,,BOS,3-1,1,0,0,3,0,1,0,0,27,22,17565,C. Anderson,B. Ryan
17 Apr '17,video,R,W,OT,BOS,2-1,4,3,2,4,1,3,0,0,32,20,17565,C. Anderson,B. Ryan
15 Apr '17,video,H,W,OT,BOS,1-1,4,3,1,4,1,3,0,1,29,29,18629,C. Anderson,D. Phaneuf
12 Apr '17,video,H,L,,BOS,0-1,1,2,0,2,0,4,0,0,27,25,18702,T. Rask,B. Marchand
