Date,Video,H/R,Dec,O/S,Opp,Record,GF,GA,PPG,PP Opp,PPGA,TS,SHGF,SHGA,SF,SA,Att,W Goalie,W Goal
Apr 27 '13,video,H,W,OT,BOS,27-18-3,3,2,3,5,0,2,0,0,37,34,18506,B. Holtby,E. Fehr
Apr 25 '13,video,H,O,OT,OTT,26-18-3,1,2,0,1,1,5,0,0,20,41,18506,C. Anderson,S. Gonchar
Apr 23 '13,video,H,W,,WPG,26-18-2,5,3,0,1,1,3,0,0,41,27,18506,B. Holtby,M. Perreault
Apr 20 '13,video,R,W,,MTL,25-18-2,5,1,2,3,0,5,0,0,25,36,21273,B. Holtby,T. Brouwer
Apr 18 '13,video,R,L,,OTT,24-18-2,1,3,0,3,0,3,0,0,19,38,19965,C. Anderson,C. Conacher
Apr 16 '13,video,H,W,,TOR,24-17-2,5,1,2,6,0,3,0,0,37,30,18506,B. Holtby,M. Erat
Apr 13 '13,video,H,W,OT,TBL,23-17-2,6,5,2,5,0,2,0,0,38,40,18506,B. Holtby,M. Green
Apr 11 '13,video,H,W,,CAR,22-17-2,3,1,1,4,1,3,0,0,31,44,18506,B. Holtby,M. Green
Apr 09 '13,video,R,W,,MTL,21-17-2,3,2,0,1,0,1,0,0,27,29,21273,M. Neuvirth,J. Hillen
Apr 07 '13,video,H,W,,TBL,20-17-2,4,2,0,2,1,2,0,0,38,30,18506,M. Neuvirth,J. Ward
Apr 06 '13,video,R,W,,FLA,19-17-2,4,3,3,5,1,2,0,0,31,30,16886,B. Holtby,A. Ovechkin
Apr 04 '13,video,H,W,SO,NYI,18-17-2,1,1,0,2,0,2,0,0,22,36,18506,B. Holtby,A. Ovechkin
Apr 02 '13,video,R,W,,CAR,17-17-2,5,3,1,3,2,4,1,0,19,34,16530,B. Holtby,A. Ovechkin
Mar 31 '13,video,R,O,OT,PHI,16-17-2,4,5,2,7,1,4,0,0,29,34,19681,I. Bryzgalov,R. Fedotenko
Mar 30 '13,video,R,W,SO,BUF,16-17-1,3,3,1,4,1,2,1,0,38,23,19070,B. Holtby,M. Hendricks
Mar 26 '13,video,H,L,,NYI,15-17-1,2,3,0,3,0,2,0,0,22,31,18506,E. Nabokov,J. Tavares
Mar 24 '13,video,R,W,SO,NYR,15-16-1,2,2,1,3,1,2,0,0,24,32,17200,B. Holtby,N. Backstrom
Mar 22 '13,video,R,W,,WPG,14-16-1,6,1,1,4,0,5,0,0,24,31,15004,B. Holtby,T. Brouwer
Mar 21 '13,video,R,W,,WPG,13-16-1,4,0,1,3,0,3,0,0,25,20,15004,B. Holtby,T. Brouwer
Mar 19 '13,video,R,L,,PIT,12-16-1,1,2,1,5,1,3,0,0,29,36,18653,M. Fleury,M. Niskanen
Mar 17 '13,video,H,W,,BUF,12-15-1,5,3,1,4,1,3,0,0,25,30,18506,B. Holtby,M. Johansson
Mar 16 '13,video,R,L,,BOS,11-15-1,1,4,0,3,1,1,0,0,33,38,17565,A. Khudobin,D. Krejci
Mar 14 '13,video,R,W,,CAR,11-14-1,3,2,1,3,0,4,0,0,25,38,16810,M. Neuvirth,M. Ribeiro
Mar 12 '13,video,H,L,,CAR,10-14-1,0,4,0,2,0,3,0,1,26,36,18506,J. Peters,J. Corvo
Mar 10 '13,video,H,L,,NYR,10-13-1,1,4,0,3,1,2,0,0,29,30,18506,M. Biron,B. Boyle
Mar 09 '13,video,R,L,,NYI,10-12-1,2,5,1,3,2,6,0,1,24,45,14819,E. Nabokov,J. Tavares
Mar 07 '13,video,H,W,,FLA,10-11-1,7,1,2,3,0,2,0,0,26,30,18506,B. Holtby,W. Wolski
Mar 05 '13,video,H,W,OT,BOS,9-11-1,4,3,0,4,1,2,0,1,26,33,18506,B. Holtby,E. Fehr
Mar 02 '13,video,R,W,,WPG,8-11-1,3,0,0,3,0,3,0,0,21,35,15004,B. Holtby,M. Hendricks
Feb 27 '13,video,R,L,,PHI,7-11-1,1,4,0,3,2,3,0,0,24,32,19904,I. Bryzgalov,W. Simmonds
Feb 26 '13,video,H,W,,CAR,7-10-1,3,0,1,4,0,2,0,0,40,33,18506,B. Holtby,N. Backstrom
Feb 23 '13,video,H,W,,NJD,6-10-1,5,1,2,3,0,3,1,0,26,22,18506,B. Holtby,A. Ovechkin
Feb 21 '13,video,H,L,,NJD,5-10-1,2,3,2,4,1,6,0,1,19,37,18506,M. Brodeur,I. Kovalchuk
Feb 17 '13,video,R,L,,NYR,5-9-1,1,2,0,4,1,5,0,0,28,40,17200,H. Lundqvist,D. Stepan
Feb 14 '13,video,R,W,,TBL,5-8-1,4,3,1,1,0,2,0,0,39,30,19204,B. Holtby,J. Beagle
Feb 12 '13,video,R,W,OT,FLA,4-8-1,6,5,2,3,0,5,0,0,29,32,15340,B. Holtby,T. Brouwer
Feb 09 '13,video,H,W,,FLA,3-8-1,5,0,1,2,0,2,0,0,25,27,18506,B. Holtby,T. Brouwer
Feb 07 '13,video,R,L,,PIT,2-8-1,2,5,1,2,3,4,0,0,25,28,18650,M. Fleury,J. Neal
Feb 05 '13,video,H,L,,TOR,2-7-1,2,3,2,3,0,3,0,0,26,21,18506,B. Scrivens,K. Holzer
Feb 03 '13,video,H,L,,PIT,2-6-1,3,6,1,4,2,3,0,0,24,26,18506,T. Vokoun,C. Kunitz
Feb 01 '13,video,H,W,,PHI,2-5-1,3,2,0,5,0,3,0,0,26,31,18506,B. Holtby,W. Wolski
Jan 31 '13,video,R,L,,TOR,1-5-1,2,3,1,3,1,8,0,0,22,40,19374,J. Reimer,M. Frattin
Jan 29 '13,video,R,L,,OTT,1-4-1,2,3,0,2,1,4,0,0,33,27,19267,C. Anderson,S. Gonchar
Jan 27 '13,video,H,W,,BUF,1-3-1,3,2,1,3,0,2,0,0,30,24,18506,M. Neuvirth,A. Ovechkin
Jan 25 '13,video,R,O,OT,NJD,0-3-1,2,3,1,8,1,6,0,0,28,35,17625,M. Brodeur,I. Kovalchuk
Jan 24 '13,video,H,L,,MTL,0-3-0,1,4,0,4,2,6,0,0,31,22,18506,C. Price,A. Markov
Jan 22 '13,video,H,L,,WPG,0-2-0,2,4,1,4,2,5,0,0,34,39,18506,O. Pavelec,B. Wheeler
Jan 19 '13,video,R,L,,TBL,0-1-0,3,6,1,4,3,7,0,0,30,34,19204,A. Lindback,M. St. Louis
